unique_id,street,city,state,zip
LIHTC_CENSUS_0328,5 MITTIE MARTIN STREET,VIAN,OK,74962
LIHTC_CENSUS_0329,200 - 232 MICHAEL BOULEVARD,PAULS VALLEY,OK,73075
LIHTC_CENSUS_0330,1592 HARVARD ST,BANDON,OR,97411
LIHTC_CENSUS_0331,16251 SW JENKINS RD,BEAVERTON,OR,97006
LIHTC_CENSUS_0332,1610 HARVARD STREET,BANDON,OR,97411
LIHTC_CENSUS_0333,1628 HARVARD STREET,BANDON,OR,97411
LIHTC_CENSUS_0334,1265 SALEM AVE SE,ALBANY,OR,97321
LIHTC_CENSUS_0335,1415 SALEM AVE SE,ALBANY,OR,97321
LIHTC_CENSUS_0336,809 SE 15TH ST,PENDELTON,OR,97801
LIHTC_CENSUS_0337,811 SE 15TH ST,PENDELTON,OR,97801
LIHTC_CENSUS_0338,700 UNION ST,ALLENTOWN,PA,18101
LIHTC_CENSUS_0339,21 BUFFALO LN,ATHENS,PA,18810
LIHTC_CENSUS_0340,126 HOPPER LN,HOLLIDAYSBURG,PA,16448
LIHTC_CENSUS_0341,100 MEADOW DR,ALBION,PA,16401
LIHTC_CENSUS_0342,105 S MAIN ST,ALBURTIS,PA,18011
LIHTC_CENSUS_0343,801 ALLEGHENY ST,NEW BRIGHTON,PA,15066
LIHTC_CENSUS_0344,805 ALLEGHENY ST,NEW BRIGHTON,PA,15066
LIHTC_CENSUS_0345,422 1/2 N HALL ST,ALLENTOWN,PA,18102
LIHTC_CENSUS_0346,113 1/2 S QUEEN ST,LANCASTER,PA,17603
LIHTC_CENSUS_0347,24 MT. HOPE AVE,BRISTOL,RI,02809
LIHTC_CENSUS_0348,5 MAIN STREET,CUMBERLAND,RI,02864
LIHTC_CENSUS_0349,1 COACH MURGO LANE,BARRINGTON,RI,02806
LIHTC_CENSUS_0350,10 COACH MURGO LANE,BARRINGTON,RI,02806
LIHTC_CENSUS_0351,16 SWEET BRIAR RD,BARRINGTON,RI,02806
LIHTC_CENSUS_0352,90 BAY SPRING AVE,BARRINGTON,RI,02806
LIHTC_CENSUS_0353,110 COLEMAN STREET,ABBEVILLE,SC,29620
LIHTC_CENSUS_0354,1108 CAMBRIDGE STREET,ABBEVILLE,SC,29620
LIHTC_CENSUS_0355,100 COLEMAN STREET,ABBEVILLE,SC,29620
LIHTC_CENSUS_0356,101 COLEMAN STREET,ABBEVILLE,SC,29620
LIHTC_CENSUS_0357,200 ELLIS AVE,ABBEVILLE,SC,29620
LIHTC_CENSUS_0358,71 CARWELLYN ROAD,ABBEVILLE,SC,29620
LIHTC_CENSUS_0359,89 HANOVER ST,CHARLESTON,SC,29403
LIHTC_CENSUS_0360,91 HANOVER ST,CHARLESTON,SC,29403
LIHTC_CENSUS_0361,825 BAMA LANE,SUMTER,SC,29150
LIHTC_CENSUS_0362,845 BAMA LANE,SUMTER,SC,29150
LIHTC_CENSUS_0363,2205 ACE AVENUE,BROOKINGS,SD,57006
LIHTC_CENSUS_0364,2718 IDAHO AVENUE SE,HURON,SD,57350
LIHTC_CENSUS_0365,2215 ACE AVENUE,BROOKINGS,SD,57006
LIHTC_CENSUS_0366,2227 ACE AVENUE,BROOKINGS,SD,57006
LIHTC_CENSUS_0367,10 NINTH AVE SW,ABERDEEN,SD,57401
LIHTC_CENSUS_0368,1016 FIRST AVE SE,ABERDEEN,SD,57401
LIHTC_CENSUS_0369,265 QUINLAND PLACE,ALGOOD,TN,38506
LIHTC_CENSUS_0370,300 QUINLAND LAKE RD,ALLGOOD,TN,38501
LIHTC_CENSUS_0371,265 QUINLAND LAKE ROAD,ALGOOD,TN,38506
LIHTC_CENSUS_0372,300 QUINLAND LAKE COURT,ALLGOOD,TN,38501
LIHTC_CENSUS_0373,53 AUTUMN VALLEY DR,ALAMO,TN,38001
LIHTC_CENSUS_0374,944 N WRIGHT ROAD,ALCOA,TN,37701
LIHTC_CENSUS_0375,100 DEVEL LANE,CHATTANOOGA,TN,37405
LIHTC_CENSUS_0376,101 DEVEL LANE,CHATTANOOGA,TN,37405
LIHTC_CENSUS_0377,713 1/2 W FIFTH ST,DICKSON,TN,37055
LIHTC_CENSUS_0378,5801 AUTUMN SAGE LANE,ABILENE,TX,79606
LIHTC_CENSUS_0379,210 S EAGLE PASS ST,ALTON,TX,78573
LIHTC_CENSUS_0380,210 N EAGLE PASS ST,ALTON,TX,78572
LIHTC_CENSUS_0381,1121 DEBBIE LANE (SOUTH OF COLLINS STREET AND EAST OF YORK BEACH,ARLINGTON,TX,76002
LIHTC_CENSUS_0382,1208 THIRD ST,ABERNATHY,TX,79311
LIHTC_CENSUS_0383,1250 YEOMANS RD,ABILENE,TX,79602
LIHTC_CENSUS_0384,537 N GENERAL MCMULLEN DR,SAN ANTONIO,TX,78228
LIHTC_CENSUS_0385,4810 FAIRWAY BLVD.,WICHITA FALLS,TX,76310
LIHTC_CENSUS_0386,4822 FAIRWAY BLVD.,WICHITA FALLS,TX,76310
LIHTC_CENSUS_0387,11704 N LAMAR BLVD,AUSTIN,TX,78753
LIHTC_CENSUS_0388,11706 N LAMAR BLVD,AUSTIN,TX,78753
LIHTC_CENSUS_0389,559 W. PACIFIC COURT CIRCLE,AMERICAN FORK,UT,84003
LIHTC_CENSUS_0390,571 EAST 620 SOUTH,AMERICAN FORK,UT,84003
LIHTC_CENSUS_0391,492 WEST 500 SOUTH,BLANDING,UT,84511
LIHTC_CENSUS_0392,14035 S. MARKETVIEW DRIVE,BLUFFDALE,UT,84065
LIHTC_CENSUS_0393,311 -325 SOUTH 430 EAST,EPHRAIM,UT,84627
LIHTC_CENSUS_0394,1187 - 1189 W 200 N,PROVO,UT,84601
LIHTC_CENSUS_0395,317 -319 WEST OURAY AVENUE,SALT LAKE CITY,UT,84109
LIHTC_CENSUS_0396,19274 ELEMENTARY DRIVE,ABINGDON,VA,24210
LIHTC_CENSUS_0397,502 LOWRY DRIVE,ABINGDON,VA,24210
LIHTC_CENSUS_0398,16100 GILBERT DRIVE / 16104 GILBERT DRIVE,ABINGDON,VA,24210
LIHTC_CENSUS_0399,16101 GILBERT DRIVE / 16105 GILBERT DRIVE,ABINGDON,VA,24210
LIHTC_CENSUS_0400,15379 WHITES MILL RD,ABINGDON,VA,24210
LIHTC_CENSUS_0401,16169 GILBERT DR,ABINGDON,VA,24210
LIHTC_CENSUS_0402,181 COMMERCE DRIVE,HARRISONBURG,VA,22802
LIHTC_CENSUS_0403,241 COMMERCE DRIVE,HARRISONBURG,VA,22802
LIHTC_CENSUS_0404,7801 BELFORD DRIVE,ALEXANDRIA,VA,22306
LIHTC_CENSUS_0405,7803 BELFORD DRIVE,ALEXANDRIA,VA,22306
LIHTC_CENSUS_0406,212 SAFFORD ST,BENNINGTON,VT,05201
LIHTC_CENSUS_0407,464 CANAL STREET,BRATTLEBORO,VT,05301
LIHTC_CENSUS_0408,30 BATTENKILL LANE,ARLINGTON,VT,05250
LIHTC_CENSUS_0409,409 VT RTE 313W,ARLINGTON,VT,05250
LIHTC_CENSUS_0410,12 CARLE ST,ALBURGH,VT,05440
LIHTC_CENSUS_0411,6 LAKE ST,ALBURGH,VT,05440
LIHTC_CENSUS_0412,106 GREEN STREET,HINESBURG,VT,05461
LIHTC_CENSUS_0413,107 GREEN STREET,HINESBURG,VT,05461
LIHTC_CENSUS_0414,11 1/2 CEDAR ST,BURLINGTON,VT,05401
LIHTC_CENSUS_0415,310 - 312 MANHATTAN DR,BURLINGTON,VT,05401
LIHTC_CENSUS_0416,29 1/2 N PLEASANT ST,MIDDLEBURY,VT,05753
LIHTC_CENSUS_0417,"505 NORTH F STREET, 1109 SKYVIEW LN",ABERDEEN,WA,98520
LIHTC_CENSUS_0418,602 E. FIRST STEET,ABERDEEN,WA,98520
LIHTC_CENSUS_0419,101 W SECOND STREET,ABERDEEN,WA,98520
LIHTC_CENSUS_0420,1105 ARTHUR ST,ABERDEEN,WA,98520
LIHTC_CENSUS_0421,1110 29TH ST,ANACORTES,WA,98221
LIHTC_CENSUS_0422,801 29TH ST,ANACORTES,WA,98221
LIHTC_CENSUS_0423,1103 29TH ST,ANACORTES,WA,98221
LIHTC_CENSUS_0424,808 29TH STREET,ANACORTES,WA,98221
LIHTC_CENSUS_0425,130 S. KETCHUM DR.,AIRWAY HEIGHTS,WA,99001
LIHTC_CENSUS_0426,134 S. KETCHUM DR.,AIRWAY HEIGHTS,WA,99001
LIHTC_CENSUS_0427,26902 169TH PLACE SE,COVINGTON,WA,98042
LIHTC_CENSUS_0428,22707 76TH AVE W,EDMONDS,WA,98026
LIHTC_CENSUS_0429,625 W NORTH ST,ADAMS,WI,53910
LIHTC_CENSUS_0430,218 E RANDALL ST,APPLETON,WI,54911
LIHTC_CENSUS_0431,569 W NORTH ST,ADAMS,WI,53910
LIHTC_CENSUS_0432,645 W NORTH ST,ADAMS,WI,53910
LIHTC_CENSUS_0433,509 N ELM ST,ADAMS,WI,53910
LIHTC_CENSUS_0434,1409 SIXTH ST,ALGOMA,WI,54201
LIHTC_CENSUS_0435,310 - 320 DEHNE DR,COLBY,WI,54421
LIHTC_CENSUS_0436,2617 - 2621 PHEASANT RIDGE TRAIL,MADISON,WI,53713
LIHTC_CENSUS_0437,411 - 413 N. ONEIDA ST.,APPLETON,WI,54911
LIHTC_CENSUS_0438,1017 - 1019 RITSHER ST,BELOIT,WI,53511
LIHTC_CENSUS_0439,1531 - 1535 FARWELL AVENUE,MILWAUKEE,WI,53202
LIHTC_CENSUS_0440,4211 - 4231 W NORTH AVE,MILWAUKEE,WI,53208
LIHTC_CENSUS_0441,717 RIVERVIEW DR,BELMONT,WV,26134
LIHTC_CENSUS_0442,400 TREMONT PARK CIR,BLUEWELL,WV,24701
LIHTC_CENSUS_0443,717 RIVERVIEW RD,BELMONT,WV,26134
LIHTC_CENSUS_0444,24 ELM MEADOWS WAY,BUCKHANNON,WV,26201
LIHTC_CENSUS_0445,200 ELM ST,ALUM CREEK,WV,25003
LIHTC_CENSUS_0446,2 QUINTON CT,BARBOURSVILLE,WV,25504
LIHTC_CENSUS_0447,500 HUNT AVE,CHARLESTON,WV,25302
LIHTC_CENSUS_0448,502 HUNT AVE,CHARLESTON,WV,25302
LIHTC_CENSUS_0449,1 - 87 SARGENT SQUARE,POCA,WV,25311
LIHTC_CENSUS_0450,4400 S. COFFMAN AVE.,CASPER,WY,82604
LIHTC_CENSUS_0451,4701 TRANQUILITY WAY,CASPER,WY,82604
LIHTC_CENSUS_0452,408 MURRAY ROAD,CHEYENNE,WY,82007
LIHTC_CENSUS_0453,2734 COUGAR AVENUE,CODY,WY,82414
LIHTC_CENSUS_0454,111 BOARDWALK DRIVE,ALPINE,WY,83128
LIHTC_CENSUS_0455,16 OSTERHOUT DR,BIG PINEY,WY,83113
LIHTC_CENSUS_0456,4671 TRANQUILITY WAY,CASPER,WY,82604
LIHTC_CENSUS_0457,4687 TRANQUILITY WAY,CASPER,WY,82604
