"LIHTC_CENSUS_0407","464 CANAL STREET, BRATTLEBORO, VT, 05301","Match","Exact","464 CANAL ST, BRATTLEBORO, VT, 05301","-72.564976706201,42.839244696724","171080441","R","50","025","968500","2015"
"LIHTC_CENSUS_0408","30 BATTENKILL LANE, ARLINGTON, VT, 05250","Match","Exact","30 BATTENKILL LN, ARLINGTON, VT, 05250","-73.160738725335,43.075349548832","139215006","R","50","003","971600","1026"
"LIHTC_CENSUS_0409","409 VT RTE 313W, ARLINGTON, VT, 05250","Match","Non_Exact","409 STATE RTE 313, ARLINGTON, VT, 05250","-73.155133609366,43.054967178752","139199513","L","50","003","971600","1020"
"LIHTC_CENSUS_0410","12 CARLE ST, ALBURGH, VT, 05440","Match","Exact","12 CARLE ST, ALBURGH, VT, 05440","-73.296513778052,44.975738987916","640410455","R","50","013","020100","1008"
"LIHTC_CENSUS_0411","6 LAKE ST, ALBURGH, VT, 05440","Match","Exact","6 LAKE ST, ALBURGH, VT, 05440","-73.302019487343,44.974974222603","624782624","R","50","013","020100","1025"
"LIHTC_CENSUS_0412","106 GREEN STREET, HINESBURG, VT, 05461","Match","Exact","106 GREEN ST, HINESBURG, VT, 05461","-73.111645596486,44.327554618521","640658683","R","50","007","003502","1014"
"LIHTC_CENSUS_0413","107 GREEN STREET, HINESBURG, VT, 05461","Match","Exact","107 GREEN ST, HINESBURG, VT, 05461","-73.111591040849,44.327662863195","640658683","L","50","007","003502","1014"
"LIHTC_CENSUS_0414","11 1/2 CEDAR ST, BURLINGTON, VT, 05401","Match","Non_Exact","11 1/2 CEDAR ST, BURLINGTON, VT, 05401","-73.217311375466,44.485844716661","135827222","R","50","007","000300","1004"
"LIHTC_CENSUS_0415","310 - 312 MANHATTAN DR, BURLINGTON, VT, 05401","Match","Non_Exact","312 MANHATTAN DR, BURLINGTON, VT, 05401","-73.214638087804,44.489070577434","135827789","L","50","007","000300","5004"
"LIHTC_CENSUS_0416","29 1/2 N PLEASANT ST, MIDDLEBURY, VT, 05753","Match","Non_Exact","2 N PLEASANT ST, MIDDLEBURY, VT, 05753","-73.167102504892,44.015496232492","136455673","L","50","001","960800","1014"
"LIHTC_CENSUS_0417","505 NORTH F STREET, 1109 SKYVIEW LN, ABERDEEN, WA, 98520","Match","Non_Exact","505 N F ST, ABERDEEN, WA, 98520","-123.818542603549,46.981430459869","180583531","L","53","027","001100","5010"
"LIHTC_CENSUS_0400","15379 WHITES MILL RD, ABINGDON, VA, 24210","No_Match"
"LIHTC_CENSUS_0401","16169 GILBERT DR, ABINGDON, VA, 24210","Match","Exact","16169 GILBERT DR, ABINGDON, VA, 24210","-82.019312370048,36.714007114538","641492500","L","51","191","010402","1036"
"LIHTC_CENSUS_0402","181 COMMERCE DRIVE, HARRISONBURG, VA, 22802","Match","Exact","181 COMMERCE DR, HARRISONBURG, VA, 22802","-78.857233501543,38.457581813549","55762362","L","51","660","000101","4004"
"LIHTC_CENSUS_0403","241 COMMERCE DRIVE, HARRISONBURG, VA, 22802","No_Match"
"LIHTC_CENSUS_0404","7801 BELFORD DRIVE, ALEXANDRIA, VA, 22306","Match","Exact","7801 BELFORD DR, ALEXANDRIA, VA, 22306","-77.085902365522,38.745081152283","638206131","L","51","059","421500","3001"
"LIHTC_CENSUS_0405","7803 BELFORD DRIVE, ALEXANDRIA, VA, 22306","Match","Exact","7803 BELFORD DR, ALEXANDRIA, VA, 22306","-77.085918333556,38.745045854524","638206131","L","51","059","421500","3001"
"LIHTC_CENSUS_0406","212 SAFFORD ST, BENNINGTON, VT, 05201","Match","Exact","212 SAFFORD ST, BENNINGTON, VT, 05201","-73.187840403318,42.880324350126","139201719","L","50","003","971200","1015"
"LIHTC_CENSUS_0350","10 COACH MURGO LANE, BARRINGTON, RI, 02806","No_Match"
"LIHTC_CENSUS_0230","12525 GLENBROOK WAY, APPLE VALLEY, MN, 55124","Match","Exact","12525 GLENBROOK WAY, APPLE VALLEY, MN, 55124","-93.214851089898,44.767860738156","37932804","L","27","037","060805","3002"
"LIHTC_CENSUS_0351","16 SWEET BRIAR RD, BARRINGTON, RI, 02806","Match","Exact","16 SWEETBRIAR RD, BARRINGTON, RI, 02806","-71.342028431611,41.748802250656","640267104","L","44","001","030100","4022"
"LIHTC_CENSUS_0110","962 CARSWELL STREET, HOMERVILLE, GA, 31634","Match","Exact","962 CARSWELL ST, HOMERVILLE, GA, 31634","-82.748231734324,31.046180928458","5081878","R","13","065","970100","2093"
"LIHTC_CENSUS_0231","12529 GLENBROOK WAY, APPLE VALLEY, MN, 55124","No_Match"
"LIHTC_CENSUS_0352","90 BAY SPRING AVE, BARRINGTON, RI, 02806","Match","Exact","90 BAY SPRING AVE, BARRINGTON, RI, 02806","-71.345062293705,41.74809617375","46486154","L","44","001","030100","3001"
"LIHTC_CENSUS_0111","78 GLYNN MARSH DRIVE, BRUNSWICK, GA, 31525","Match","Non_Exact","78 GLYNNMARSH DR, BRUNSWICK, GA, 31525","-81.478693503493,31.214943163892","9147075","R","13","127","000504","3002"
"LIHTC_CENSUS_0232","205 5TH ST W, BAUDETTE, MN, 56623","Match","Non_Exact","205 5TH ST SW, BAUDETTE, MN, 56623","-94.60382908604,48.7074243834","176542211","R","27","077","460300","1080"
"LIHTC_CENSUS_0353","110 COLEMAN STREET, ABBEVILLE, SC, 29620","Match","Exact","110 COLEMAN ST, ABBEVILLE, SC, 29620","-82.375806133427,34.182233340987","38267325","R","45","001","950401","1030"
"LIHTC_CENSUS_0112","80 GLYNN MARSH DRIVE, BRUNSWICK, GA, 31525","Match","Non_Exact","80 GLYNNMARSH DR, BRUNSWICK, GA, 31525","-81.477867861044,31.215236337632","9147069","R","13","127","000504","3002"
"LIHTC_CENSUS_0233","100 - 134 BRECKENRIDGE PATH, EAGLE LAKE, MN, 56024","No_Match"
"LIHTC_CENSUS_0354","1108 CAMBRIDGE STREET, ABBEVILLE, SC, 29620","No_Match"
"LIHTC_CENSUS_0113","1991 MARTIN LUTHER KING JR DRIVE SW, ATLANTA (FULTON), GA, 30310","Match","Non_Exact","1991 MARTIN LUTHER KING JR DR SW, ATLANTA, GA, 30310","-84.452767231196,33.750083364835","17371561","R","13","121","008104","1007"
"LIHTC_CENSUS_0234","2175 NOBLES STREET, WORTHINGTON, MN, 55187","Match","Non_Exact","2175 NOBLES ST, WORTHINGTON, MN, 56187","-95.576038218249,43.616336170815","29739304","R","27","105","105500","1043"
"LIHTC_CENSUS_0355","100 COLEMAN STREET, ABBEVILLE, SC, 29620","Match","Exact","100 COLEMAN ST, ABBEVILLE, SC, 29620","-82.375653452833,34.182088670647","38267325","R","45","001","950401","1030"
"LIHTC_CENSUS_0114","1999 MARTIN LUTHER KING JR DRIVE SW, ATLANTA (FULTON), GA, 30310","Match","Non_Exact","1999 MARTIN LUTHER KING JR DR SW, ATLANTA, GA, 30310","-84.453030268561,33.750064661733","17371561","R","13","121","008104","1007"
"LIHTC_CENSUS_0235","2195 NOBLES STREET, WORTHINGTON, MN, 55187","Match","Non_Exact","2195 NOBLES ST, WORTHINGTON, MN, 56187","-95.575544266473,43.616331052362","29739303","R","27","105","105500","1043"
"LIHTC_CENSUS_0356","101 COLEMAN STREET, ABBEVILLE, SC, 29620","Match","Exact","101 COLEMAN ST, ABBEVILLE, SC, 29620","-82.375789101947,34.182065462665","38267325","L","45","001","950401","1030"
"LIHTC_CENSUS_0115","91 1471 MIULA STREET, EWA BEACH, HI, 96706","Match","Exact","91-1471 MIULA ST, EWA BEACH, HI, 96706","-158.033807587079,21.34214245996","646831683","R","15","003","008626","1011"
"LIHTC_CENSUS_0236","6129 JACKSON, BERKELEY, MO, 63134","Match","Non_Exact","6129 JACKSON AVE, BERKELEY, MO, 63134","-90.330788051415,38.748379939712","100121331","L","29","189","221800","2014"
"LIHTC_CENSUS_0357","200 ELLIS AVE, ABBEVILLE, SC, 29620","Match","Exact","200 ELLIS AVE, ABBEVILLE, SC, 29620","-82.383793030593,34.178844929838","38258050","L","45","001","950401","2041"
"LIHTC_CENSUS_0116","400 KINOOLE ST, HILO, HI, 96720","Match","Exact","400 KINOOLE ST, HILO, HI, 96720","-155.086492329789,19.72105409293","203044163","R","15","001","020300","3028"
"LIHTC_CENSUS_0237","1800 S. BARON DRIVE, BOLIVAR, MO, 65613","No_Match"
"LIHTC_CENSUS_0358","71 CARWELLYN ROAD, ABBEVILLE, SC, 29620","Match","Exact","71 CARWELLYN RD, ABBEVILLE, SC, 29620","-82.38591280092,34.16347545998","638143267","R","45","001","950500","4027"
"LIHTC_CENSUS_0117","4664 KALEPA CIR, HANAMAULU, HI, 96766","Match","Non_Exact","4664 KALEPA CIR, LIHUE, HI, 96766","-159.353796530927,21.996110323438","647672841","L","15","007","040401","1000"
"LIHTC_CENSUS_0238","125 S HOUSTON ST, ADRIAN, MO, 64720","Match","Non_Exact","125 S HOUSTON AVE, ADRIAN, MO, 64720","-94.348850603271,38.393404979097","44792192","L","29","013","070100","3030"
"LIHTC_CENSUS_0359","89 HANOVER ST, CHARLESTON, SC, 29403","Match","Non_Exact","89 N HANOVER ST, CHARLESTON, SC, 29403","-79.944133172389,32.806050658812","108806726","L","45","019","005400","2052"
"LIHTC_CENSUS_0118","4690 KALEPA CIR, HANAMAULU, HI, 96766","Match","Non_Exact","4690 KALEPA CIR, LIHUE, HI, 96766","-159.353155728955,21.996375983496","647672841","L","15","007","040401","1000"
"LIHTC_CENSUS_0239","8520 MACKENZIE RD, AFFTON, MO, 63123","Match","Exact","8520 MACKENZIE RD, AFFTON, MO, 63123","-90.32230005771,38.55725667252","651310182","L","29","189","219801","2004"
"LIHTC_CENSUS_0119","99 009 KALALOA ST, AIEA, HI, 96701","Match","Exact","99-009 KALALOA ST, AIEA, HI, 96701","-157.936155921074,21.365834148096","635954886","L","15","003","007504","1007"
"LIHTC_CENSUS_0340","126 HOPPER LN, HOLLIDAYSBURG, PA, 16448","No_Match"
"LIHTC_CENSUS_0220","1000 MINNESOTA AVE S, AITKIN, MN, 56431","Match","Exact","1000 MINNESOTA AVE S, AITKIN, MN, 56431","-93.706996190628,46.520786424877","162617684","R","27","001","770300","1063"
"LIHTC_CENSUS_0341","100 MEADOW DR, ALBION, PA, 16401","Match","Exact","100 MEADOW DR, ALBION, PA, 16401","-80.36608346753,41.883430073277","117514019","R","42","049","010107","2003"
"LIHTC_CENSUS_0100","2920 NW 18TH AVE., MIAMI, FL, 33142","Match","Exact","2920 NW 18TH AVE, MIAMI, FL, 33142","-80.225704893069,25.802613886029","116015363","L","12","086","002404","2002"
"LIHTC_CENSUS_0221","610 AIR PARK DR, AITKIN, MN, 56431","Match","Exact","610 AIR PARK DR, AITKIN, MN, 56431","-93.698527613654,46.537060112527","162617571","L","27","001","770300","1009"
