review_index,candidate_group_id,current_development_id,current_development_anchor_hud_id,hud_id,project,proj_add,proj_cty,proj_st,state_id,yr_pis,yr_alloc,n_unitsr,li_unitr,final_decision,final_reason_code,member_action,name_adjudicated_development_id,name_adjudicated_development_anchor_hud_id
57,NVAR_0080,DEV_NCA19950160,NCA19950160,NCA19950160,HEATHERBROOK,2940 FAVERSHAM PL,RALEIGH,NC,9001185,1995,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19950160,NCA19950160
57,NVAR_0080,DEV_NCA19959031,NCA19959031,NCA19959031,2940 FAVERSHAM PL,2940 FAVERSHAM PL,RALEIGH,NC,9001185,1995,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19950160,NCA19950160
58,NVAR_0081,DEV_NCA19950050,NCA19950050,NCA19950050,HEATHERBROOK,2903 FAVERSHAM PL,RALEIGH,NC,9001186,1995,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19950050,NCA19950050
58,NVAR_0081,DEV_NCA19959009,NCA19959009,NCA19959009,2903 FAVERSHAM PL,2903 FAVERSHAM PL,RALEIGH,NC,9001186,1995,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19950050,NCA19950050
59,NVAR_0083,DEV_NCA19970010,NCA19970010,NCA19970010,1825 VINTAGE RD,1825 VINTAGE RD,RALEIGH,NC,9001419,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970010,NCA19970010
59,NVAR_0083,DEV_NCA19979002,NCA19979002,NCA19979002,1825 VINTAGE ROAD,1825 VINTAGE ROAD,RALEIGH,NC,9001419,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970010,NCA19970010
60,NVAR_0084,DEV_NCA19960020,NCA19960020,NCA19960020,1823 VINTAGE RD,1823 VINTAGE RD,RALEIGH,NC,9001420,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960020,NCA19960020
60,NVAR_0084,DEV_NCA19969004,NCA19969004,NCA19969004,1823 VINTAGE ROAD,1823 VINTAGE ROAD,RALEIGH,NC,9001420,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960020,NCA19960020
61,NVAR_0085,DEV_NCA19960030,NCA19960030,NCA19960030,1827 VINTAGE RD,1827 VINTAGE RD,RALEIGH,NC,9001421,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960030,NCA19960030
61,NVAR_0085,DEV_NCA19969006,NCA19969006,NCA19969006,1827 VINTAGE ROAD,1827 VINTAGE ROAD,RALEIGH,NC,9001421,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960030,NCA19960030
62,NVAR_0086,DEV_NCA19940195,NCA19940195,NCA19940195,625 CAROLINA AVE,625 CAROLINA AVE,RALEIGH,NC,9001460,1994,1993,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19940195,NCA19940195
62,NVAR_0086,DEV_NCA19949032,NCA19949032,NCA19949032,625 CAROLINA AVENUE,625 CAROLINA AVENUE,RALEIGH,NC,9001460,1994,1993,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19940195,NCA19940195
63,NVAR_0087,DEV_NCA19970015,NCA19970015,NCA19970015,1828 VINTAGE RD,1828 VINTAGE RD,RALEIGH,NC,9001461,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970015,NCA19970015
63,NVAR_0087,DEV_NCA19979003,NCA19979003,NCA19979003,1828 VINTAGE ROAD,1828 VINTAGE ROAD,RALEIGH,NC,9001461,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970015,NCA19970015
64,NVAR_0088,DEV_NCA19900125,NCA19900125,NCA19900125,"BLANTON STREET APTS A,B,C,D",508 BLANTON ST,SHELBY,NC,9001465,1990,1990,4,4,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19900125,NCA19900125
64,NVAR_0088,DEV_NCA19909008,NCA19909008,NCA19909008,"BLANTON ST. APTS A,B,C,D",508 BLANTON STREET,SHELBY,NC,9001465,1990,1990,4,4,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19900125,NCA19900125
65,NVAR_0089,DEV_NCA19930050,NCA19930050,NCA19930050,2120 HAWKINS ST,2120 HAWKINS ST,RALEIGH,NC,9001713,1993,1992,4,4,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19930050,NCA19930050
65,NVAR_0089,DEV_NCA19939007,NCA19939007,NCA19939007,2120 HAWKINS STREET,2120 HAWKINS STREET,RALEIGH,NC,9001713,1993,1992,4,4,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19930050,NCA19930050
66,NVAR_0090,DEV_NCA19910125,NCA19910125,NCA19910150,FOX HOLLOW APTS,2712 BIG OAK ST,RALEIGH,NC,9001754,1991,1990,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19910125,NCA19910125
66,NVAR_0090,DEV_NCA19919049,NCA19919049,NCA19919049,PWE FOX HOLLOW APTS,2712 BIG OAK ST,RALEIGH,NC,9001754,1991,1990,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19910125,NCA19910125
67,NVAR_0091,DEV_NCA19960040,NCA19960040,NCA19960040,1834 VINTAGE RD,1834 VINTAGE RD,RALEIGH,NC,9001756,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960040,NCA19960040
67,NVAR_0091,DEV_NCA19969008,NCA19969008,NCA19969008,1834 VINTAGE ROAD,1834 VINTAGE ROAD,RALEIGH,NC,9001756,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960040,NCA19960040
68,NVAR_0092,DEV_NCA19950280,NCA19950280,NCA19950280,815 CLAY ST,815 CLAY ST,RALEIGH,NC,9001825,1995,1994,4,4,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19950280,NCA19950280
68,NVAR_0092,DEV_NCA19959053,NCA19959053,NCA19959053,CLAY STREET PARTNERS,815 CLAY STREET,RALEIGH,NC,9001825,1995,1994,4,4,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19950280,NCA19950280
69,NVAR_0093,DEV_NCA19940225,NCA19940225,NCA19940225,8255 MERRIWEATHER CIR,8255 MERRIWEATHER CIR,RALEIGH,NC,9001919,1994,1993,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19940225,NCA19940225
69,NVAR_0093,DEV_NCA19949038,NCA19949038,NCA19949038,8255 MERRIWEATHER CIRCLE,8255 MERRIWEATHER CIRCLE,RALEIGH,NC,9001919,1994,1993,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19940225,NCA19940225
70,NVAR_0094,DEV_NCA19970030,NCA19970030,NCA19970030,1837 VINTAGE RD,1837 VINTAGE RD,RALEIGH,NC,9001921,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970030,NCA19970030
70,NVAR_0094,DEV_NCA19979006,NCA19979006,NCA19979006,1837 VINTAGE ROAD,1837 VINTAGE ROAD,RALEIGH,NC,9001921,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970030,NCA19970030
71,NVAR_0095,DEV_NCA19970090,NCA19970090,NCA19970090,5413 TALSERWOOD DR,5413 TALSERWOOD DR,RALEIGH,NC,9001922,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970090,NCA19970090
71,NVAR_0095,DEV_NCA19979018,NCA19979018,NCA19979018,5413 TALSERWOOD DRIVE,5413 TALSERWOOD DRIVE,RALEIGH,NC,9001922,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970090,NCA19970090
72,NVAR_0096,DEV_NCA19970125,NCA19970125,NCA19970125,5423 TALSERWOOD DR,5423 TALSERWOOD DR,RALEIGH,NC,9001923,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970125,NCA19970125
72,NVAR_0096,DEV_NCA19979023,NCA19979023,NCA19979023,5423 TALSERWOOD DRIVE,5423 TALSERWOOD DRIVE,RALEIGH,NC,9001923,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970125,NCA19970125
73,NVAR_0097,DEV_NCA19960150,NCA19960150,NCA19960150,4238 KAPLAN DR,4238 KAPLAN DR,RALEIGH,NC,9001930,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960150,NCA19960150
73,NVAR_0097,DEV_NCA19969030,NCA19969030,NCA19969030,4238 KAPLAN DRIVE,4238 KAPLAN DRIVE,RALEIGH,NC,9001930,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960150,NCA19960150
74,NVAR_0098,DEV_NCA19960070,NCA19960070,NCA19960070,4202 KAPLAN DR,4202 KAPLAN DR,RALEIGH,NC,9001977,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960070,NCA19960070
74,NVAR_0098,DEV_NCA19969014,NCA19969014,NCA19969014,4202 KAPLAN DRIVE,4202 KAPLAN DRIVE,RALEIGH,NC,9001977,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960070,NCA19960070
75,NVAR_0099,DEV_NCA19960085,NCA19960085,NCA19960085,4208 KAPLAN DR,4208 KAPLAN DR,RALEIGH,NC,9001980,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960085,NCA19960085
75,NVAR_0099,DEV_NCA19969017,NCA19969017,NCA19969017,4208 KAPLAN DRIVE,4208 KAPLAN DRIVE,RALEIGH,NC,9001980,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960085,NCA19960085
76,NVAR_0100,DEV_NCA19960100,NCA19960100,NCA19960100,4214 KAPLAN DR,4214 KAPLAN DR,RALEIGH,NC,9001982,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960100,NCA19960100
76,NVAR_0100,DEV_NCA19969020,NCA19969020,NCA19969020,4214 KAPLAN DRIVE,4214 KAPLAN DRIVE,RALEIGH,NC,9001982,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960100,NCA19960100
77,NVAR_0101,DEV_NCA19960110,NCA19960110,NCA19960110,4220 KAPLAN DR,4220 KAPLAN DR,RALEIGH,NC,9001984,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960110,NCA19960110
77,NVAR_0101,DEV_NCA19969022,NCA19969022,NCA19969022,4220 KAPLAN DRIVE,4220 KAPLAN DRIVE,RALEIGH,NC,9001984,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960110,NCA19960110
78,NVAR_0102,DEV_NCA19960115,NCA19960115,NCA19960115,4222 KAPLAN DR,4222 KAPLAN DR,RALEIGH,NC,9001985,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960115,NCA19960115
78,NVAR_0102,DEV_NCA19969023,NCA19969023,NCA19969023,4222 KAPLAN DRIVE,4222 KAPLAN DRIVE,RALEIGH,NC,9001985,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960115,NCA19960115
79,NVAR_0103,DEV_NCA19960120,NCA19960120,NCA19960120,4224 KAPLAN DR,4224 KAPLAN DR,RALEIGH,NC,9001986,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960120,NCA19960120
79,NVAR_0103,DEV_NCA19969024,NCA19969024,NCA19969024,4224 KAPLAN DRIVE,4224 KAPLAN DRIVE,RALEIGH,NC,9001986,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960120,NCA19960120
80,NVAR_0104,DEV_NCA19960140,NCA19960140,NCA19960140,4232 KAPLAN DR,4232 KAPLAN DR,RALEIGH,NC,9001988,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960140,NCA19960140
80,NVAR_0104,DEV_NCA19969028,NCA19969028,NCA19969028,4232 KAPLAN DRIVE,4232 KAPLAN DRIVE,RALEIGH,NC,9001988,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960140,NCA19960140
81,NVAR_0105,DEV_NCA19960145,NCA19960145,NCA19960145,4236 KAPLAN DR,4236 KAPLAN DR,RALEIGH,NC,9001989,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960145,NCA19960145
81,NVAR_0105,DEV_NCA19969029,NCA19969029,NCA19969029,4236 KAPLAN DRIVE,4236 KAPLAN DRIVE,RALEIGH,NC,9001989,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960145,NCA19960145
82,NVAR_0106,DEV_NCA19960155,NCA19960155,NCA19960155,4240 KAPLAN DR,4240 KAPLAN DR,RALEIGH,NC,9001990,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960155,NCA19960155
82,NVAR_0106,DEV_NCA19969031,NCA19969031,NCA19969031,4240 KAPLAN DRIVE,4240 KAPLAN DRIVE,RALEIGH,NC,9001990,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960155,NCA19960155
83,NVAR_0107,DEV_NCA19950215,NCA19950215,NCA19950215,8103 FARMLEA CIR,8103 FARMLEA CIR,RALEIGH,NC,9002008,1995,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19950215,NCA19950215
83,NVAR_0107,DEV_NCA19959041,NCA19959041,NCA19959041,8103 FARMLEA CIRCLE,8103 FARMLEA CIRCLE,RALEIGH,NC,9002008,1995,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19950215,NCA19950215
84,NVAR_0108,DEV_NCA19950220,NCA19950220,NCA19950220,8105 FARMLEA CIR,8105 FARMLEA CIR,RALEIGH,NC,9002009,1995,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19950220,NCA19950220
84,NVAR_0108,DEV_NCA19959042,NCA19959042,NCA19959042,8105 FARMLEA CIRCLE,8105 FARMLEA CIRCLE,RALEIGH,NC,9002009,1995,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19950220,NCA19950220
85,NVAR_0109,DEV_NCA19960160,NCA19960160,NCA19960160,4242 KAPLAN DR,4242 KAPLAN DR,RALEIGH,NC,9002013,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960160,NCA19960160
85,NVAR_0109,DEV_NCA19969032,NCA19969032,NCA19969032,4242 KAPLAN DRIVE,4242 KAPLAN DRIVE,RALEIGH,NC,9002013,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960160,NCA19960160
86,NVAR_0110,DEV_NCA19960165,NCA19960165,NCA19960165,4244 KAPLAN DR,4244 KAPLAN DR,RALEIGH,NC,9002014,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960165,NCA19960165
86,NVAR_0110,DEV_NCA19969033,NCA19969033,NCA19969033,4244 KAPLAN DRIVE,4244 KAPLAN DRIVE,RALEIGH,NC,9002014,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960165,NCA19960165
87,NVAR_0111,DEV_NCA19960175,NCA19960175,NCA19960175,4248 KAPLAN DR,4248 KAPLAN DR,RALEIGH,NC,9002016,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960175,NCA19960175
87,NVAR_0111,DEV_NCA19969035,NCA19969035,NCA19969035,4248 KAPLAN DRIVE,4248 KAPLAN DRIVE,RALEIGH,NC,9002016,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960175,NCA19960175
88,NVAR_0112,DEV_NCA19960180,NCA19960180,NCA19960180,4250 KAPLAN DR,4250 KAPLAN DR,RALEIGH,NC,9002017,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960180,NCA19960180
88,NVAR_0112,DEV_NCA19969036,NCA19969036,NCA19969036,4250 KAPLAN DRIVE,4250 KAPLAN DRIVE,RALEIGH,NC,9002017,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960180,NCA19960180
89,NVAR_0113,DEV_NCA19960190,NCA19960190,NCA19960190,4256 KAPLAN DR,4256 KAPLAN DR,RALEIGH,NC,9002018,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960190,NCA19960190
89,NVAR_0113,DEV_NCA19969038,NCA19969038,NCA19969038,4256 KAPLAN DRIVE,4256 KAPLAN DRIVE,RALEIGH,NC,9002018,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960190,NCA19960190
90,NVAR_0114,DEV_NCA19960195,NCA19960195,NCA19960195,4258 KAPLAN DR,4258 KAPLAN DR,RALEIGH,NC,9002019,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960195,NCA19960195
90,NVAR_0114,DEV_NCA19969039,NCA19969039,NCA19969039,4258 KAPLAN DRIVE,4258 KAPLAN DRIVE,RALEIGH,NC,9002019,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960195,NCA19960195
91,NVAR_0115,DEV_NCA19960200,NCA19960200,NCA19960200,4260 KAPLAN DR,4260 KAPLAN DR,RALEIGH,NC,9002020,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960200,NCA19960200
91,NVAR_0115,DEV_NCA19969040,NCA19969040,NCA19969040,4260 KAPLAN DRIVE,4260 KAPLAN DRIVE,RALEIGH,NC,9002020,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960200,NCA19960200
92,NVAR_0116,DEV_NCA19960205,NCA19960205,NCA19960205,4262 KAPLAN DR,4262 KAPLAN DR,RALEIGH,NC,9002021,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960205,NCA19960205
92,NVAR_0116,DEV_NCA19969041,NCA19969041,NCA19969041,4262 KAPLAN DRIVE,4262 KAPLAN DRIVE,RALEIGH,NC,9002021,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960205,NCA19960205
93,NVAR_0117,DEV_NCA19960215,NCA19960215,NCA19960215,4266 KAPLAN DR,4266 KAPLAN DR,RALEIGH,NC,9002023,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960215,NCA19960215
93,NVAR_0117,DEV_NCA19969043,NCA19969043,NCA19969043,4266 KAPLAN DRIVE,4266 KAPLAN DRIVE,RALEIGH,NC,9002023,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960215,NCA19960215
94,NVAR_0118,DEV_NCA19960065,NCA19960065,NCA19960065,4200 KAPLAN DR,4200 KAPLAN DR,RALEIGH,NC,9002024,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960065,NCA19960065
94,NVAR_0118,DEV_NCA19969013,NCA19969013,NCA19969013,4200 KAPLAN DRIVE,4200 KAPLAN DRIVE,RALEIGH,NC,9002024,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960065,NCA19960065
95,NVAR_0119,DEV_NCA19960055,NCA19960055,NCA19960055,1838 VINTAGE RD,1838 VINTAGE RD,RALEIGH,NC,9002047,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960055,NCA19960055
95,NVAR_0119,DEV_NCA19969011,NCA19969011,NCA19969011,1838 VINTAGE ROAD,1838 VINTAGE ROAD,RALEIGH,NC,9002047,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960055,NCA19960055
96,NVAR_0120,DEV_NCA19970005,NCA19970005,NCA19970005,1824 VINTAGE RD,1824 VINTAGE RD,RALEIGH,NC,9002048,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970005,NCA19970005
96,NVAR_0120,DEV_NCA19979001,NCA19979001,NCA19979001,1824 VINTAGE ROAD,1824 VINTAGE ROAD,RALEIGH,NC,9002048,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970005,NCA19970005
97,NVAR_0121,DEV_NCA19970020,NCA19970020,NCA19970020,1829 VINTAGE RD,1829 VINTAGE RD,RALEIGH,NC,9002049,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970020,NCA19970020
97,NVAR_0121,DEV_NCA19979004,NCA19979004,NCA19979004,1829 VINTAGE ROAD,1829 VINTAGE ROAD,RALEIGH,NC,9002049,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970020,NCA19970020
98,NVAR_0122,DEV_NCA19970080,NCA19970080,NCA19970080,5411 TALSERWOOD DR,5411 TALSERWOOD DR,RALEIGH,NC,9002050,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970080,NCA19970080
98,NVAR_0122,DEV_NCA19979016,NCA19979016,NCA19979016,5411 TALSERWOOD DRIVE,5411 TALSERWOOD DRIVE,RALEIGH,NC,9002050,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970080,NCA19970080
99,NVAR_0123,DEV_NCA19970095,NCA19970095,NCA19970095,5414 TALSERWOOD DR,5414 TALSERWOOD DR,RALEIGH,NC,9002051,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970095,NCA19970095
99,NVAR_0123,DEV_NCA19979019,NCA19979019,NCA19979019,5414 TALSERWOOD DRIVE,5414 TALSERWOOD DRIVE,RALEIGH,NC,9002051,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970095,NCA19970095
100,NVAR_0124,DEV_NCA19970120,NCA19970120,NCA19970120,5422 TALSERWOOD DR,5422 TALSERWOOD DR,RALEIGH,NC,9002053,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970120,NCA19970120
100,NVAR_0124,DEV_NCA19979022,NCA19979022,NCA19979022,5422 TALSERWOOD DRIVE,5422 TALSERWOOD DRIVE,RALEIGH,NC,9002053,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970120,NCA19970120
101,NVAR_0125,DEV_NCA19970130,NCA19970130,NCA19970130,5424 TALSERWOOD DR,5424 TALSERWOOD DR,RALEIGH,NC,9002054,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970130,NCA19970130
101,NVAR_0125,DEV_NCA19979024,NCA19979024,NCA19979024,5424 TALSERWOOD DRIVE,5424 TALSERWOOD DRIVE,RALEIGH,NC,9002054,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970130,NCA19970130
102,NVAR_0126,DEV_NCA19970135,NCA19970135,NCA19970135,5426 TALSERWOOD DR,5426 TALSERWOOD DR,RALEIGH,NC,9002055,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970135,NCA19970135
102,NVAR_0126,DEV_NCA19979025,NCA19979025,NCA19979025,5426 TALSERWOOD DRIVE,5426 TALSERWOOD DRIVE,RALEIGH,NC,9002055,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970135,NCA19970135
103,NVAR_0127,DEV_NCA19970140,NCA19970140,NCA19970140,5428 TALSERWOOD DR,5428 TALSERWOOD DR,RALEIGH,NC,9002056,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970140,NCA19970140
103,NVAR_0127,DEV_NCA19979026,NCA19979026,NCA19979026,5428 TALSERWOOD DRIVE,5428 TALSERWOOD DRIVE,RALEIGH,NC,9002056,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970140,NCA19970140
104,NVAR_0128,DEV_NCA19970145,NCA19970145,NCA19970145,5430 TALSERWOOD DR,5430 TALSERWOOD DR,RALEIGH,NC,9002057,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970145,NCA19970145
104,NVAR_0128,DEV_NCA19979027,NCA19979027,NCA19979027,5430 TALSERWOOD DRIVE,5430 TALSERWOOD DRIVE,RALEIGH,NC,9002057,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970145,NCA19970145
105,NVAR_0129,DEV_NCA19970150,NCA19970150,NCA19970150,5432 TALSERWOOD DR,5432 TALSERWOOD DR,RALEIGH,NC,9002058,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970150,NCA19970150
105,NVAR_0129,DEV_NCA19979028,NCA19979028,NCA19979028,5432 TALSERWOOD DRIVE,5432 TALSERWOOD DRIVE,RALEIGH,NC,9002058,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970150,NCA19970150
106,NVAR_0130,DEV_NCA19970155,NCA19970155,NCA19970155,5434 TALSERWOOD DR,5434 TALSERWOOD DR,RALEIGH,NC,9002059,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970155,NCA19970155
106,NVAR_0130,DEV_NCA19979029,NCA19979029,NCA19979029,5434 TALSERWOOD DRIVE,5434 TALSERWOOD DRIVE,RALEIGH,NC,9002059,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970155,NCA19970155
107,NVAR_0131,DEV_NCA19940235,NCA19940235,NCA19940235,8259 MERRIWEATHER CIR,8259 MERRIWEATHER CIR,RALEIGH,NC,9002060,1994,1993,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19940235,NCA19940235
107,NVAR_0131,DEV_NCA19949040,NCA19949040,NCA19949040,8259 MERRIWEATHER CIRCLE,8259 MERRIWEATHER CIRCLE,RALEIGH,NC,9002060,1994,1993,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19940235,NCA19940235
108,NVAR_0132,DEV_NCA19960105,NCA19960105,NCA19960105,4218 KAPLAN DR,4218 KAPLAN DR,RALEIGH,NC,9002061,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960105,NCA19960105
108,NVAR_0132,DEV_NCA19969021,NCA19969021,NCA19969021,4218 KAPLAN DRIVE,4218 KAPLAN DRIVE,RALEIGH,NC,9002061,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960105,NCA19960105
109,NVAR_0133,DEV_NCA19960015,NCA19960015,NCA19960015,MINA HOUSING,1822 VINTAGE RD,RALEIGH,NC,9002062,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960015,NCA19960015
109,NVAR_0133,DEV_NCA19969003,NCA19969003,NCA19969003,1822 VINTAGE ROAD,1822 VINTAGE ROAD,RALEIGH,NC,9002062,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960015,NCA19960015
