review_index,candidate_group_id,current_development_id,current_development_anchor_hud_id,hud_id,project,proj_add,proj_cty,proj_st,state_id,yr_pis,yr_alloc,n_unitsr,li_unitr,final_decision,final_reason_code,member_action,name_adjudicated_development_id,name_adjudicated_development_anchor_hud_id
110,NVAR_0134,DEV_NCA19960025,NCA19960025,NCA19960025,MINA HOUSING,1826 VINTAGE RD,RALEIGH,NC,9002063,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960025,NCA19960025
110,NVAR_0134,DEV_NCA19969005,NCA19969005,NCA19969005,1826 VINTAGE ROAD,1826 VINTAGE ROAD,RALEIGH,NC,9002063,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960025,NCA19960025
111,NVAR_0135,DEV_NCA19970025,NCA19970025,NCA19970025,1833 VINTAGE RD,1833 VINTAGE RD,RALEIGH,NC,9002064,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970025,NCA19970025
111,NVAR_0135,DEV_NCA19979005,NCA19979005,NCA19979005,1833 VINTAGE ROAD,1833 VINTAGE ROAD,RALEIGH,NC,9002064,1997,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970025,NCA19970025
112,NVAR_0136,DEV_NCA19960050,NCA19960050,NCA19960050,1836 VINTAGE RD,1836 VINTAGE RD,RALEIGH,NC,9002065,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960050,NCA19960050
112,NVAR_0136,DEV_NCA19969010,NCA19969010,NCA19969010,1836 VINTAGE ROAD,1836 VINTAGE ROAD,RALEIGH,NC,9002065,1996,1995,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960050,NCA19960050
113,NVAR_0137,DEV_NCA19940125,NCA19940125,NCA19940125,1116 MARTIN ST,1116 MARTIN ST,GREENSBORO,NC,9002313,1994,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19940125,NCA19940125
113,NVAR_0137,DEV_NCA19949020,NCA19949020,NCA19949020,1116 MARTIN STREET,1116 MARTIN STREET,GREENSBORO,NC,9002313,1994,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19940125,NCA19940125
114,NVAR_0138,DEV_NCA19970085,NCA19970085,NCA19970085,5412 TALSERWOOD DR,5412 TALSERWOOD DR,RALEIGH,NC,9002323,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970085,NCA19970085
114,NVAR_0138,DEV_NCA19979017,NCA19979017,NCA19979017,5412 TALSERWOOD DRIVE,5412 TALSERWOOD DRIVE,RALEIGH,NC,9002323,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970085,NCA19970085
115,NVAR_0139,DEV_NCA19970105,NCA19970105,NCA19970105,5416 TALSERWOOD DR,5416 TALSERWOOD DR,RALEIGH,NC,9002327,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970105,NCA19970105
115,NVAR_0139,DEV_NCA19979021,NCA19979021,NCA19979021,5416 TALSERWOOD DRIVE,5416 TALSERWOOD DRIVE,RALEIGH,NC,9002327,1997,1996,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19970105,NCA19970105
116,NVAR_0140,DEV_NCA19960135,NCA19960135,NCA19960135,4230 KAPLAN DR,4230 KAPLAN DR,RALEIGH,NC,9002329,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960135,NCA19960135
116,NVAR_0140,DEV_NCA19969027,NCA19969027,NCA19969027,4230 KAPLAN DRIVE,4230 KAPLAN DRIVE,RALEIGH,NC,9002329,1996,1994,1,1,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA19960135,NCA19960135
117,NVAR_0141,DEV_NCA20100544,NCA20100544,NCA20100544,NEW HILLMONT VILLAGE APTS,306 W MAIN ST,MICRO,NC,9105258,2010,2008,24,24,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA20100544,NCA20100544
117,NVAR_0141,DEV_NCA20109027,NCA20109027,NCA20109027,HILLMONT VILLAGE APARTMENTS,306 WEST MAIN STREET,MICRO,NC,9105258,2010,2008,24,24,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NCA20100544,NCA20100544
118,NVAR_0146,DEV_NVA20150006,NVA20150006,NVA20150006,WINCHESTER COURT,1806 WINCHESTER DRIVE,ELKO,NV,13-06,2015,2013,40,30,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NVA20150006,NVA20150006
118,NVAR_0146,DEV_NVA20157067,NVA20157067,NVA20157067,WINCHESTRER CT,1806 WINCHESTER DR,ELKO,NV,13-06,2015,2013,40,30,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NVA20150006,NVA20150006
119,NVAR_0147,DEV_NYC20110574,NYC20110574,NYC20110574,ST ANN'S TERRACE,780 ST ANNS AVE,BRONX,NY,26-3424708,2011,2009,314,311,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NYC20110574,NYC20110574
119,NVAR_0147,DEV_NYC20115031,NYC20115031,NYC20115031,ST ANNS CDE OWNER LLC,780 ST ANNS AVENUE,BRONX,NY,26-3424708,2011,2009,314,311,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_NYC20110574,NYC20110574
120,NVAR_0148,DEV_OHA20130039,OHA20130039,OHA20130039,APTS AT ST RICHARD,25595 COUNTRY CLUB BLVD,NORTH OLMSTED,OH,120080,2013,2012,34,34,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_OHA20130039,OHA20130039
120,NVAR_0148,DEV_OHA20139133,OHA20139133,OHA20139133,THE APARTMENTS AT ST. RICHARD,25595 COUNTRY CLUB BOULEVARD,NORTH OLMSTED,OH,120080,2013,2012,34,34,merge,duplicate_reporting_name_variant,merge_candidate_group,DEV_OHA20130039,OHA20130039
121,NVAR_0027,DEV_CAA20140439,CAA20140439,CAA20140439,REGENCY COURT APTS,720 FIFTH AVE CT,MONROVIA,CA,CA-14-802,2014,2014,115,114,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_CAA20140439,CAA20140439
121,NVAR_0027,DEV_CAA20161048,CAA20161048,CAA20161048,REGENCY COURT APARTMENTS,720 FIFTH AVENUE COURT,MONROVIA,CA,CA-14-802,2016,2014,115,114,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_CAA20140439,CAA20140439
122,NVAR_0031,DEV_DCB20142002,DCB20142002,DCB20142002,SOME SCATTERED SITES II,"1151 NEW JERSEY AVENUE, NW",WASHINGTON,DC,DCB2016065,2014,2013,27,27,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_DCB20142002,DCB20142002
122,NVAR_0031,DEV_DCB20149149,DCB20149149,DCB20149149,SOME SCATTERED SITE II (WEINBERG HOUSE),1151 NEW JERSEY AVE NW,WASHINGTON,DC,DCB2016065,2014,8888,27,27,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_DCB20142002,DCB20142002
123,NVAR_0039,DEV_GAA20152020,GAA20152020,GAA20152020,POINTE NORTH SENIOR VILLAGE I,2703 POINTE NORTH BLVD,ALBANY,GA,2013-034,2015,2014,59,59,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_GAA20152020,GAA20152020
123,NVAR_0039,DEV_GAA20159415,GAA20159415,GAA20159415,POINTE NORTH SENIOR VILLAGE,2703 POINTE NORTH BLVD,ALBANY,GA,2013-034,2015,2013,59,59,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_GAA20152020,GAA20152020
124,NVAR_0043,DEV_KYA20100014,KYA20100014,KYA20100014,CANEY CREEK APTS I,MORGANTOWN RD,CANEYVILLE,KY,KY-09-036,2010,1992,16,16,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_KYA20100014,KYA20100014
124,NVAR_0043,DEV_KYA20105005,KYA20105005,KYA20105005,CANEYCREEK APARTMENTS,MORGANTOWN ROAD,CANEYVILLE,KY,KY-09-036,2010,2008,16,16,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_KYA20100014,KYA20100014
125,NVAR_0045,DEV_LAA20126007,LAA20126007,LAA20126007,RICHLAND COMMUNITY CENTRE I,411 MADELINE ST,RAYVILLE,LA,LA-11-013,2012,2011,35,35,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_LAA20126007,LAA20126007
125,NVAR_0045,DEV_LAA20135012,LAA20135012,LAA20135012,RICHLAND COMMUNITY CENTRE,411 MADELINE STREET,RAYVILLE,LA,LA-11-013,2013,2011,35,35,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_LAA20126007,LAA20126007
126,NVAR_0046,DEV_LAA19930160,LAA19930160,LAA19930160,WASHINGHTON AVE APTS,2033 WASHINGTON AVE,NEW ORLEANS,LA,LA-93-013,1993,1993,4,4,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_LAA19930160,LAA19930160
126,NVAR_0046,DEV_LAA19939018,LAA19939018,LAA19939018,WAHINGHTON AVE. APTS.,2033 WASHINGTON AVENUE,NEW ORLEANS,LA,LA-93-013,1993,1992,4,4,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_LAA19930160,LAA19930160
127,NVAR_0052,DEV_MTA20210004,MTA20210004,MTA20210004,CASTLEBAR,1201 NORTH 25TH AVENUE,BOZEMAN,MT,21400,2021,2021,72,72,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_MTA20210004,MTA20210004
127,NVAR_0052,DEV_MTA20231019,MTA20231019,MTA20231019,CASTLEBAR - REHAB,1201 NORTH 25TH AVENUE,BOZEMAN,MT,21400,2023,2021,72,72,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_MTA20210004,MTA20210004
128,NVAR_0082,DEV_NCA19880320,NCA19880320,NCA19880320,GREEN OAKS APTS,100 PERSIMMON DR,GROVER,NC,9001263,1988,1988,24,24,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_NCA19880320,NCA19880320
128,NVAR_0082,DEV_NCA20109025,NCA20109025,NCA20109025,GREEN OAKS APARTMENTS,100 PERSIMMON DRIVE,GROVER,NC,9001263,2010,2008,24,24,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_NCA19880320,NCA19880320
129,NVAR_0142,DEV_NCA0000X273,NCA0000X273,NCA0000X273,CONNELLY CREEK APARTMENTS,4350 CONNELLY CIRCLE,CHARLOTTE,NC,9264467,9999,2020,78,78,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_NCA0000X273,NCA0000X273
129,NVAR_0142,DEV_NCA20240036,NCA20240036,NCA20240036,SANCTUARY GARDENS,4350 CONNELLY CIRCLE,CHARLOTTE,NC,9264467,2024,2020,78,78,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_NCA0000X273,NCA0000X273
130,NVAR_0152,DEV_TXA20145018,TXA20145018,TXA20145018,NORTHCREST APTS,1002 N MAIN ST,BIG SPRING,TX,TX4983,2014,2014,68,68,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_TXA20145018,TXA20145018
130,NVAR_0152,DEV_TXA20157574,TXA20157574,TXA20157574,LAREDO HILL,1002 N MAIN ST,BIG SPRING,TX,TX4983,2015,2014,68,68,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_TXA20145018,TXA20145018
131,NVAR_0162,DEV_WAA19920095,WAA19920095,WAA19920095,SECOND + PINE,211 PINE ST,SEATTLE,WA,90-18T,1992,1992,42,9,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_WAA19920095,WAA19920095
131,NVAR_0162,DEV_WAA19929116,WAA19929116,WAA19929116,SECOND AND PINE,211 PINE ST,SEATTLE,WA,90-18T,1992,1990,42,9,merge,same_property_recapitalization_or_rename,merge_candidate_group,DEV_WAA19920095,WAA19920095
132,NVAR_0001,DEV_AKA20030025,AKA20030025,AKA20030025,GLACIER VILLAGE PHASE I,CANYON DR,JUNEAU,AK,37783,2003,2002,25,25,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_AKA20030025,AKA20030025
132,NVAR_0001,DEV_AKA20040010,AKA20040010,AKA20040010,GLACIER VILLAGE PHASES II & III,CANYON DR,JUNEAU,AK,37783,2004,2004,37,37,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_AKA20040010,AKA20040010
133,NVAR_0002,DEV_ALA20030091,ALA20030091,ALA20030091,PARK PLACE I,600 24TH ST N,BIRMINGHAM,AL,AL-02-0054,2003,2002,197,97,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_ALA20030091,ALA20030091
133,NVAR_0002,DEV_ALA20040079,ALA20040079,ALA20040079,PARK PLACE II,600 24TH ST N,BIRMINGHAM,AL,AL-02-0054,2004,2003,198,119,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_ALA20040079,ALA20040079
134,NVAR_0003,DEV_CAA20100280,CAA20100280,CAA20100280,TEN FIFTY B APTS PHASE I,1050 B ST,SAN DIEGO,CA,CA-08-801,2010,2008,118,117,merge,single_building_split_financing_applications,merge_candidate_group,DEV_CAA20100280,CAA20100280
134,NVAR_0003,DEV_CAA20100285,CAA20100285,CAA20100285,TEN FIFTY B APTS PHASE II,1050 B ST,SAN DIEGO,CA,CA-08-801,2010,2008,111,109,merge,single_building_split_financing_applications,merge_candidate_group,DEV_CAA20100280,CAA20100280
135,NVAR_0021,DEV_CAA20160048,CAA20160048,CAA20160048,NORTH SANTA FE APARTMENTS,301 NORTH SANTA FE AVENUE,VISTA,CA,CA-13-178,2016,2013,68,66,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_CAA20160048,CAA20160048
135,NVAR_0021,DEV_CAA20165372,CAA20165372,CAA20165372,NORTH SANTA FE APTS,301 N SANTA FE AVE,VISTA,CA,CA-13-178,2016,2013,67,66,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_CAA20160048,CAA20160048
136,NVAR_0025,DEV_CAA20141037,CAA20141037,CAA20141037,GABILAN PLAZA,736 WILLIAMS RD.,SALINAS,CA,CA-13-858,2014,2013,200,197,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_CAA20141037,CAA20141037
136,NVAR_0025,DEV_CAA20147482,CAA20147482,CAA20147482,GABILAN PLAZA 3,736 WILLIAMS RD,SALINAS,CA,CA-13-858,2014,2013,200,198,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_CAA20141037,CAA20141037
137,NVAR_0030,DEV_DCB20090035,DCB20090035,DCB20090035,PENTACLE APTS,1507 BENNING RD NE,WASHINGTON,DC,DCB2009035,2009,2010,182,182,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_DCB20090035,DCB20090035
137,NVAR_0030,DEV_DCB20099043,DCB20099043,DCB20099043,THE PENTACLE,"1507 BENNING ROAD, NE",WASHINGTON,DC,DCB2009035,2009,2010,181,181,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_DCB20090035,DCB20090035
138,NVAR_0032,DEV_GAA20030285,GAA20030285,GAA20030285,PINES AT WILLOWBROOK,841 WILLOWBROOK DR,HINESVILLE,GA,2001-021,2003,2001,80,64,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_GAA20030285,GAA20030285
138,NVAR_0032,DEV_GAA20039047,GAA20039047,GAA20039047,PINES @ WILLOWBROOK,841 WILLOWBROOK DR,HINESVILLE,GA,2001-021,2003,2001,80,80,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_GAA20030285,GAA20030285
139,NVAR_0034,DEV_GAA20030065,GAA20030065,GAA20030065,HIGHLAND COURT SR RESIDENCE,4150 GEORGE BUSBEE PKWY NW,KENNESAW,GA,2001-073,2003,2001,122,96,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_GAA20030065,GAA20030065
139,NVAR_0034,DEV_GAA20039030,GAA20039030,GAA20039030,HIGHLAND COURT,4150 GEORGE BUSBEE PKWY NW,KENNESAW,GA,2001-073,2003,2001,122,122,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_GAA20030065,GAA20030065
140,NVAR_0036,DEV_GAA20049030,GAA20049030,GAA20049030,"JT OAKVIEW, LP",25 HERSCHEL WALKER DR,WRIGHTSVILLE,GA,2003-019,2004,2003,24,24,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_GAA20049030,GAA20049030
140,NVAR_0036,DEV_GAA20050055,GAA20050055,GAA20050055,OAKVIEW APTS (WRIGHTSVILLE),25 HERSCHEL WALKER DR,WRIGHTSVILLE,GA,2003-019,2005,2003,24,23,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_GAA20049030,GAA20049030
141,NVAR_0037,DEV_GAA20050185,GAA20050185,GAA20050185,GRIER SENIOR MANOR I,391 OLD GRIFFIN RD,MCDONOUGH,GA,2003-037,2005,2003,64,51,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_GAA20050185,GAA20050185
141,NVAR_0037,DEV_GAA20059020,GAA20059020,GAA20059020,GRIER SENIOR MANOR FKA TIMBERCHASE APTS,391 OLD GRIFFIN RD,MCDONOUGH,GA,2003-037,2005,9999,64,64,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_GAA20050185,GAA20050185
142,NVAR_0041,DEV_GAA19950017,GAA19950017,GAA19950017,ASHTON OF RICHMOND HILL PHASE I,505 HARRIS TRAIL RD,RICHMOND HILL,GA,GA-93-061,1995,1993,232,232,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_GAA19950017,GAA19950017
142,NVAR_0041,DEV_GAA19950025,GAA19950025,GAA19950025,ASHTON OF RICHMOND HILL PHASE II,505 HARRIS TRAIL RD,RICHMOND HILL,GA,GA-93-061,1995,1993,160,158,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_GAA19950025,GAA19950025
143,NVAR_0047,DEV_MAB20140005,MAB20140005,MAB20140005,CONIFER HILL COMMONS I,121 CONIFER HILL DR,DANVERS,MA,MA-14-19,2014,2011,48,48,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_MAB20140005,MAB20140005
143,NVAR_0047,DEV_MAC00000031,MAC00000031,MAC00000031,CONIFER HILL COMMONS II,121 CONIFER HILL DR,DANVERS,MA,MA-14-19,8888,8888,42,42,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_MAC00000031,MAC00000031
144,NVAR_0048,DEV_MDA20050070,MDA20050070,MDA20050070,HAMPSTEAD SCHOOL SENIOR APTS,1211 N MAIN ST,HAMPSTEAD,MD,MD-03-16001,2005,2003,84,84,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_MDA20050070,MDA20050070
144,NVAR_0048,DEV_MDA20140644,MDA20140644,MDA20140644,RESIDENCES AT THE HAMPSTEAD SCHOOL,1211 N MAIN ST,HAMPSTEAD,MD,MD-03-16001,2014,2014,52,52,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_MDA20050070,MDA20050070
145,NVAR_0049,DEV_MDA19940070,MDA19940070,MDA19940070,PARK VIEW AT COLUMBIA I,7070 CRADLEROCK WAY,COLUMBIA,MD,MD92-29001,1994,1992,103,103,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_MDA19940070,MDA19940070
145,NVAR_0049,DEV_MDA20110620,MDA20110620,MDA20110620,PARK VIEW AT COLUMBIA II,7070 CRADLEROCK WAY,COLUMBIA,MD,MD92-29001,2011,1992,104,104,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_MDA20110620,MDA20110620
146,NVAR_0050,DEV_MOA19970105,MOA19970105,MOA19970105,HANOVER PLACE,1601 HANOVER BLVD,COLUMBIA,MO,96135,1997,1996,48,48,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_MOA19970105,MOA19970105
146,NVAR_0050,DEV_MOA19970115,MOA19970115,MOA19970115,HANOVER ESTATES,1601 HANOVER BLVD,COLUMBIA,MO,96135,1997,1997,12,12,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_MOA19970105,MOA19970105
147,NVAR_0051,DEV_MSA20000035,MSA20000035,MSA20000035,ASHTON PARK APTS III,9245 CUANDET RD,GULFPORT,MS,99-036,2000,1999,56,56,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_MSA20000035,MSA20000035
147,NVAR_0051,DEV_MSA20010025,MSA20010025,MSA20010025,ASHTON PARK APTS,9245 CUANDET RD,GULFPORT,MS,99-036,2001,2000,152,150,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_MSA20010025,MSA20010025
148,NVAR_0143,DEV_NJA20177013,NJA20177013,NJA20177013,COMMONS FAMILY & SENIOR,140 S ORANGE AVE,NEWARK,NJ,03222,2017,9999,372,372,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_NJA20177013,NJA20177013
148,NVAR_0143,DEV_NJA20195154,NJA20195154,NJA20195154,COMMONS SENIOR (NCC),140 SOUTH ORANGE AVENUE,NEWARK,NJ,03222,2019,2017,370,370,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_NJA20177013,NJA20177013
149,NVAR_0144,DEV_NJA20123075,NJA20123075,NJA20123075,LANNING SQUARE WEST #327,1840 S BROADWAY,CAMDEN,NJ,999999999999,2012,2013,10,10,retain_separate,distinct_projects_using_common_primary_address,retain_current_development,DEV_NJA20123075,NJA20123075
149,NVAR_0144,DEV_NJA20123122,NJA20123122,NJA20123122,"SOUTH BROADWAY PARTNERSHIP, LP #227",1840 S BROADWAY,CAMDEN,NJ,999999999999,2012,2013,12,12,retain_separate,distinct_projects_using_common_primary_address,retain_current_development,DEV_NJA20123122,NJA20123122
150,NVAR_0145,DEV_NVA20141008,NVA20141008,NVA20141008,TEMPO SENIOR APTS,5625 SOUTH HOLLYWOOD BLVD.,LAS VEGAS,NV,12-02,2014,2012,101,100,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_NVA20141008,NVA20141008
150,NVAR_0145,DEV_NVA20148189,NVA20148189,NVA20148189,TEMPO I APARTMENTS,5625 SOUTH HOLLYWOOD BLVD,LAS VEGAS,NV,12-02,2014,2012,100,100,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_NVA20141008,NVA20141008
151,NVAR_0149,DEV_ORA19870105,ORA19870105,ORA19870105,ROSE COURT APTS,1108 N ROSE ST,PHOENIX,OR,OR87-105,1987,1987,36,36,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_ORA19870105,ORA19870105
151,NVAR_0149,DEV_ORA20144002,ORA20144002,ORA20144002,BROOKSIDE ROSE APTS SITE 2,1108 N ROSE ST,PHOENIX,OR,OR87-105,2014,2013,36,35,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_ORA19870105,ORA19870105
152,NVAR_0150,DEV_PAA20050001,PAA20050001,PAA20050001,NEIGHBORHOOD RESTORATION XI,5801 OSAGE AVE,PHILADELPHIA,PA,TC1998-0074,2005,2001,27,27,retain_separate,distinct_projects_using_common_primary_address,retain_current_development,DEV_PAA20050001,PAA20050001
152,NVAR_0150,DEV_PAA20050002,PAA20050002,PAA20050002,NEIGHBORHOOD RESTORATION IX,5801 OSAGE AVE,PHILADELPHIA,PA,TC1998-0074,2005,1998,60,60,retain_separate,distinct_projects_using_common_primary_address,retain_current_development,DEV_PAA20050002,PAA20050002
152,NVAR_0150,DEV_PAA20050003,PAA20050003,PAA20050003,NEIGHBORHOOD RESTORATION VIII,5801 OSAGE AVE,PHILADELPHIA,PA,TC1998-0074,2005,2000,55,55,retain_separate,distinct_projects_using_common_primary_address,retain_current_development,DEV_PAA20050003,PAA20050003
153,NVAR_0151,DEV_RIA20119901,RIA20119901,RIA20119901,METCALF COURT II (08),555 VEAZIE ST,PROVIDENCE,RI,RI00147,2011,2011,60,60,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_RIA20119901,RIA20119901
153,NVAR_0151,DEV_RIA20119902,RIA20119902,RIA20119902,METCALF COURT II (16),555 VEAZIE ST,PROVIDENCE,RI,RI00147,2011,2011,52,52,retain_separate,distinct_phases_or_components_same_address,retain_current_development,DEV_RIA20119902,RIA20119902
154,NVAR_0153,DEV_VAA19980085,VAA19980085,VAA19980085,FOREST GLEN AT SULLY STATION II,14400 WOODMERE CT,CENTREVILLE,VA,4518,1998,1996,118,118,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_VAA19980085,VAA19980085
154,NVAR_0153,DEV_VAA20170019,VAA20170019,VAA20170019,FOREST GLEN II,14400 WOODMERE COURT,CENTREVILLE,VA,4518,2017,2016,119,119,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_VAA19980085,VAA19980085
155,NVAR_0154,DEV_VAA19960065,VAA19960065,VAA19960065,FOREST GLEN AT SULLY STATION I,14401 WOODMERE CT,CENTREVILLE,VA,4745,1996,1994,119,118,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_VAA19960065,VAA19960065
155,NVAR_0154,DEV_VAA20170018,VAA20170018,VAA20170018,FOREST GLEN I,14401 WOODMERE COURT,CENTREVILLE,VA,4745,2017,2015,83,83,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_VAA19960065,VAA19960065
156,NVAR_0155,DEV_VAA20020185,VAA20020185,VAA20020185,QUARRY STATION SENIORS,8750 QUARRY RD,MANASSAS,VA,8079,2002,2000,79,79,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_VAA20020185,VAA20020185
156,NVAR_0155,DEV_VAA20231041,VAA20231041,VAA20231041,QUARRY STATION,8750 QUARRY ROAD,MANASSAS,VA,8079,2023,2021,80,80,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_VAA20020185,VAA20020185
157,NVAR_0156,DEV_WAA20030220,WAA20030220,WAA20030220,EVERGREEN COURT (BELLEVUE),900 124TH AVE NE,BELLEVUE,WA,01-108A,2003,2001,84,84,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_WAA20030220,WAA20030220
157,NVAR_0156,DEV_WAA20039013,WAA20039013,WAA20039013,EVERGREEN COURT,900 - 124TH AVE NE,BELLEVUE,WA,01-108A,2003,2003,84,64,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_WAA20030220,WAA20030220
158,NVAR_0157,DEV_WAA20040070,WAA20040070,WAA20040070,HEATHERWOOD (MILL CREEK),13510 N CREEK DR,MILL CREEK,WA,02-10A,2004,2002,263,263,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_WAA20040070,WAA20040070
158,NVAR_0157,DEV_WAA20049015,WAA20049015,WAA20049015,HEATHERWOOD APARTMENTS,13510 NORTH CREEK DR,MILL CREEK,WA,02-10A,2004,2004,266,263,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_WAA20040070,WAA20040070
159,NVAR_0158,DEV_WAA20146013,WAA20146013,WAA20146013,INTERURBAN SENIOR LIVING,14002 LINDEN AVE. N.,SEATTLE,WA,11-82A,2014,2014,178,175,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_WAA20146013,WAA20146013
159,NVAR_0158,DEV_WAA00000281,WAA00000281,WAA00000281,14002 LINDEN AVE N,14002 LINDEN AVE N,SEATTLE,WA,11-82A,8888,8888,176,176,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_WAA20146013,WAA20146013
160,NVAR_0159,DEV_WAA20130989,WAA20130989,WAA20130989,GRANDVIEW FAMILY HOUSING PHASE II,1200 CARRIAGE CT,GRANDVIEW,WA,12-14,2013,2012,41,41,merge,same_property_alias_or_reporting_difference,merge_candidate_group,DEV_WAA20130989,WAA20130989
