development_id,development_anchor_hud_id,hud_id,episode_number,project,proj_add,proj_cty,proj_st,state_id,yr_pis,yr_alloc,n_unitsr,li_unitr,final_decision,final_reason_code,member_action,adjudicated_development_id,adjudicated_development_anchor_hud_id
DEV_KYA20160012,KYA20160012,KYA20160012,2,MEN'S ADDICTION RECOVERY CAMPUS,OLD LOUISVILLE ROAD,BOWLING GREEN,KY,KY-14-023,2016,2015,45,45,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_KYA20160012,KYA20160012
DEV_LAA19920065,LAA19920065,LAA19920065,1,MAPLE RIDGE APARTMENTS,20284 HIGHWAY 36,COVINGTON,LA,LA-90-043,1992,1990,48,48,accept,same_property_recapitalization,retain_provisional_group,DEV_LAA19920065,LAA19920065
DEV_LAA19920065,LAA19920065,LAA20230014,2,MAPLE RIDGE APARTMENTS,20284 HIGHWAY 36,COVINGTON,LA,LA-90-043,2023,2020,48,48,accept,same_property_recapitalization,retain_provisional_group,DEV_LAA19920065,LAA19920065
DEV_LAA19920105,LAA19920105,LAA19920105,1,PONCHATOULA MEADOWS,3200 OAK MEADOW LN,PONCHATOULA,LA,LA-90-041,1992,1990,32,32,accept,same_property_recapitalization,retain_provisional_group,DEV_LAA19920105,LAA19920105
DEV_LAA19920105,LAA19920105,LAA20230020,2,PONCHATOULA MEADOWS,3200 OAK MEADOW LN,PONCHATOULA,LA,LA-90-041,2023,2020,32,32,accept,same_property_recapitalization,retain_provisional_group,DEV_LAA19920105,LAA19920105
DEV_LAA19930015,LAA19930015,LAA19930015,1,BERNICE VILLA APTS.,102 FOURTH STREET,BERNICE,LA,LA-91-061,1993,1991,32,32,accept,same_property_recapitalization,retain_provisional_group,DEV_LAA19930015,LAA19930015
DEV_LAA19930015,LAA19930015,LAA20240003,2,BERNICE VILLA APTS.,102 FOURTH STREET,BERNICE,LA,LA-91-061,2024,9999,32,32,accept,same_property_recapitalization,retain_provisional_group,DEV_LAA19930015,LAA19930015
DEV_LAA19970135,LAA19970135,LAA19970135,1,TULANE AVENUE SRO,3901 TULANE AVE,NEW ORLEANS,LA,LA-96-010,1997,1996,80,80,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_LAA19970135,LAA19970135
DEV_LAA19970135,LAA19970135,LAA19979027,2,TULANE AVENUE SRO,3901 TULANE AVENUE,NEW ORLEANS,LA,96-10,1997,1996,82,82,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_LAA19970135,LAA19970135
DEV_MAB20150013,MAB20150013,MAB20151011,1,JACKSON COMMONS,1540-1542 COLUMBUS AVENUE,BOSTON,MA,MA15-10394,2015,2015,85,85,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_MAB20150013,MAB20150013
DEV_MAB20150013,MAB20150013,MAB20150013,2,JACKSON COMMONS,1540-1542 COLUMBUS AVE,BOSTON,MA,2834,2015,9999,37,29,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_MAB20150013,MAB20150013
DEV_MAB20163001,MAB20163001,MAB20163001,1,BC HIGHLAND GLENN,1104-1330 HIGHLAND GLENN ROAD,WESTWOOD,MA,MA-20-14,2016,2019,180,162,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAB20163001,MAB20163001
DEV_MAB20163001,MAB20163001,MAB20200002,2,BC HIGHLAND GLENN,1104-1330 HIGHLAND GLENN ROAD,WESTWOOD,MA,MA-21-14,2020,2020,180,162,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAB20163001,MAB20163001
DEV_MAB20172002,MAB20172002,MAB20172002,1,LANDFALL,72 MARGINAL STREET,EAST BOSTON,MA,MA-20-21,2017,2019,111,106,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAB20172002,MAB20172002
DEV_MAB20172002,MAB20172002,MAB20200012,2,LANDFALL,72 MARGINAL STREET,EAST BOSTON,MA,MA-21-21,2020,2020,111,106,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAB20172002,MAB20172002
DEV_MAB20181008,MAB20181008,MAB20181008,1,FRUIT SEVER,6 SEVER STREET,WORCESTER,MA,MA-20-22,2018,2019,134,120,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAB20181008,MAB20181008
DEV_MAB20181008,MAB20181008,MAB20200007,2,FRUIT SEVER,6 SEVER STREET,WORCESTER,MA,MA-21-22,2020,2020,134,120,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAB20181008,MAB20181008
DEV_MAB20181009,MAB20181009,MAB20181009,1,GOLDA MEIER,160 STANTON AVENUE,NEWON,MA,MA-20-24,2018,2019,68,50,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAB20181009,MAB20181009
DEV_MAB20181009,MAB20181009,MAB20200008,2,GOLDA MEIER,160 STANTON AVENUE,NEWON,MA,MA-21-24,2020,2020,68,50,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAB20181009,MAB20181009
DEV_MAB20190003,MAB20190003,MAB20190003,1,HARBOR LAFAYETTE,15-17 HARBOR STREET,SALEM,MA,MA-20-20,2019,2019,27,22,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAB20190003,MAB20190003
DEV_MAB20190003,MAB20190003,MAB20200009,2,HARBOR LAFAYETTE,15-17 HARBOR STREET,SALEM,MA,MA-21-20,2020,2020,27,22,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAB20190003,MAB20190003
DEV_MAC00000137,MAC00000137,MAC00000137,1,WORCESTER LOOMWORKS PHASE 2,93 GRAND ST,WORCESTER,MA,MA1012-676,8888,2013,55,55,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAC00000137,MAC00000137
DEV_MAC00000137,MAC00000137,MAB20150031,2,WORCESTER LOOMWORKS - PHASE 2,93 GRAND STREET,WORCESTER,MA,3161,2015,9999,55,55,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_MAC00000137,MAC00000137
DEV_MDA19920075,MDA19920075,MDA19920075,1,SCHUMAKER PLACE,816 S SCHUMAKER DR,SALISBURY,MD,MD90-09,1992,1990,96,96,accept,same_property_recapitalization,retain_provisional_group,DEV_MDA19920075,MDA19920075
DEV_MDA19920075,MDA19920075,MDA20203077,2,SCHUMAKER PLACE,818 S. SCHUMAKER PLACE,SALISBURY,MD,MD-90-09001-8,2020,2020,96,96,accept,same_property_recapitalization,retain_provisional_group,DEV_MDA19920075,MDA19920075
DEV_MDA19930050,MDA19930050,MDA19930050,1,LEX WOODS APTS,100 LEX WOODS DR,LEXINGTON PARK,MD,MD93-08,1993,1993,78,78,accept,same_property_recapitalization,retain_provisional_group,DEV_MDA19930050,MDA19930050
DEV_MDA19930050,MDA19930050,MDA20190006,2,LEX WOODS APTS.,21284 LEXWOOD,LEXINGTON PARK,MD,MD-93-08001-7,2019,2018,78,78,accept,same_property_recapitalization,retain_provisional_group,DEV_MDA19930050,MDA19930050
DEV_MDA19940900,MDA19940900,MDA19940900,1,SILVERWOOD FARMS I,100 RUNNING BROOK WAY,PRINCE FREDERICK,MD,MD92-05,1994,1992,180,180,accept,same_property_recapitalization,retain_provisional_group,DEV_MDA19940900,MDA19940900
DEV_MDA19940900,MDA19940900,MDA20100073,2,SILVERWOOD FARMS I,100 RUNNING BROOK WAY,PRINCE FREDERICK,MD,MD92-05001,2010,1992,180,180,accept,same_property_recapitalization,retain_provisional_group,DEV_MDA19940900,MDA19940900
DEV_MDA19960080,MDA19960080,MDA19960080,1,PACA HOUSE,116 N PACA ST,BALTIMORE,MD,MD94-18,1996,1994,106,106,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_MDA19960080,MDA19960080
DEV_MDA19960080,MDA19960080,MDA20182010,2,PACA HOUSE,116 NORTH PACA STREET,BALTIMORE,MD,MD-94-18001,2018,2018,92,92,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_MDA19960080,MDA19960080
DEV_MDA20030065,MDA20030065,MDA20030065,1,PARK VIEW AT FURNACE BRANCH,7466 E FURNACE BRANCH RD,GLEN BURNIE,MD,MD02-05001,2003,2002,101,101,accept,same_property_recapitalization,retain_provisional_group,DEV_MDA20030065,MDA20030065
DEV_MDA20030065,MDA20030065,MDA20240059,2,PARK VIEW AT FURNACE BRANCH,FURNACE BRANCH ROAD AND ROUTE 10,GLEN BURNIE,MD,MD-02-05001,2024,2021,101,101,accept,same_property_recapitalization,retain_provisional_group,DEV_MDA20030065,MDA20030065
DEV_MDA20040065,MDA20040065,MDA20040065,1,PARK VIEW AT SNOWDEN RIVER,8600 SNOWDEN RIVER PKWY,COLUMBIA,MD,MD03-08001,2004,2003,100,100,accept,same_property_recapitalization,retain_provisional_group,DEV_MDA20040065,MDA20040065
DEV_MDA20040065,MDA20040065,MDA20240060,2,PARK VIEW AT SNOWDEN RIVER,8600 WEST SNOWDEN RIVER PARKWAY,COLUMBIA,MD,MD-03-08001,2024,2021,100,100,accept,same_property_recapitalization,retain_provisional_group,DEV_MDA20040065,MDA20040065
DEV_MIA19990140,MIA19990140,MIA19990140,1,EDGEWATER PLACE,214 RIVER DR,THREE RIVERS,MI,MI-1827,1999,1998,79,75,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_MIA19990140,MIA19990140
DEV_MIA19990140,MIA19990140,MIA20150006,2,EDGEWATER PLACE,214 RIVER DRIVE,THREE RIVERS,MI,1827,2015,2014,80,78,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_MIA19990140,MIA19990140
DEV_MIA20010050,MIA20010050,MIA20010050,1,PINE COVE APTS,1001 MAY ST,CHARLEVOIX,MI,MI-1715,2001,2000,54,53,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_MIA20010050,MIA20010050
DEV_MIA20010050,MIA20010050,MIA20020050,2,PINE COVE APTS,1001 MAY ST,CHARLEVOIX,MI,MI-1735,2002,2002,40,30,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_MIA20010050,MIA20010050
DEV_MIA20070140,MIA20070140,MIA20070140,1,TRUMBULL CROSSING,5500 TRUMBULL ST,DETROIT,MI,MI-300,2007,2006,245,244,accept,same_property_recapitalization,retain_provisional_group,DEV_MIA20070140,MIA20070140
DEV_MIA20070140,MIA20070140,MIA20240031,2,TRUMBULL CROSSING,5500 TRUMBULL,DETROIT,MI,300,2024,2025,245,245,accept,same_property_recapitalization,retain_provisional_group,DEV_MIA20070140,MIA20070140
DEV_MIA20080155,MIA20080155,MIA20080155,1,RIDGEWOOD VISTA (JACKSON),5000 PONDEROSA DR,JACKSON,MI,MI-595,2008,2009,150,150,accept,same_property_recapitalization,retain_provisional_group,DEV_MIA20080155,MIA20080155
DEV_MIA20080155,MIA20080155,MIA20240028,2,RIDGEWOOD VISTA (JACKSON),5000 PONDEROSA DRIVE,JACKSON,MI,595,2024,2025,150,150,accept,same_property_recapitalization,retain_provisional_group,DEV_MIA20080155,MIA20080155
DEV_MIA20089228,MIA20089228,MIA20089228,1,BUTTERNUT CREEK,216 BUTTERNUT DR,CHARLOTTE,MI,MI-573,2008,2007,100,100,accept,same_property_recapitalization,retain_provisional_group,DEV_MIA20089228,MIA20089228
DEV_MIA20089228,MIA20089228,MIA20240021,2,BUTTERNUT CREEK,100 BUTTERNUT CREEK,CHARLOTTE,MI,573,2024,2025,100,100,accept,same_property_recapitalization,retain_provisional_group,DEV_MIA20089228,MIA20089228
DEV_MOA19960035,MOA19960035,MOA19960035,1,5930 CYPRESS PL,5930 CYPRESS PL,KANSAS CITY,MO,94-027,1996,1994,1,1,accept,duplicate_hud_records,retain_provisional_group,DEV_MOA19960035,MOA19960035
DEV_MOA19960035,MOA19960035,MOA19960036,2,5930 CYPRESS PL,5930 CYPRESS PL,KANSAS CITY,MO,900206,1996,1994,1,1,accept,duplicate_hud_records,retain_provisional_group,DEV_MOA19960035,MOA19960035
DEV_MSA19880050,MSA19880050,MSA19880050,1,WILSON COURT,1014 CLEARY ST,JACKSON,MS,,1988,1988,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_MSA19880050,MSA19880050
DEV_MSA19880050,MSA19880050,MSA19880161,2,WILSON COURT,1014 CLEARY STREET,JACKSON,MS,88-094,1988,1989,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_MSA19880050,MSA19880050
DEV_MSA20010040,MSA20010040,MSA20010040,1,SIOUX BAYOU ARMS,1901 MARTIN BLUFF RD,GAUTIER,MS,MS-00-042,2001,2000,48,46,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_MSA20010040,MSA20010040
DEV_MSA20010040,MSA20010040,MSA20240022,2,SIOUX BAYOU ARMS,1901 MARTIN BLUFF ROAD,GAUTIER,MS,22-2-007,2024,2022,46,46,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_MSA20010040,MSA20010040
DEV_MTA20109002,MTA20109002,MTA20109002,1,FRANKLIN SCHOOL APARTMENTS,820 FIRST AVENUE SW,GREAT FALLS,MT,09050,2010,2009,40,40,accept,same_property_recapitalization,retain_provisional_group,DEV_MTA20109002,MTA20109002
DEV_MTA20109002,MTA20109002,MTA20250015,2,FRANKLIN SCHOOL APARTMENTS,820 1ST AVE SW,GREAT FALLS,MT,25120,2025,2025,40,40,accept,same_property_recapitalization,retain_provisional_group,DEV_MTA20109002,MTA20109002
DEV_NCA0000X027,NCA0000X027,NCA0000X027,1,CUYLER SPRING,100 OXFORD DRIVE,GOLDSBORO,NC,9198014,8888,2016,50,50,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA0000X027,NCA0000X027
DEV_NCA0000X027,NCA0000X027,NCA20200057,2,CUYLER SPRING,506 OXFORD DRIVE,GOLDSBORO,NC,9235680,2020,2018,50,50,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA0000X027,NCA0000X027
DEV_NCA0000X126,NCA0000X126,NCA0000X126,1,ELIJAH'S LANDING,3200 BRIDGES STREET,MOREHEAD CITY,NC,9226197,9999,2017,168,168,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA0000X126,NCA0000X126
DEV_NCA0000X126,NCA0000X126,NCA0000X286,2,ELIJAH'S LANDING,3200 BRIDGES STREET,MOREHEAD CITY,NC,9261070,9999,2019,168,168,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA0000X126,NCA0000X126
DEV_NCA0000X380,NCA0000X380,NCA0000X380,1,CRESTFIELD POINT,350 BLUE CREEK SCHOOL RD,JACKSONVILLE,NC,9272274,9999,2021,72,72,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA0000X380,NCA0000X380
DEV_NCA0000X380,NCA0000X380,NCA20230056,2,CRESTFIELD POINT,350 BLUE CREEK SCHOOL ROAD,JACKSONVILLE,NC,9272274,2023,2021,72,72,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA0000X380,NCA0000X380
DEV_NCA0000X416,NCA0000X416,NCA0000X416,1,KINGSPARK COMMONS,2662 DR CARVER ROAD,CHARLOTTE,NC,9277489,9999,2021,176,176,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA0000X416,NCA0000X416
DEV_NCA0000X416,NCA0000X416,NCA20250014,2,KINGSPARK COMMONS,2662 DR CARVER ROAD,CHARLOTTE,NC,9277489,2025,2021,176,176,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA0000X416,NCA0000X416
DEV_NCA19890580,NCA19890580,NCA19890580,1,SEMINARY LANE TOWNHOMES,2713 OLD GARNER RD,RALEIGH,NC,402,1989,1989,2,2,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_NCA19890580,NCA19890580
DEV_NCA19890580,NCA19890580,NCA19940510,2,SEMINARY LANE TOWNHOMES,628 HILLTOP DR,RALEIGH,NC,831,1994,1992,4,4,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_NCA19890580,NCA19890580
DEV_NCA19890580,NCA19890580,NCA19949102,3,SEMINARY LANE TOWNHOMES,628 630 633 635 HILLTOP DR,RALEIGH,NC,9001090,1994,1992,4,4,accept,same_property_changed_or_component_totals,retain_provisional_group,DEV_NCA19890580,NCA19890580
DEV_NCA19900085,NCA19900085,NCA19900085,1,AUTUMN ACRES: LOT 5,4515 WEBB LAKE RD,WILSON,NC,534,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900085,NCA19900085
DEV_NCA19900085,NCA19900085,NCA19909002,2,AUTUMN ACRES LOT 5,4515 WEBB LAKE ROAD,WILSON,NC,9002158,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900085,NCA19900085
DEV_NCA19900090,NCA19900090,NCA19900090,1,AUTUMN ACRES: LOT 6,4601 WEBB LAKE RD,WILSON,NC,535,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900090,NCA19900090
DEV_NCA19900090,NCA19900090,NCA19909003,2,AUTUMN ACRES LOT 6,4601 WEBB LAKE ROAD,WILSON,NC,9000743,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900090,NCA19900090
DEV_NCA19900095,NCA19900095,NCA19900095,1,AUTUMN ACRES: LOT 7,4607 WEBB LAKE RD,WILSON,NC,536,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900095,NCA19900095
DEV_NCA19900095,NCA19900095,NCA19909004,2,AUTUMN ACRES LOT 7,4607 WEBB LAKE ROAD,WILSON,NC,9000742,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900095,NCA19900095
DEV_NCA19900100,NCA19900100,NCA19900100,1,AUTUMN ACRES: LOT 8,4611 WEBB LAKE RD,WILSON,NC,537,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900100,NCA19900100
DEV_NCA19900100,NCA19900100,NCA19909005,2,AUTUMN ACRES LOT 8,4611 WEBB LAKE ROAD,WILSON,NC,9000728,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900100,NCA19900100
DEV_NCA19900130,NCA19900130,NCA19900130,1,BRIDGES ST APTS,1116 BRIDGES ST,SHELBY,NC,530,1990,1990,2,2,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA19900130,NCA19900130
DEV_NCA19900130,NCA19900130,NCA19909009,2,BRIDGES ST APTS,1116 1118 BRIDGES ST,SHELBY,NC,9001763,1990,1990,2,2,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA19900130,NCA19900130
DEV_NCA19900175,NCA19900175,NCA19900175,1,CHILDRESS PROPERTY,3901 HONAN DR,GREENSBORO,NC,573,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900175,NCA19900175
DEV_NCA19900175,NCA19900175,NCA19909010,2,CHILDRESS PROPERTY,3901 HONAN DRIVE,GREENSBORO,NC,9001633,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900175,NCA19900175
DEV_NCA19900205,NCA19900205,NCA19900205,1,ENGLISH ST APTS,1014 S ENGLISH ST,GREENSBORO,NC,574,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900205,NCA19900205
DEV_NCA19900205,NCA19900205,NCA19909011,2,ENGLISH ST APTS,1014 ENGLISH ST,GREENSBORO,NC,9000851,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900205,NCA19900205
DEV_NCA19900215,NCA19900215,NCA19900215,1,FRANKLIN BLVD PROJECT,615 FRANKLIN BLVD,GREENSBORO,NC,548,1990,1990,1,1,accept,duplicate_hud_records,retain_provisional_group,DEV_NCA19900215,NCA19900215
DEV_NCA19900215,NCA19900215,NCA19909012,2,FRANKLIN BLVD PROJECT,615 FRANKLIN BLVD,GREENSBORO,NC,9001634,1990,1990,1,1,accept,duplicate_hud_records,retain_provisional_group,DEV_NCA19900215,NCA19900215
DEV_NCA19900230,NCA19900230,NCA19900230,1,HEATH STREET PROJECT,3803 HEATH ST,GREENSBORO,NC,580,1990,1990,1,1,accept,duplicate_hud_records,retain_provisional_group,DEV_NCA19900230,NCA19900230
DEV_NCA19900230,NCA19900230,NCA19909013,2,HEATH STREET PROJECT,3803 HEATH ST,GREENSBORO,NC,9001622,1990,1990,1,1,accept,duplicate_hud_records,retain_provisional_group,DEV_NCA19900230,NCA19900230
DEV_NCA19900235,NCA19900235,NCA19900235,1,HEATH STREET PROPERTY,3805 HEATH ST,GREENSBORO,NC,579,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900235,NCA19900235
DEV_NCA19900235,NCA19900235,NCA19909014,2,HEATH STREET PROPERTY,3805 HEATH STREET,GREENSBORO,NC,9000853,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900235,NCA19900235
DEV_NCA19900285,NCA19900285,NCA19900285,1,LEO ST APTS,3885 LEO ST,WINSTON SALEM,NC,582,1990,1990,1,1,accept,duplicate_hud_records,retain_provisional_group,DEV_NCA19900285,NCA19900285
DEV_NCA19900285,NCA19900285,NCA19909016,2,LEO ST APTS,3885 LEO ST,WINSTON SALEM,NC,9001753,1990,1990,1,1,accept,duplicate_hud_records,retain_provisional_group,DEV_NCA19900285,NCA19900285
DEV_NCA19900330,NCA19900330,NCA19900330,1,MCCULLOCH APTS,118 E MCCULLOCH ST,GREENSBORO,NC,577,1990,1990,2,2,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA19900330,NCA19900330
DEV_NCA19900330,NCA19900330,NCA19909018,2,MCCULLOCH APTS,118 A B MCCULLOCH ST,GREENSBORO,NC,9001631,1990,1990,2,2,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA19900330,NCA19900330
DEV_NCA19900445,NCA19900445,NCA19900445,1,PENRY ROAD PROJECT,409 PENRY RD,GREENSBORO,NC,576,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900445,NCA19900445
DEV_NCA19900445,NCA19900445,NCA19909022,2,PENRY ROAD PROJECT,409 PENRY STREET,GREENSBORO,NC,9000840,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900445,NCA19900445
DEV_NCA19900455,NCA19900455,NCA19900455,1,PINE RIDGE: LOT 1,504 N PARKER ST,ELM CITY,NC,NC-90-01513,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900455,NCA19900455
DEV_NCA19900455,NCA19900455,NCA19909023,2,PINE RIDGE LOT 1,504 PARKER STREET,ELM CITY,NC,9001513,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900455,NCA19900455
DEV_NCA19900470,NCA19900470,NCA19900470,1,QUARTERPATH VILLAGE,4918 FOUR TENTHS ROAD,WILSON,NC,9000752,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900470,NCA19900470
DEV_NCA19900470,NCA19900470,NCA19909024,2,QUARTERPATH VILLAGE,4930 FOUR TENTS ROAD,WILSON,NC,9002159,1990,1990,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19900470,NCA19900470
DEV_NCA19900745,NCA19900745,NCA19900745,1,YOUNT DUPLEX,1909 LINCOLNTON HWY,CHERRYVILLE,NC,544,1990,1990,2,2,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA19900745,NCA19900745
DEV_NCA19900745,NCA19900745,NCA19909028,2,YOUNT DUPLEX,1909 1911 LINCOLNTON HWY 150,CHERRYVILLE,NC,9000954,1990,1990,2,2,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA19900745,NCA19900745
DEV_NCA19910035,NCA19910035,NCA19910035,1,AUNT MARY AVE,204 AUNT MARY AVE,GREENSBORO,NC,670,1991,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910035,NCA19910035
DEV_NCA19910035,NCA19910035,NCA19930085,2,AUNT MARY AVE,208 AUNT MARY AVE,GREENSBORO,NC,671,1993,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910035,NCA19910035
DEV_NCA19910035,NCA19910035,NCA19939010,3,AUNT MARY AVE,208 AUNT MARY AVE,GREENSBORO,NC,9001752,1993,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910035,NCA19910035
DEV_NCA19910050,NCA19910050,NCA19910050,1,BOOKER ST APTS,607 S BOOKER ST,GREENSBORO,NC,726,1991,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910050,NCA19910050
DEV_NCA19910050,NCA19910050,NCA19919008,2,BOOKER ST APTS,607 BOOKER ST,GREENSBORO,NC,9000843,1991,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910050,NCA19910050
DEV_NCA19910055,NCA19910055,NCA19910055,1,BRAGG STREET APTS,810 E BRAGG ST,GREENSBORO,NC,572,1991,1990,4,4,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA19910055,NCA19910055
DEV_NCA19910055,NCA19910055,NCA19919009,2,BRAGG STREET APTS,810 A B C D EAST BRAGG ST,GREENSBORO,NC,9001641,1991,1990,4,4,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA19910055,NCA19910055
DEV_NCA19910075,NCA19910075,NCA19910075,1,DANIEL STREET APTS,120 DANIEL ST,OXFORD,NC,788,1991,1991,4,4,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA19910075,NCA19910075
DEV_NCA19910075,NCA19910075,NCA19919013,2,DANIEL STREET APTS,120 122 DANIEL ST,OXFORD,NC,9001895,1991,1991,4,4,accept,duplicate_or_parallel_financing_records,retain_provisional_group,DEV_NCA19910075,NCA19910075
DEV_NCA19910080,NCA19910080,NCA19910080,1,EASTERN OAKS,302 AUNT MARY AVE,GREENSBORO,NC,674,1991,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910080,NCA19910080
DEV_NCA19910080,NCA19910080,NCA19919014,2,EASTERN OAKS,302 AUNT MARY AVE,GREENSBORO,NC,9001590,1991,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910080,NCA19910080
DEV_NCA19910080,NCA19910080,NCA19920170,3,EASTERN OAKS,8 QUAD OAK DR,GREENSBORO,NC,678,1992,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910080,NCA19910080
DEV_NCA19910080,NCA19910080,NCA19929029,4,EASTERN OAKS,8 QUAD OAK DR,GREENSBORO,NC,9001544,1992,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910080,NCA19910080
DEV_NCA19910110,NCA19910110,NCA19910110,1,FOX HOLLOW,1807 FOX HOLLOW DR,RALEIGH,NC,9001996,1991,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910110,NCA19910110
DEV_NCA19910110,NCA19910110,NCA19919019,2,FOX HOLLOW,2801 FERRET CT,RALEIGH,NC,9001969,1991,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910110,NCA19910110
DEV_NCA19910110,NCA19910110,NCA19919020,3,FOX HOLLOW,2803 FERRET CT,RALEIGH,NC,9001970,1991,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910110,NCA19910110
DEV_NCA19910110,NCA19910110,NCA19920190,4,FOX HOLLOW,1714 FOX HOLLOW DR,RALEIGH,NC,9001971,1992,1991,1,1,accept,same_named_scattered_site_development,retain_provisional_group,DEV_NCA19910110,NCA19910110
