Rows: 73056
Key: tract_geoid complete and unique
Saved-file MD5: 986a1bb650673cb56cdeb9fd842b1c7b
column	type	nonmissing	distinct	min	max
tract_geoid	integer64	73056	73056	1001020100	56045951300
state_fips	integer	73056	51	1	56
tract_name	character	73056	73056	NA	NA
source	character	73056	1	NA	NA
period_start	integer	73056	1	2007	2007
period_end	integer	73056	1	2011	2011
geography_vintage	integer	73056	1	2011	2011
income_dollar_year	integer	73056	1	2011	2011
housing_dollar_year	integer	73056	1	2011	2011
census_sentinel_cells	integer	73056	7	0	6
population	integer	73056	9095	0	36880
population_moe	integer	72916	1230	3	2478
nh_white	integer	73056	7761	0	25942
nh_white_moe	integer	73056	988	2	1516
nh_black	integer	73056	4345	0	14384
nh_black_moe	integer	73056	949	2	1517
nh_asian	integer	73056	2570	0	10426
nh_asian_moe	integer	73056	752	2	1496
hispanic	integer	73056	5217	0	15780
hispanic_moe	integer	73025	1107	1	1460
median_household_income	numeric	72111	41344	3846	248750
median_household_income_moe	integer	72111	20162	577	513260
median_household_income_raw	integer	73056	41346	-666666666	250001
median_household_income_annotation	character	945	4	NA	NA
occupied_units	integer	73056	3997	0	12308
occupied_units_moe	integer	73056	394	2	1017
owner_occupied	integer	73056	3252	0	11924
owner_occupied_moe	integer	73056	374	1	877
renter_occupied	integer	73056	2521	0	8025
renter_occupied_moe	integer	73056	362	2	455
housing_units	integer	73056	4527	0	15634
housing_units_moe	integer	73056	372	2	983
poverty_universe	integer	73056	9108	0	31738
poverty_universe_moe	integer	73056	1165	2	1792
poverty_count	integer	73056	2916	0	8323
poverty_count_moe	integer	73056	1042	2	1793
median_gross_rent	integer	69199	1785	145	2000
median_gross_rent_moe	integer	69199	1484	4	3772
median_gross_rent_raw	integer	73056	1787	-666666666	2001
median_gross_rent_annotation	character	3857	4	NA	NA
median_home_value	numeric	70801	7639	10500	1e+06
median_home_value_moe	integer	70801	37911	595	1721063
median_home_value_raw	integer	73056	7641	-666666666	1000001
median_home_value_annotation	character	2255	4	NA	NA
population_25_plus	integer	73056	6510	0	22163
population_25_plus_moe	integer	73056	822	2	1883
male_bachelors	integer	73056	1327	0	3855
male_bachelors_moe	integer	73056	367	2	553
male_masters	integer	73056	776	0	1742
male_masters_moe	integer	73056	282	2	711
male_professional	integer	73056	500	0	990
male_professional_moe	integer	73056	199	2	332
male_doctorate	integer	73056	381	0	952
male_doctorate_moe	integer	73056	175	2	258
female_bachelors	integer	73056	1361	0	3423
female_bachelors_moe	integer	73056	372	2	681
female_masters	integer	73056	801	0	1892
female_masters_moe	integer	73056	273	2	408
female_professional	integer	73056	351	0	749
female_professional_moe	integer	73056	185	2	247
female_doctorate	integer	73056	261	0	460
female_doctorate_moe	integer	73056	160	2	238
college_graduates	integer	73056	3605	0	10743
college_graduates_moe	numeric	73056	46635	28.1957443597434	945.460734245479
education_definition	character	73056	1	NA	NA
race_definition	character	73056	1	NA	NA
rent_universe	character	73056	1	NA	NA
home_value_universe	character	73056	1	NA	NA
