Rows: 84401
Key: tract_geoid complete and unique
Saved-file MD5: 168e8f1a651837aad7a49f86a0021c1f
column	type	nonmissing	distinct	min	max
tract_geoid	integer64	84401	84401	1001020100	56045951300
state_fips	integer	84401	51	1	56
tract_name	character	84401	84401	NA	NA
source	character	84401	1	NA	NA
period_start	integer	84401	1	2020	2020
period_end	integer	84401	1	2024	2024
geography_vintage	integer	84401	1	2024	2024
income_dollar_year	integer	84401	1	2024	2024
housing_dollar_year	integer	84401	1	2024	2024
census_sentinel_cells	integer	84401	7	0	6
population	integer	84401	8828	0	44364
population_moe	integer	84291	1961	2	5099
nh_white	integer	84401	6947	0	20381
nh_white_moe	integer	84401	1583	1	3959
nh_black	integer	84401	4110	0	9296
nh_black_moe	integer	84401	1479	1	3275
nh_asian	integer	84401	2914	0	12362
nh_asian_moe	integer	84401	1078	1	2481
hispanic	integer	84401	5203	0	19246
hispanic_moe	integer	84355	1663	1	3752
median_household_income	numeric	82355	48931	5213	250000
median_household_income_moe	integer	82355	33453	209	171371
median_household_income_raw	integer	84401	48933	-666666666	250001
median_household_income_annotation	character	2046	4	NA	NA
occupied_units	integer	84401	3962	0	12756
occupied_units_moe	integer	84401	720	2	3901
owner_occupied	integer	84401	3201	0	11482
owner_occupied_moe	integer	84401	655	2	2854
renter_occupied	integer	84401	2703	0	8189
renter_occupied_moe	integer	84401	661	2	1067
housing_units	integer	84401	4328	0	13827
housing_units_moe	integer	84401	704	2	3865
poverty_universe	integer	84401	8846	0	44256
poverty_universe_moe	integer	84401	1950	1	6434
poverty_count	integer	84401	2504	0	5925
poverty_count_moe	integer	84401	1362	1	3175
median_gross_rent	integer	77892	3120	192	3500
median_gross_rent_moe	integer	77892	1851	4	3140
median_gross_rent_raw	integer	84401	3122	-666666666	3501
median_gross_rent_annotation	character	6509	4	NA	NA
median_home_value	numeric	80672	11925	12300	2e+06
median_home_value_moe	integer	80672	52369	1150	1646310
median_home_value_raw	integer	84401	11927	-666666666	2000001
median_home_value_annotation	character	3729	4	NA	NA
population_25_plus	integer	84401	6519	0	26113
population_25_plus_moe	integer	84401	1334	1	2453
bachelors	integer	84401	2610	0	10269
bachelors_moe	integer	84401	846	2	1563
masters	integer	84401	1713	0	4948
masters_moe	integer	84401	663	2	1160
professional	integer	84401	774	0	1851
professional_moe	integer	84401	464	1	999
doctorate	integer	84401	650	0	1487
doctorate_moe	integer	84401	416	1	955
college_graduates	integer	84401	4136	0	17328
college_graduates_moe	numeric	84401	60545	15.3948043183407	1938.28609859329
education_definition	character	84401	1	NA	NA
race_definition	character	84401	1	NA	NA
rent_universe	character	84401	1	NA	NA
home_value_universe	character	84401	1	NA	NA
