Rows: 73056
Key: tract_geoid complete and unique
Saved-file MD5: df5903134bf401e547f9bcdd1622fb2b
column	type	nonmissing	distinct	min	max
tract_geoid	integer64	73056	73056	1001020100	56045951300
state_fips	integer	73056	51	1	56
tract_name	character	73056	73056	NA	NA
source	character	73056	1	NA	NA
period_start	integer	73056	1	2014	2014
period_end	integer	73056	1	2018	2018
geography_vintage	integer	73056	1	2018	2018
income_dollar_year	integer	73056	1	2018	2018
housing_dollar_year	integer	73056	1	2018	2018
census_sentinel_cells	integer	73056	7	0	6
population	integer	73056	9971	0	70271
population_moe	integer	72923	1366	3	4094
nh_white	integer	73056	8159	0	39216
nh_white_moe	integer	73056	1114	2	2372
nh_black	integer	73056	4435	0	16279
nh_black_moe	integer	73056	1074	2	2221
nh_asian	integer	73056	2887	0	15206
nh_asian_moe	integer	73056	803	2	1791
hispanic	integer	73056	5586	0	31451
hispanic_moe	integer	73010	1209	1	2671
median_household_income	numeric	71961	41689	3558	250000
median_household_income_moe	integer	71961	20359	550	126054
median_household_income_raw	integer	73047	41692	-666666666	250001
median_household_income_annotation	character	1086	4	NA	NA
occupied_units	integer	73056	4477	0	21337
occupied_units_moe	integer	73056	455	3	764
owner_occupied	integer	73056	3518	0	20235
owner_occupied_moe	integer	73056	493	2	848
renter_occupied	integer	73056	2799	0	8145
renter_occupied_moe	integer	73056	494	3	808
housing_units	integer	73056	4930	0	26436
housing_units_moe	integer	73056	403	3	700
poverty_universe	integer	73047	9996	0	70095
poverty_universe_moe	integer	73047	1338	3	2503
poverty_count	integer	73047	2969	0	9373
poverty_count_moe	integer	73047	1143	2	2051
median_gross_rent	integer	70844	2824	128	3500
median_gross_rent_moe	integer	70844	1393	5	3061
median_gross_rent_raw	integer	73056	2825	-666666666	3501
median_gross_rent_annotation	character	2212	3	NA	NA
median_home_value	numeric	70901	8996	10000	1995100
median_home_value_moe	integer	70901	36774	1436	1190987
median_home_value_raw	integer	73056	8998	-666666666	2000001
median_home_value_annotation	character	2155	4	NA	NA
population_25_plus	integer	73056	7380	0	40711
population_25_plus_moe	integer	73053	973	3	3106
bachelors	integer	73056	2731	0	14308
bachelors_moe	integer	73056	686	2	2261
masters	integer	73056	1690	0	8618
masters_moe	integer	73056	519	2	1218
professional	integer	73056	777	0	2403
professional_moe	integer	73056	337	2	726
doctorate	integer	73056	628	0	2240
doctorate_moe	integer	73056	278	2	510
college_graduates	integer	73056	4236	0	26373
college_graduates_moe	numeric	73056	46885	10	2265.08255920176
education_definition	character	73056	1	NA	NA
race_definition	character	73056	1	NA	NA
rent_universe	character	73056	1	NA	NA
home_value_universe	character	73056	1	NA	NA
