Rows: 73056
Key: tract_geoid complete and unique
Saved-file MD5: b1b27f7ac06e582ebf456c9b6ef0cc25
column	type	nonmissing	distinct	min	max
tract_geoid	integer64	73056	73056	1001020100	56045951300
state_fips	integer	73056	51	1	56
tract_name	character	73056	73056	NA	NA
source	character	73056	1	NA	NA
period_start	integer	73056	1	2008	2008
period_end	integer	73056	1	2012	2012
geography_vintage	integer	73056	1	2012	2012
income_dollar_year	integer	73056	1	2012	2012
housing_dollar_year	integer	73056	1	2012	2012
census_sentinel_cells	integer	73056	7	0	6
population	integer	73056	9264	0	39143
population_moe	integer	72914	1253	2	2342
nh_white	integer	73056	7838	0	26497
nh_white_moe	integer	73056	1005	2	2003
nh_black	integer	73056	4330	0	15530
nh_black_moe	integer	73056	963	2	1355
nh_asian	integer	73056	2588	0	11508
nh_asian_moe	integer	73056	765	2	1661
hispanic	integer	73056	5254	0	16574
hispanic_moe	integer	73016	1121	2	1987
median_household_income	numeric	72119	41354	4010	247064
median_household_income_moe	integer	72119	19752	544	355487
median_household_income_raw	integer	73056	41356	-666666666	250001
median_household_income_annotation	character	937	4	NA	NA
occupied_units	integer	73056	4073	0	15078
occupied_units_moe	integer	73056	406	1	1627
owner_occupied	integer	73056	3275	0	14673
owner_occupied_moe	integer	73056	395	1	684
renter_occupied	integer	73056	2560	0	8076
renter_occupied_moe	integer	73056	386	1	1076
housing_units	integer	73056	4592	0	19582
housing_units_moe	integer	73056	370	2	1617
poverty_universe	integer	73056	9236	0	34249
poverty_universe_moe	integer	73056	1204	1	1939
poverty_count	integer	73056	2987	0	9404
poverty_count_moe	integer	73056	1052	2	1787
median_gross_rent	integer	69333	1784	114	2000
median_gross_rent_moe	integer	69333	1431	6	3230
median_gross_rent_raw	integer	73056	1786	-666666666	2001
median_gross_rent_annotation	character	3723	4	NA	NA
median_home_value	numeric	70889	7459	10300	1e+06
median_home_value_moe	integer	70889	36435	632	1982282
median_home_value_raw	integer	73056	7461	-666666666	1000001
median_home_value_annotation	character	2167	4	NA	NA
population_25_plus	integer	73056	6668	0	27088
population_25_plus_moe	integer	73054	836	2	1687
bachelors	integer	73056	2375	0	8989
bachelors_moe	integer	73056	538	2	827
masters	integer	73056	1372	0	3792
masters_moe	integer	73056	408	2	819
professional	integer	73056	719	0	1551
professional_moe	integer	73056	281	2	452
doctorate	integer	73056	540	0	1299
doctorate_moe	integer	73056	242	2	421
college_graduates	integer	73056	3663	0	13250
college_graduates_moe	numeric	73056	44905	12.2882057274445	1054.28696283317
education_definition	character	73056	1	NA	NA
race_definition	character	73056	1	NA	NA
rent_universe	character	73056	1	NA	NA
home_value_universe	character	73056	1	NA	NA
