Rows: 73057
Key: tract_geoid complete and unique
Saved-file MD5: 5f44709eab6b18aaa26f30828ceb0e53
column	type	nonmissing	distinct	min	max
tract_geoid	integer64	73057	73057	1001020100	56045951300
state_fips	integer	73057	51	1	56
tract_name	character	73057	73057	NA	NA
source	character	73057	1	NA	NA
period_start	integer	73057	1	2006	2006
period_end	integer	73057	1	2010	2010
geography_vintage	integer	73057	1	2010	2010
income_dollar_year	integer	73057	1	2010	2010
housing_dollar_year	integer	73057	1	2010	2010
census_sentinel_cells	integer	73057	7	0	6
population	integer	73057	8945	0	39248
population_moe	integer	72921	1343	4	3105
nh_white	integer	73057	7733	0	24070
nh_white_moe	integer	73057	1043	2	2230
nh_black	integer	73057	4370	0	14466
nh_black_moe	integer	73057	937	1	1814
nh_asian	integer	73057	2516	0	10580
nh_asian_moe	integer	73057	732	2	1886
hispanic	integer	73057	5115	0	14804
hispanic_moe	integer	73029	1067	1	2212
median_household_income	numeric	72109	41297	5000	249194
median_household_income_moe	integer	72109	19575	229	257061
median_household_income_raw	integer	73057	41299	-666666666	250001
median_household_income_annotation	character	948	4	NA	NA
occupied_units	integer	73057	3946	0	11427
occupied_units_moe	integer	73057	406	3	778
owner_occupied	integer	73057	3223	0	8526
owner_occupied_moe	integer	73057	346	1	514
renter_occupied	integer	73057	2509	0	8179
renter_occupied_moe	integer	73057	333	4	423
housing_units	integer	73057	4439	0	13585
housing_units_moe	integer	73057	405	3	766
poverty_universe	integer	73057	8948	0	29369
poverty_universe_moe	integer	73057	1177	2	2513
poverty_count	integer	73057	2822	0	7248
poverty_count_moe	integer	73057	1021	3	2399
median_gross_rent	integer	69294	1803	116	2000
median_gross_rent_moe	integer	69294	1507	5	3202
median_gross_rent_raw	integer	73057	1805	-666666666	2001
median_gross_rent_annotation	character	3763	4	NA	NA
median_home_value	numeric	70745	7761	10500	1e+06
median_home_value_moe	integer	70745	37982	1230	2000850
median_home_value_raw	integer	73057	7763	-666666666	1000001
median_home_value_annotation	character	2312	4	NA	NA
population_25_plus	integer	73057	6386	0	19974
population_25_plus_moe	integer	73057	961	1	2740
male_bachelors	integer	73057	1289	0	3168
male_bachelors_moe	integer	73057	351	1	697
male_masters	integer	73057	762	0	1597
male_masters_moe	integer	73057	254	1	786
male_professional	integer	73057	496	0	1054
male_professional_moe	integer	73057	187	2	702
male_doctorate	integer	73057	383	0	787
male_doctorate_moe	integer	73057	162	1	262
female_bachelors	integer	73057	1321	0	3097
female_bachelors_moe	integer	73057	341	1	782
female_masters	integer	73057	778	0	1959
female_masters_moe	integer	73057	268	1	917
female_professional	integer	73057	349	0	684
female_professional_moe	integer	73057	173	1	255
female_doctorate	integer	73057	263	0	506
female_doctorate_moe	integer	73057	148	1	208
college_graduates	integer	73057	3529	0	9616
college_graduates_moe	numeric	73057	49578	31.4960314960472	1024.00390624255
education_definition	character	73057	1	NA	NA
race_definition	character	73057	1	NA	NA
rent_universe	character	73057	1	NA	NA
home_value_universe	character	73057	1	NA	NA
