Rows: 84400
Key: tract_geoid complete and unique
Saved-file MD5: 9bac6dca1fa2183a341ac2ba40402703
column	type	nonmissing	distinct	min	max
tract_geoid	integer64	84400	84400	1001020100	56045951300
state_fips	integer	84400	51	1	56
tract_name	character	84400	84400	NA	NA
source	character	84400	1	NA	NA
period_start	integer	84400	1	2019	2019
period_end	integer	84400	1	2023	2023
geography_vintage	integer	84400	1	2023	2023
income_dollar_year	integer	84400	1	2023	2023
housing_dollar_year	integer	84400	1	2023	2023
census_sentinel_cells	integer	84400	7	0	6
population	integer	84400	8660	0	40481
population_moe	integer	84291	1980	1	13185
nh_white	integer	84400	6919	0	18624
nh_white_moe	integer	84400	1569	2	7121
nh_black	integer	84400	4112	0	8806
nh_black_moe	integer	84400	1463	1	3652
nh_asian	integer	84400	2885	0	10865
nh_asian_moe	integer	84400	1061	1	2916
hispanic	integer	84400	5171	0	18790
hispanic_moe	integer	84353	1666	1	3713
median_household_income	numeric	82429	48905	5982	250000
median_household_income_moe	integer	82429	32783	398	208341
median_household_income_raw	integer	84400	48907	-666666666	250001
median_household_income_annotation	character	1971	4	NA	NA
occupied_units	integer	84400	3855	0	10466
occupied_units_moe	integer	84400	701	2	1228
owner_occupied	integer	84400	3121	0	9522
owner_occupied_moe	integer	84400	648	2	956
renter_occupied	integer	84400	2639	0	8336
renter_occupied_moe	integer	84400	649	2	1206
housing_units	integer	84400	4190	0	12920
housing_units_moe	integer	84400	701	2	1162
poverty_universe	integer	84400	8689	0	34767
poverty_universe_moe	integer	84400	1954	1	5042
poverty_count	integer	84400	2504	0	5042
poverty_count_moe	integer	84400	1334	2	3481
median_gross_rent	integer	78215	3137	129	3500
median_gross_rent_moe	integer	78215	1818	3	3009
median_gross_rent_raw	integer	84400	3139	-666666666	3501
median_gross_rent_annotation	character	6185	4	NA	NA
median_home_value	numeric	80723	11471	10400	2e+06
median_home_value_moe	integer	80723	51434	1197	1632621
median_home_value_raw	integer	84400	11473	-666666666	2000001
median_home_value_annotation	character	3677	4	NA	NA
population_25_plus	integer	84400	6373	0	21395
population_25_plus_moe	integer	84400	1327	1	4331
bachelors	integer	84400	2526	0	8417
bachelors_moe	integer	84400	834	2	1543
masters	integer	84400	1647	0	4403
masters_moe	integer	84400	661	2	1452
professional	integer	84400	770	0	1792
professional_moe	integer	84400	458	1	994
doctorate	integer	84400	634	0	1572
doctorate_moe	integer	84400	418	1	954
college_graduates	integer	84400	4043	0	13338
college_graduates_moe	numeric	84400	59993	15.556349186104	2063.65428306197
education_definition	character	84400	1	NA	NA
race_definition	character	84400	1	NA	NA
rent_universe	character	84400	1	NA	NA
home_value_universe	character	84400	1	NA	NA
