Rows: 173429
Key: period_end, tract_geoid complete and unique
Saved-file MD5: 1300b83457a7ab6fef19cd6fab50ecd6
column	type	nonmissing	distinct	min	max
gisjoin	character	173429	121441	NA	NA
state_fips	integer	173429	51	1	56
tract_name	logical	0	1	NA	NA
tract_geoid	integer64	173429	83953	1001020100	56045999999
source	character	173429	1	NA	NA
period_start	integer	173429	3	1980	2000
period_end	integer	173429	3	1980	2000
geography_vintage	integer	173429	3	1980	2000
income_dollar_year	integer	173429	3	1979	1999
housing_dollar_year	integer	173429	3	1980	2000
population	integer	173429	12252	0	71872
housing_units	integer	173429	5983	0	32397
nh_white	integer	173429	10582	0	55864
nh_black	integer	173429	5899	0	17144
nh_asian	integer	65443	2202	0	9351
nh_asian_pacific_islander	integer	61258	1872	0	10636
hispanic	integer	173429	5902	0	25372
owner_occupied	integer	171718	4027	0	22271
renter_occupied	integer	171718	3600	0	9826
poverty_universe	integer	171557	11974	0	70952
poverty_count	integer	171557	3522	0	11339
population_25_plus	integer	171557	8242	0	51009
college_graduates	integer	171557	3835	0	12224
median_household_income_raw	numeric	173429	55830	0	200001
median_gross_rent_raw	integer	173429	1726	0	2001
median_home_value_raw	numeric	126701	5253	0	1000001
education_definition	character	173429	2	NA	NA
race_definition	character	173429	3	NA	NA
income_suppressed	logical	173429	2	NA	NA
rent_suppressed	logical	173429	2	NA	NA
occupied_units	integer	171718	5367	0	29283
rent_universe	character	173429	1	NA	NA
home_value_universe	character	173429	1	NA	NA
median_household_income	numeric	168695	55826	2500	197012
median_household_income_annotation	character	4734	5	NA	NA
median_gross_rent	integer	139924	1725	80	2000
median_gross_rent_annotation	character	33505	5	NA	NA
median_home_value	numeric	121348	5248	11300	995100
median_home_value_annotation	character	5353	4	NA	NA
