Rows: 73056
Key: tract_geoid complete and unique
Saved-file MD5: 2956657b9e9759481c3d36b35a8d3114
column	type	nonmissing	distinct	min	max
tract_geoid	integer64	73056	73056	1001020100	56045951300
state_fips	integer	73056	51	1	56
tract_name	character	73056	73056	NA	NA
source	character	73056	1	NA	NA
period_start	integer	73056	1	2009	2009
period_end	integer	73056	1	2013	2013
geography_vintage	integer	73056	1	2013	2013
income_dollar_year	integer	73056	1	2013	2013
housing_dollar_year	integer	73056	1	2013	2013
census_sentinel_cells	integer	73056	7	0	6
population	integer	73056	9376	0	39968
population_moe	integer	72914	1279	2	2276
nh_white	integer	73056	7899	0	31254
nh_white_moe	integer	73056	1026	2	2292
nh_black	integer	73056	4386	0	15988
nh_black_moe	integer	73056	979	2	1721
nh_asian	integer	73056	2632	0	11377
nh_asian_moe	integer	73056	770	2	1663
hispanic	integer	73056	5330	0	18291
hispanic_moe	integer	73017	1153	2	1962
median_household_income	numeric	72087	41069	2788	244563
median_household_income_moe	integer	72087	19598	418	266101
median_household_income_raw	integer	73056	41071	-666666666	250001
median_household_income_annotation	character	969	4	NA	NA
occupied_units	integer	73056	4121	0	17390
occupied_units_moe	integer	73056	421	2	851
owner_occupied	integer	73056	3298	0	16766
owner_occupied_moe	integer	73056	425	2	680
renter_occupied	integer	73056	2596	0	7965
renter_occupied_moe	integer	73056	410	2	618
housing_units	integer	73056	4598	0	22424
housing_units_moe	integer	73056	379	3	880
poverty_universe	integer	73056	9372	0	39823
poverty_universe_moe	integer	73056	1260	2	2134
poverty_count	integer	73056	3069	0	9568
poverty_count_moe	integer	73056	1097	2	2233
median_gross_rent	integer	69080	1774	149	2000
median_gross_rent_moe	integer	69080	1354	5	3086
median_gross_rent_raw	integer	73056	1776	-666666666	2001
median_gross_rent_annotation	character	3976	4	NA	NA
median_home_value	numeric	70780	7425	10300	1e+06
median_home_value_moe	integer	70780	35109	952	1437337
median_home_value_raw	integer	73056	7427	-666666666	1000001
median_home_value_annotation	character	2276	4	NA	NA
population_25_plus	integer	73056	6711	0	31795
population_25_plus_moe	integer	73053	859	2	1997
bachelors	integer	73056	2428	0	10204
bachelors_moe	integer	73056	584	2	935
masters	integer	73056	1413	0	4359
masters_moe	integer	73056	428	2	763
professional	integer	73056	730	0	1511
professional_moe	integer	73056	302	2	460
doctorate	integer	73056	562	0	1345
doctorate_moe	integer	73056	251	2	418
college_graduates	integer	73056	3746	0	15457
college_graduates_moe	numeric	73056	45212	11.916375287813	1218.90852815131
education_definition	character	73056	1	NA	NA
race_definition	character	73056	1	NA	NA
rent_universe	character	73056	1	NA	NA
home_value_universe	character	73056	1	NA	NA
