single_address_question_id,development_id,development_name,first_pis_year,n_units_development,review_cluster_id,development_anchor_hud_id,adjudicated_development_id,adjudicated_development_anchor_hud_id,n_review_cluster_members,member_action,shared_geocoding_query_decision,source_rows_changed
SAQ_0286,DEV_GAA20220045,WALTON HARBOR,2022,81,SAC_00551,GAA20220045,DEV_GAA20220045,GAA20220045,1,retain_current_development,not_approved,FALSE
SAQ_0286,DEV_GAA20230024,LEGACY AT WALTON HARBOR II,2023,85,SAC_00552,GAA20230024,DEV_GAA20230024,GAA20230024,1,retain_current_development,not_approved,FALSE
SAQ_0287,DEV_GAA19910115,GIBSON VILLAGE,1991,18,SAC_00553,GAA19910115,DEV_GAA19910115,GAA19910115,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0287,DEV_GAA20148109,NEW GIBSON VILLAGE APARTMENTS,2014,18,SAC_00553,GAA20148109,DEV_GAA19910115,GAA19910115,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0288,DEV_GAA19920055,FOX CHASE PHASE II,1992,32,SAC_00554,GAA19920055,DEV_GAA19920055,GAA19920055,1,retain_current_development,not_approved,FALSE
SAQ_0288,DEV_GAA19920060,FOX CHASE I,1992,24,SAC_00555,GAA19920060,DEV_GAA19920060,GAA19920060,1,retain_current_development,not_approved,FALSE
SAQ_0289,DEV_GAA20020070,ST. PHIILIP VILLAS,2002,60,SAC_00556,GAA20020070,DEV_GAA20020070,GAA20020070,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0289,DEV_GAA20029045,ST. PHILLIPS VILLAS,2002,60,SAC_00556,GAA20029045,DEV_GAA20020070,GAA20020070,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0290,DEV_GAA20120970,GATEWAY PINES PHASE I,2012,57,SAC_00557,GAA20120970,DEV_GAA20120970,GAA20120970,1,retain_current_development,not_approved,FALSE
SAQ_0290,DEV_GAA20125016,GATEWAY PINES APARTMENTS,2012,52,SAC_00558,GAA20125016,DEV_GAA20125016,GAA20125016,1,retain_current_development,not_approved,FALSE
SAQ_0291,DEV_GAA19940122,PEPPERTON VILLAS,1994,28,SAC_00559,GAA19940122,DEV_GAA19940122,GAA19940122,1,retain_current_development,not_approved,FALSE
SAQ_0291,DEV_GAA20157160,PEPPERTON VILLAS APTS (NEW),2015,29,SAC_00560,GAA20157160,DEV_GAA20157160,GAA20157160,1,retain_current_development,not_approved,FALSE
SAQ_0292,DEV_GAA19910105,FAIRFIELD,1991,48,SAC_00561,GAA19910105,DEV_GAA19910105,GAA19910105,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0292,DEV_GAA20157152,FAIRFIELD APTS-JASPER,2015,48,SAC_00561,GAA20157152,DEV_GAA19910105,GAA19910105,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0293,DEV_GAA20120085,HEARTHSIDE AT JOHNS CREEK WALK,2012,90,SAC_00562,GAA20120085,DEV_GAA20120085,GAA20120085,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0293,DEV_GAA20125020,HEARTHSIDE AT JOHNS CREEK WALK / HERITAGE JCW,2012,90,SAC_00562,GAA20125020,DEV_GAA20120085,GAA20120085,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0294,DEV_GAA0000X167,LUCY MORGAN II,,89,SAC_00563,GAA0000X167,DEV_GAA0000X167,GAA0000X167,1,retain_current_development,not_approved,FALSE
SAQ_0294,DEV_GAA20240038,PHOENIX WAY,2024,93,SAC_00564,GAA20240038,DEV_GAA20240038,GAA20240038,1,retain_current_development,not_approved,FALSE
SAQ_0295,DEV_GAA20020050,MAGNOLIA VILLAGE APTS (LAWRENCEVILLE),2002,,SAC_00565,GAA20020050,DEV_GAA20020050,GAA20020050,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0295,DEV_GAA20029034,MAGNOLIA VILLAGE,2002,192,SAC_00565,GAA20029034,DEV_GAA20020050,GAA20020050,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0296,DEV_GAA19950280,TANGLEWOOD PARK APARTMENTS,1995,130,SAC_00566,GAA19950280,DEV_GAA19950280,GAA19950280,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0296,DEV_GAA20148115,THE VIEW AT SUGARLOAF AKA TANGLEWOOD HEIGHTS,2014,130,SAC_00566,GAA20148115,DEV_GAA19950280,GAA19950280,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0297,DEV_GAA20010190,GREENS AT HILLCREST,2001,140,SAC_00567,GAA20010190,DEV_GAA20010190,GAA20010190,1,retain_current_development,not_approved,FALSE
SAQ_0297,DEV_GAA20020150,GREENS AT HILLCREST II,2002,146,SAC_00568,GAA20020150,DEV_GAA20020150,GAA20020150,1,retain_current_development,not_approved,FALSE
SAQ_0298,DEV_GAA19950057,NEW BROOKSFIELD APTS,1995,32,SAC_00569,GAA19950057,DEV_GAA19950057,GAA19950057,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0298,DEV_GAA20148104,BROOKSFIELD APARTMENTS (NEW),2014,32,SAC_00569,GAA20148104,DEV_GAA19950057,GAA19950057,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0299,DEV_GAA20049058,VINEVILLE,2004,106,SAC_00570,GAA20049058,DEV_GAA20049058,GAA20049058,1,retain_current_development,not_approved,FALSE
SAQ_0299,DEV_GAA20060030,2009 VINEVILLE,2006,104,SAC_00571,GAA20060030,DEV_GAA20060030,GAA20060030,1,retain_current_development,not_approved,FALSE
SAQ_0300,DEV_GAA20120979,LEGACY AT WALTON HEIGHTS,2012,100,SAC_00572,GAA20120979,DEV_GAA20120979,GAA20120979,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0300,DEV_GAA20139104,TOWN CENTER HEIGHTS/THE LEGACY @ WALTON HGTS,2013,100,SAC_00572,GAA20139104,DEV_GAA20120979,GAA20120979,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0301,DEV_GAA19949801,WINDSOR APARTMENTS,1994,53,SAC_00573,GAA19949801,DEV_GAA19949801,GAA19949801,1,retain_current_development,not_approved,FALSE
SAQ_0301,DEV_GAA20129989,WINDSOR LAKE SENIOR,2012,52,SAC_00574,GAA20129989,DEV_GAA20129989,GAA20129989,1,retain_current_development,not_approved,FALSE
SAQ_0302,DEV_GAA0000X141,WEST CENTRAL AVENUE,,1,SAC_00575,GAA0000X141,DEV_GAA0000X141,GAA0000X141,1,retain_current_development,not_approved,FALSE
SAQ_0302,DEV_GAA19910145,KELLY REEVES PROPERTY RENTALS,1991,1,SAC_00576,GAA19910145,DEV_GAA19910145,GAA19910145,1,retain_current_development,not_approved,FALSE
SAQ_0303,DEV_GAA20089005,CAMERON COURT APARTMENT I,2008,48,SAC_00577,GAA20089005,DEV_GAA20089005,GAA20089005,1,retain_current_development,not_approved,FALSE
SAQ_0303,DEV_GAA20119954,CAMERON COURT APARTMENT II,2011,48,SAC_00578,GAA20119954,DEV_GAA20119954,GAA20119954,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0303,DEV_GAA20120020,CAMERON COURT II,2012,48,SAC_00578,GAA20120020,DEV_GAA20119954,GAA20119954,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0304,DEV_GAA20140996,PINEWOOD VILLAGE,2014,64,SAC_00579,GAA20140996,DEV_GAA20140996,GAA20140996,1,retain_current_development,not_approved,FALSE
SAQ_0304,DEV_GAA20180022,PINEWOOD VILLAGE II APARTMENTS,2018,60,SAC_00580,GAA20180022,DEV_GAA20180022,GAA20180022,1,retain_current_development,not_approved,FALSE
SAQ_0305,DEV_GAA20090085,SPRING CREEK I,2009,,SAC_00581,GAA20090085,DEV_GAA20090085,GAA20090085,1,retain_current_development,not_approved,FALSE
SAQ_0305,DEV_GAA20098024,SPRING CREEK B,2009,42,SAC_00582,GAA20098024,DEV_GAA20098024,GAA20098024,1,retain_current_development,not_approved,FALSE
SAQ_0306,DEV_GAA19950017,ASHTON OF RICHMOND HILL PHASE I,1995,232,SAC_00583,GAA19950017,DEV_GAA19950017,GAA19950017,1,retain_current_development,not_approved,FALSE
SAQ_0306,DEV_GAA19950025,ASHTON OF RICHMOND HILL PHASE II,1995,160,SAC_00584,GAA19950025,DEV_GAA19950025,GAA19950025,1,retain_current_development,not_approved,FALSE
SAQ_0306,DEV_GAA19959005,ASHTON OF RICHMOND HILL,1995,233,SAC_00585,GAA19959005,DEV_GAA19959005,GAA19959005,1,retain_current_development,not_approved,FALSE
SAQ_0307,DEV_GAA19960050,CRESTVIEW MANOR APTS,1996,25,SAC_00586,GAA19960050,DEV_GAA19960050,GAA19960050,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0307,DEV_GAA20157151,ROYSTON CRESTVIEW MANOR APTS (NEW),2015,25,SAC_00586,GAA20157151,DEV_GAA19960050,GAA19960050,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0308,DEV_GAA00000056,SAVANNAH GARDENS 5,,76,SAC_00587,GAA00000056,DEV_GAA00000056,GAA00000056,1,retain_current_development,not_approved,FALSE
SAQ_0308,DEV_GAA20153009,SAVANNAH GARDENS V,2015,76,SAC_00588,GAA20153009,DEV_GAA20153009,GAA20153009,1,retain_current_development,not_approved,FALSE
SAQ_0309,DEV_GAA20110115,SAVANNAH GARDENS I,2011,115,SAC_00589,GAA20110115,DEV_GAA20110115,GAA20110115,1,retain_current_development,not_approved,FALSE
SAQ_0309,DEV_GAA20116024,SAVANNAH GARDENS,2011,115,SAC_00590,GAA20116024,DEV_GAA20116024,GAA20116024,1,retain_current_development,not_approved,FALSE
SAQ_0310,DEV_GAA00000420,MOUNTAIN VIEW SR (THE VIEW),,80,SAC_00591,GAA00000420,DEV_GAA00000420,GAA00000420,1,retain_current_development,not_approved,FALSE
SAQ_0310,DEV_GAA20152025,THE VIEW AKA MOUNTAINVIEW SENIOR,2015,80,SAC_00592,GAA20152025,DEV_GAA20152025,GAA20152025,1,retain_current_development,not_approved,FALSE
SAQ_0311,DEV_GAA19930165,TALBOT VILLAGE II,1993,24,SAC_00593,GAA19930165,DEV_GAA19930165,GAA19930165,1,retain_current_development,not_approved,FALSE
SAQ_0311,DEV_GAA20134027,TALBOT VILLAGE APARTMENTS (NEW),2013,48,SAC_00594,GAA20134027,DEV_GAA20134027,GAA20134027,1,retain_current_development,not_approved,FALSE
SAQ_0312,DEV_GAA20050800,FAIRVIEW APARTMENTS,2005,100,SAC_00595,GAA20050800,DEV_GAA20050800,GAA20050800,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0312,DEV_GAA20213180,FARVIEW APARTMENTS,2021,99,SAC_00595,GAA20213180,DEV_GAA20050800,GAA20050800,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0313,DEV_GAA19940800,ASHLEY HOUSE APARTMENTS,1994,61,SAC_00596,GAA19940800,DEV_GAA19940800,GAA19940800,1,retain_current_development,not_approved,FALSE
SAQ_0313,DEV_GAA20148100,"ASHLEY HOUSE APARTMENTS, PHASE II",2014,61,SAC_00597,GAA20148100,DEV_GAA20148100,GAA20148100,1,retain_current_development,not_approved,FALSE
SAQ_0314,DEV_GAA20116021,POTEMKIN SENIOR VILLAGE,2011,68,SAC_00598,GAA20116021,DEV_GAA20116021,GAA20116021,1,retain_current_development,not_approved,FALSE
SAQ_0314,DEV_GAA20175173,POTEMKIN SENIOR VILLAGE OF WARNER ROBINS II,2017,,SAC_00599,GAA20175173,DEV_GAA20175173,GAA20175173,1,retain_current_development,not_approved,FALSE
SAQ_0315,DEV_GAA20110160,WARE HOTEL II,2011,35,SAC_00600,GAA20110160,DEV_GAA20110160,GAA20110160,1,retain_current_development,not_approved,FALSE
SAQ_0315,DEV_GAA20116040,WARE HOTEL,2011,35,SAC_00601,GAA20116040,DEV_GAA20116040,GAA20116040,1,retain_current_development,not_approved,FALSE
SAQ_0316,DEV_HIA20150002,RICE CAMP KANIKOO,2015,60,SAC_00602,HIA20150002,DEV_HIA20150002,HIA20150002,1,retain_current_development,not_approved,FALSE
SAQ_0316,DEV_HIA20160002,RICE CAMP II (KANIKO O),2016,29,SAC_00603,HIA20160002,DEV_HIA20160002,HIA20160002,1,retain_current_development,not_approved,FALSE
SAQ_0317,DEV_HIA20141003,HALE MOHALU II FAMILY,2014,84,SAC_00604,HIA20141003,DEV_HIA20141003,HIA20141003,1,retain_current_development,not_approved,FALSE
SAQ_0317,DEV_HIA20141004,HALE MOHALU II SENIOR,2014,164,SAC_00605,HIA20141004,DEV_HIA20141004,HIA20141004,1,retain_current_development,not_approved,FALSE
SAQ_0318,DEV_IAA19979296,CEDAR MANOR APTS,1997,24,SAC_00606,IAA19979296,DEV_IAA19979296,IAA19979296,1,retain_current_development,not_approved,FALSE
SAQ_0318,DEV_IAA20090015,CEDAR MANOR APTS II,2009,24,SAC_00607,IAA20090015,DEV_IAA20090015,IAA20090015,1,retain_current_development,not_approved,FALSE
SAQ_0319,DEV_IAA20050035,LAKE PLAZA APTS I,2005,24,SAC_00608,IAA20050035,DEV_IAA20050035,IAA20050035,1,retain_current_development,not_approved,FALSE
SAQ_0319,DEV_IAA20060115,LAKE PLAZA APTS II,2006,23,SAC_00609,IAA20060115,DEV_IAA20060115,IAA20060115,1,retain_current_development,not_approved,FALSE
SAQ_0320,DEV_IAA19970135,WESTERN TRAILS APTS,1997,90,SAC_00610,IAA19970135,DEV_IAA19970135,IAA19970135,1,retain_current_development,not_approved,FALSE
SAQ_0320,DEV_IAA19990095,WESTERN TRAILS II APTS,1999,30,SAC_00611,IAA19990095,DEV_IAA19990095,IAA19990095,1,retain_current_development,not_approved,FALSE
SAQ_0321,DEV_IAA19989330,PARKWILD I,1998,48,SAC_00612,IAA19989330,DEV_IAA19989330,IAA19989330,1,retain_current_development,not_approved,FALSE
SAQ_0321,DEV_IAA19990070,PARKWILD II,1999,48,SAC_00613,IAA19990070,DEV_IAA19990070,IAA19990070,1,retain_current_development,not_approved,FALSE
SAQ_0322,DEV_IAA20040045,MARYCREST,2004,50,SAC_00614,IAA20040045,DEV_IAA20040045,IAA20040045,1,retain_current_development,not_approved,FALSE
SAQ_0322,DEV_IAA20050040,MARYCREST SENIOR CAMPUS II,2005,51,SAC_00615,IAA20050040,DEV_IAA20050040,IAA20050040,1,retain_current_development,not_approved,FALSE
SAQ_0322,DEV_IAA20050045,MARYCREST SENIOR CAMPUS III,2005,31,SAC_00616,IAA20050045,DEV_IAA20050045,IAA20050045,1,retain_current_development,not_approved,FALSE
SAQ_0323,DEV_IAA20020025,MEADOW CREST GARDENS,2002,48,SAC_00617,IAA20020025,DEV_IAA20020025,IAA20020025,1,retain_current_development,not_approved,FALSE
SAQ_0323,DEV_IAA20060080,MEADOW CREST PHASE II,2006,36,SAC_00618,IAA20060080,DEV_IAA20060080,IAA20060080,1,retain_current_development,not_approved,FALSE
SAQ_0324,DEV_IAA19930070,JERSEY RIDGE APTS I,1993,100,SAC_00619,IAA19930070,DEV_IAA19930070,IAA19930070,1,retain_current_development,not_approved,FALSE
SAQ_0324,DEV_IAA19940085,JERSEY RIDGE APTS II,1994,8,SAC_00620,IAA19940085,DEV_IAA19940085,IAA19940085,1,retain_current_development,not_approved,FALSE
SAQ_0324,DEV_IAA19940090,JERSEY RIDGE APTS III,1994,18,SAC_00621,IAA19940090,DEV_IAA19940090,IAA19940090,1,retain_current_development,not_approved,FALSE
SAQ_0325,DEV_IAA20090025,CROSS CREEK APTS OF DAVENPORT,2009,192,SAC_00622,IAA20090025,DEV_IAA20090025,IAA20090025,1,retain_current_development,not_approved,FALSE
SAQ_0325,DEV_IAA20100015,CROSS CREEK APTS OF DAVENPORT PHASE II,2010,144,SAC_00623,IAA20100015,DEV_IAA20100015,IAA20100015,1,retain_current_development,not_approved,FALSE
SAQ_0326,DEV_IAA19950100,SOUTHBROOK GREEN I,1995,26,SAC_00624,IAA19950100,DEV_IAA19950100,IAA19950100,1,retain_current_development,not_approved,FALSE
SAQ_0326,DEV_IAA19950105,SOUTHBROOK GREEN II,1995,36,SAC_00625,IAA19950105,DEV_IAA19950105,IAA19950105,1,retain_current_development,not_approved,FALSE
SAQ_0326,DEV_IAA19990090,SOUTHBROOK GREEN III,1999,36,SAC_00626,IAA19990090,DEV_IAA19990090,IAA19990090,1,retain_current_development,not_approved,FALSE
SAQ_0327,DEV_IAA20039054,PARKSIDE EAST II APTS,2003,18,SAC_00627,IAA20039054,DEV_IAA20039054,IAA20039054,1,retain_current_development,not_approved,FALSE
SAQ_0327,DEV_IAA20040055,PARKSIDE EAST APTS III,2004,54,SAC_00628,IAA20040055,DEV_IAA20040055,IAA20040055,1,retain_current_development,not_approved,FALSE
SAQ_0327,DEV_IAA20050100,PARKSIDE EAST APTS IV,2005,30,SAC_00629,IAA20050100,DEV_IAA20050100,IAA20050100,1,retain_current_development,not_approved,FALSE
SAQ_0328,DEV_IAA20150005,HILLTOP I,2015,36,SAC_00630,IAA20150005,DEV_IAA20150005,IAA20150005,1,retain_current_development,not_approved,FALSE
SAQ_0328,DEV_IAA20150006,HILLTOP SENIOR,2015,62,SAC_00631,IAA20150006,DEV_IAA20150006,IAA20150006,1,retain_current_development,not_approved,FALSE
SAQ_0329,DEV_IAA20130001,BAKER CREEK SENIOR LIVING I,2013,33,SAC_00632,IAA20130001,DEV_IAA20130001,IAA20130001,1,retain_current_development,not_approved,FALSE
SAQ_0329,DEV_IAA20130012,THE CREST AT BAKER CREEK,2013,60,SAC_00633,IAA20130012,DEV_IAA20130012,IAA20130012,1,retain_current_development,not_approved,FALSE
SAQ_0330,DEV_IAA20080020,DEER RIDGE APTS V,2008,72,SAC_00634,IAA20080020,DEV_IAA20080020,IAA20080020,1,retain_current_development,not_approved,FALSE
SAQ_0330,DEV_IAA20090030,DEER RIDGE APTS VI,2009,40,SAC_00635,IAA20090030,DEV_IAA20090030,IAA20090030,1,retain_current_development,not_approved,FALSE
SAQ_0331,DEV_IAA20030005,DEER RIDGE APTS III,2003,24,SAC_00636,IAA20030005,DEV_IAA20030005,IAA20030005,1,retain_current_development,not_approved,FALSE
SAQ_0331,DEV_IAA20039048,DEER RIDGE II APTS,2003,25,SAC_00637,IAA20039048,DEV_IAA20039048,IAA20039048,1,retain_current_development,not_approved,FALSE
SAQ_0331,DEV_IAA20060065,DEER RIDGE APTS IV,2006,60,SAC_00638,IAA20060065,DEV_IAA20060065,IAA20060065,1,retain_current_development,not_approved,FALSE
SAQ_0332,DEV_IAA19999359,EAGLE BLUFF PHASE I,1999,24,SAC_00639,IAA19999359,DEV_IAA19999359,IAA19999359,1,retain_current_development,not_approved,FALSE
SAQ_0332,DEV_IAA20000040,EAGLE BLUFF APTS PHASE II,2000,24,SAC_00640,IAA20000040,DEV_IAA20000040,IAA20000040,1,retain_current_development,not_approved,FALSE
SAQ_0333,DEV_IAA19979004,RIVER WEST APTS,1997,30,SAC_00641,IAA19979004,DEV_IAA19979004,IAA19979004,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0333,DEV_IAA20140100,RIVER WEST APARTMENTS,2014,30,SAC_00641,IAA20140100,DEV_IAA19979004,IAA19979004,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0334,DEV_IAA19980025,CHESAPEAKE APTS I,1998,32,SAC_00642,IAA19980025,DEV_IAA19980025,IAA19980025,1,retain_current_development,not_approved,FALSE
SAQ_0334,DEV_IAA19980030,CHESAPEAKE APTS II,1998,24,SAC_00643,IAA19980030,DEV_IAA19980030,IAA19980030,1,retain_current_development,not_approved,FALSE
SAQ_0335,DEV_IAA20080055,JEFFERSON POINT I,2008,30,SAC_00644,IAA20080055,DEV_IAA20080055,IAA20080055,1,retain_current_development,not_approved,FALSE
SAQ_0335,DEV_IAA20090075,JEFFERSON POINT II,2009,30,SAC_00645,IAA20090075,DEV_IAA20090075,IAA20090075,1,retain_current_development,not_approved,FALSE
SAQ_0336,DEV_IAA19990345,OSKALOOSA IHA SENIOR HOUSING I,1999,24,SAC_00646,IAA19990345,DEV_IAA19990345,IAA19990345,1,retain_current_development,not_approved,FALSE
SAQ_0336,DEV_IAA20000085,OSKALOOSA IHA SENIOR HOUSING II,2000,24,SAC_00647,IAA20000085,DEV_IAA20000085,IAA20000085,1,retain_current_development,not_approved,FALSE
SAQ_0337,DEV_IAA19990353,SOUTHERN HILLS APTS PHASE I,1999,30,SAC_00648,IAA19990353,DEV_IAA19990353,IAA19990353,1,retain_current_development,not_approved,FALSE
SAQ_0337,DEV_IAA20010070,SOUTHERN HILLS APTS PHASE II,2001,30,SAC_00649,IAA20010070,DEV_IAA20010070,IAA20010070,1,retain_current_development,not_approved,FALSE
SAQ_0338,DEV_IAA20090060,CHAPEL RIDGE WEST I,2009,73,SAC_00650,IAA20090060,DEV_IAA20090060,IAA20090060,1,retain_current_development,not_approved,FALSE
SAQ_0338,DEV_IAA20100010,CHAPEL RIDGE WEST II,2010,95,SAC_00651,IAA20100010,DEV_IAA20100010,IAA20100010,1,retain_current_development,not_approved,FALSE
SAQ_0339,DEV_ILA20030045,HAMPTON PLACE,2003,30,SAC_00652,ILA20030045,DEV_ILA20030045,ILA20030045,1,retain_current_development,not_approved,FALSE
SAQ_0339,DEV_ILA20050050,HAMPTON PLACE EXTENSION II,2005,26,SAC_00653,ILA20050050,DEV_ILA20050050,ILA20050050,1,retain_current_development,not_approved,FALSE
SAQ_0340,DEV_ILA20030055,HERITAGE WOODS OF BATAVIA,2003,93,SAC_00654,ILA20030055,DEV_ILA20030055,ILA20030055,1,retain_current_development,not_approved,FALSE
SAQ_0340,DEV_ILA20080050,HERITAGE WOODS OF BATAVIA II,2008,55,SAC_00655,ILA20080050,DEV_ILA20080050,ILA20080050,1,retain_current_development,not_approved,FALSE
SAQ_0341,DEV_ILA19960250,BRADLEY PLACE SENIOR APTS PHASE I,1996,60,SAC_00656,ILA19960250,DEV_ILA19960250,ILA19960250,1,retain_current_development,not_approved,FALSE
SAQ_0341,DEV_ILA19990901,BRADLEY PLACE SENIOR APTS PHASE II,1999,47,SAC_00657,ILA19990901,DEV_ILA19990901,ILA19990901,1,retain_current_development,not_approved,FALSE
SAQ_0342,DEV_ILA20120005,COUNTRYSIDE VILLAGE II (CAMBRIA),2012,23,SAC_00658,ILA20120005,DEV_ILA20120005,ILA20120005,1,retain_current_development,not_approved,FALSE
SAQ_0342,DEV_ILA20120813,COUNTRYSIDE VILLAGE I (CAMBRIA),2012,23,SAC_00659,ILA20120813,DEV_ILA20120813,ILA20120813,1,retain_current_development,not_approved,FALSE
SAQ_0343,DEV_ILA20040030,CARBONDALE TOWER,2004,271,SAC_00660,ILA20040030,DEV_ILA20040030,ILA20040030,1,retain_current_development,not_approved,FALSE
SAQ_0343,DEV_ILA20140021,MILL STREET STATION,2014,63,SAC_00661,ILA20140021,DEV_ILA20140021,ILA20140021,1,retain_current_development,not_approved,FALSE
SAQ_0344,DEV_ILA19890119,MARTIN LAMPLIGHTER (CENTRALIA),1989,16,SAC_00662,ILA19890119,DEV_ILA19890119,ILA19890119,1,retain_current_development,not_approved,FALSE
SAQ_0344,DEV_ILA20120806,MAPLEWOOD ESTATES,2012,48,SAC_00663,ILA20120806,DEV_ILA20120806,ILA20120806,1,retain_current_development,not_approved,FALSE
SAQ_0345,DEV_ILA20050190,MAHALIA PLACE OF LEGENDS SOUTH,2005,110,SAC_00664,ILA20050190,DEV_ILA20050190,ILA20050190,1,retain_current_development,not_approved,FALSE
SAQ_0345,DEV_ILA20070245,ROBERT TAYLOR HOMES A-1,2007,182,SAC_00665,ILA20070245,DEV_ILA20070245,ILA20070245,1,retain_current_development,not_approved,FALSE
SAQ_0345,DEV_ILB20060807,MAHALIA PLACE,2006,118,SAC_00666,ILB20060807,DEV_ILB20060807,ILB20060807,1,retain_current_development,not_approved,FALSE
SAQ_0345,DEV_ILB20090813,COLEMAN PLACE,2009,118,SAC_00667,ILB20090813,DEV_ILB20090813,ILB20090813,1,retain_current_development,not_approved,FALSE
SAQ_0346,DEV_ILB20060804,FC CENTRAL STATION SENIOR,2006,91,SAC_00668,ILB20060804,DEV_ILB20060804,ILB20060804,1,retain_current_development,not_approved,FALSE
SAQ_0346,DEV_ILB20069004,THE PARK AT CENTRAL STATION,2006,92,SAC_00669,ILB20069004,DEV_ILB20069004,ILB20069004,1,retain_current_development,not_approved,FALSE
SAQ_0347,DEV_ILB20010805,HOLLAND,2001,81,SAC_00670,ILB20010805,DEV_ILB20010805,ILB20010805,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0347,DEV_ILB20019902,HOLLAND APARTMENTS,2001,81,SAC_00670,ILB20019902,DEV_ILB20010805,ILB20010805,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0348,DEV_ILA20110933,WEST END PHASE II,2011,112,SAC_00671,ILA20110933,DEV_ILA20110933,ILA20110933,1,retain_current_development,not_approved,FALSE
SAQ_0348,DEV_ILB20060805,WEST END 1B,2006,92,SAC_00672,ILB20060805,DEV_ILB20060805,ILB20060805,1,retain_current_development,not_approved,FALSE
SAQ_0349,DEV_ILA20070090,NORTH AVENUE REDEVELOPMENT,2007,24,SAC_00673,ILA20070090,DEV_ILA20070090,ILA20070090,1,retain_current_development,not_approved,FALSE
SAQ_0349,DEV_ILA20080085,NORTH AVENUE REDEVLEOPMENT ELDERLY,2008,54,SAC_00674,ILA20080085,DEV_ILA20080085,ILA20080085,1,retain_current_development,not_approved,FALSE
SAQ_0350,DEV_ILB20060803,WATER'S EDGE APTS,2006,92,SAC_00675,ILB20060803,DEV_ILB20060803,ILB20060803,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0350,DEV_ILB20069008,LATHROP ELDERLY DBA WATERS EDGE APTS,2006,92,SAC_00675,ILB20069008,DEV_ILB20060803,ILB20060803,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0351,DEV_ILB0000X068,SENIOR SUITES OF RAVENSWOOD MANOR,,81,SAC_00676,ILB0000X068,DEV_ILB0000X068,ILB0000X068,1,retain_current_development,not_approved,FALSE
SAQ_0351,DEV_ILB19980005,SENIOR SUITES OF RAVENWOOD,1998,80,SAC_00677,ILB19980005,DEV_ILB19980005,ILB19980005,1,retain_current_development,not_approved,FALSE
SAQ_0352,DEV_ILB20040801,SENIOR SUITES OF RAINBOW BEACH,2004,84,SAC_00678,ILB20040801,DEV_ILB20040801,ILB20040801,1,retain_current_development,not_approved,FALSE
SAQ_0352,DEV_ILB20049014,SENIOR SUITES RAINBOW BEACH,2004,84,SAC_00679,ILB20049014,DEV_ILB20049014,ILB20049014,1,retain_current_development,not_approved,FALSE
SAQ_0353,DEV_ILA19890085,301-11 S CENTRAL PARK,1989,23,SAC_00680,ILA19890085,DEV_ILA19890085,ILA19890085,1,retain_current_development,not_approved,FALSE
SAQ_0353,DEV_ILA19890100,COLUMBUS PARK APTS,1989,39,SAC_00681,ILA19890100,DEV_ILA19890100,ILA19890100,1,retain_current_development,not_approved,FALSE
SAQ_0354,DEV_ILA20110935,VICTORY CENTER OF SOUTH CHICAGO,2011,72,SAC_00682,ILA20110935,DEV_ILB20090808,ILB20090808,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0354,DEV_ILB20090808,VICTORY CENTRE OF SOUTH CHICAGO,2009,112,SAC_00682,ILB20090808,DEV_ILB20090808,ILB20090808,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0355,DEV_ILB20109003,HAIRPIN LOFTS APARTMENTS,2010,28,SAC_00683,ILB20109003,DEV_ILB20109003,ILB20109003,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0355,DEV_ILB20110811,HAIRPIN LOFT APTS,2011,28,SAC_00683,ILB20110811,DEV_ILB20109003,ILB20109003,2,merge_to_review_cluster,not_approved,FALSE
