single_address_question_id,development_id,development_name,first_pis_year,n_units_development,review_cluster_id,development_anchor_hud_id,adjudicated_development_id,adjudicated_development_anchor_hud_id,n_review_cluster_members,member_action,shared_geocoding_query_decision,source_rows_changed
SAQ_0651,DEV_MSA19890098,WILCHAR APTS #4,1989,4,SAC_01315,MSA19890098,DEV_MSA19890098,MSA19890098,1,retain_current_development,not_approved,FALSE
SAQ_0652,DEV_MSA20050015,CAMERON PARK APTS I,2005,96,SAC_01316,MSA20050015,DEV_MSA20050015,MSA20050015,1,retain_current_development,not_approved,FALSE
SAQ_0652,DEV_MSA20050020,CAMERON PARK APTS II,2005,72,SAC_01317,MSA20050020,DEV_MSA20050020,MSA20050020,1,retain_current_development,not_approved,FALSE
SAQ_0653,DEV_MSA19880142,REMEMBRANCE PLACE APT A,1988,4,SAC_01318,MSA19880142,DEV_MSA19880142,MSA19880142,1,retain_current_development,not_approved,FALSE
SAQ_0653,DEV_MSA19880143,REMEMBRANCE PLACE APT B,1988,4,SAC_01319,MSA19880143,DEV_MSA19880143,MSA19880143,1,retain_current_development,not_approved,FALSE
SAQ_0653,DEV_MSA19880144,REMEMBRANCE PLACE APT C,1988,4,SAC_01320,MSA19880144,DEV_MSA19880144,MSA19880144,1,retain_current_development,not_approved,FALSE
SAQ_0654,DEV_MSA19890069,FRENCH APTS,1989,16,SAC_01321,MSA19890069,DEV_MSA19890069,MSA19890069,1,retain_current_development,not_approved,FALSE
SAQ_0654,DEV_MSA19890211,FRENCH APTS(REFER 88-62),1989,8,SAC_01322,MSA19890211,DEV_MSA19890211,MSA19890211,1,retain_current_development,not_approved,FALSE
SAQ_0655,DEV_MSA19890198,CHALET VILLAGE PHASE II,1989,116,SAC_01323,MSA19890198,DEV_MSA19890198,MSA19890198,1,retain_current_development,not_approved,FALSE
SAQ_0655,DEV_MSA19910056,CHALET VILLAGE PHASE I,1991,60,SAC_01324,MSA19910056,DEV_MSA19910056,MSA19910056,1,retain_current_development,not_approved,FALSE
SAQ_0656,DEV_MSA19980001,ARBOR PARK I,1998,160,SAC_01325,MSA19980001,DEV_MSA19980001,MSA19980001,1,retain_current_development,not_approved,FALSE
SAQ_0656,DEV_MSA19980002,ARBOR PARK II,1998,56,SAC_01326,MSA19980002,DEV_MSA19980002,MSA19980002,1,retain_current_development,not_approved,FALSE
SAQ_0657,DEV_MSA19960106,WILLOW POINT APTS II,1996,120,SAC_01327,MSA19960106,DEV_MSA19960106,MSA19960106,1,retain_current_development,not_approved,FALSE
SAQ_0657,DEV_MSA19990132,WILLOW POINT APTS I,1999,40,SAC_01328,MSA19990132,DEV_MSA19990132,MSA19990132,1,retain_current_development,not_approved,FALSE
SAQ_0658,DEV_MSA20020012,BRISTOL PARK APTS,2002,152,SAC_01329,MSA20020012,DEV_MSA20020012,MSA20020012,1,retain_current_development,not_approved,FALSE
SAQ_0658,DEV_MSA20080015,AVALON PARK APTS,2008,128,SAC_01330,MSA20080015,DEV_MSA20080015,MSA20080015,1,retain_current_development,not_approved,FALSE
SAQ_0659,DEV_MSA19890171,902 EMINENCE ROW\WONSLEY PROJECT,1989,2,SAC_01331,MSA19890171,DEV_MSA19890171,MSA19890171,1,retain_current_development,not_approved,FALSE
SAQ_0659,DEV_MSA19900116,902 EMINENCE ROW,1990,2,SAC_01332,MSA19900116,DEV_MSA19900116,MSA19900116,1,retain_current_development,not_approved,FALSE
SAQ_0660,DEV_MSA19890051,908 EMINENCE ROW,1989,2,SAC_01333,MSA19890051,DEV_MSA19890051,MSA19890051,1,retain_current_development,not_approved,FALSE
SAQ_0660,DEV_MSA19890173,908 EMINENCE ROW\WONSLEY PROJECT,1989,2,SAC_01334,MSA19890173,DEV_MSA19890173,MSA19890173,1,retain_current_development,not_approved,FALSE
SAQ_0661,DEV_MSA19880042,S & J MANOR,1988,4,SAC_01335,MSA19880042,DEV_MSA19880042,MSA19880042,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0661,DEV_MSA19880081,C & J APTS,1988,4,SAC_01335,MSA19880081,DEV_MSA19880042,MSA19880042,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0662,DEV_MSA19890093,RIDGE CREEK APTS - BLDG A,1989,4,SAC_01336,MSA19890093,DEV_MSA19890093,MSA19890093,1,retain_current_development,not_approved,FALSE
SAQ_0662,DEV_MSA19890273,RIDGE CREEK APTS B,1989,4,SAC_01337,MSA19890273,DEV_MSA19890273,MSA19890273,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0662,DEV_MSA19900135,RIDGE CREEK APTS - BLDG B,1990,4,SAC_01337,MSA19900135,DEV_MSA19890273,MSA19890273,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0663,DEV_MSA20190009,PALISADES PARK,2019,16,SAC_01338,MSA20190009,DEV_MSA20190009,MSA20190009,1,retain_current_development,not_approved,FALSE
SAQ_0663,DEV_MSA20190010,PALISADES PARK II,2019,16,SAC_01339,MSA20190010,DEV_MSA20190010,MSA20190010,1,retain_current_development,not_approved,FALSE
SAQ_0664,DEV_MSA20220001,BEACON HOMES,2022,54,SAC_01340,MSA20220001,DEV_MSA20220001,MSA20220001,1,retain_current_development,not_approved,FALSE
SAQ_0664,DEV_MSA20220002,BEACON HOMES PHASE II,2022,24,SAC_01341,MSA20220002,DEV_MSA20220002,MSA20220002,1,retain_current_development,not_approved,FALSE
SAQ_0665,DEV_MSA19920025,CEDAR CREEK APTS,1992,16,SAC_01342,MSA19920025,DEV_MSA19920025,MSA19920025,1,retain_current_development,not_approved,FALSE
SAQ_0665,DEV_MSA19920150,WESTSIDE APTS,1992,32,SAC_01343,MSA19920150,DEV_MSA19920150,MSA19920150,1,retain_current_development,not_approved,FALSE
SAQ_0666,DEV_MSA19990110,PINEVIEW ESTATES PHASE I,1999,16,SAC_01344,MSA19990110,DEV_MSA19990110,MSA19990110,1,retain_current_development,not_approved,FALSE
SAQ_0666,DEV_MSA19990117,PINEVIEW HEIGHTS PHASE II,1999,20,SAC_01345,MSA19990117,DEV_MSA19990117,MSA19990117,1,retain_current_development,not_approved,FALSE
SAQ_0667,DEV_MSA20060010,AZALEA PARK APTS PHASE I,2006,96,SAC_01346,MSA20060010,DEV_MSA20060010,MSA20060010,1,retain_current_development,not_approved,FALSE
SAQ_0667,DEV_MSA20060015,AZALEA PARK APTS PHASE II,2006,40,SAC_01347,MSA20060015,DEV_MSA20060015,MSA20060015,1,retain_current_development,not_approved,FALSE
SAQ_0667,DEV_MSA20070005,AZALEA PARK APTS PHASE III,2007,40,SAC_01348,MSA20070005,DEV_MSA20070005,MSA20070005,1,retain_current_development,not_approved,FALSE
SAQ_0668,DEV_MSA19960060,ESCATAWAPA VILLAGE APTS,1996,32,SAC_01349,MSA19960060,DEV_MSA19960060,MSA19960060,1,retain_current_development,not_approved,FALSE
SAQ_0668,DEV_MSA20190006,ESCATAWPA VILLAGE APARTMENTS,2019,31,SAC_01350,MSA20190006,DEV_MSA20190006,MSA20190006,1,retain_current_development,not_approved,FALSE
SAQ_0669,DEV_MSA19880023,KINGSWOOD APTS,1988,24,SAC_01351,MSA19880023,DEV_MSA19880023,MSA19880023,1,retain_current_development,not_approved,FALSE
SAQ_0669,DEV_MSA19880108,KINGSWOOD APTS II,1988,24,SAC_01352,MSA19880108,DEV_MSA19880108,MSA19880108,1,retain_current_development,not_approved,FALSE
SAQ_0670,DEV_MSA19980031,LOWER WOODVILLE HEIGHTS I,1998,40,SAC_01353,MSA19980031,DEV_MSA19980031,MSA19980031,1,retain_current_development,not_approved,FALSE
SAQ_0670,DEV_MSA19980032,LOWER WOODVILLE HEIGHTS II,1998,20,SAC_01354,MSA19980032,DEV_MSA19980032,MSA19980032,1,retain_current_development,not_approved,FALSE
SAQ_0670,DEV_MSA20150015,LOWER WOODVILLE APARTMENTS,2015,60,SAC_01355,MSA20150015,DEV_MSA20150015,MSA20150015,1,retain_current_development,not_approved,FALSE
SAQ_0671,DEV_MSA00000004,BRITTANY ARMS APTS,,30,SAC_01356,MSA00000004,DEV_MSA00000004,MSA00000004,1,retain_current_development,not_approved,FALSE
SAQ_0671,DEV_MSA20010005,BRITTANY ARMS II,2001,40,SAC_01357,MSA20010005,DEV_MSA20010005,MSA20010005,1,retain_current_development,not_approved,FALSE
SAQ_0672,DEV_MSA20020018,HERITAGE PARK APTS PHASE I,2002,48,SAC_01358,MSA20020018,DEV_MSA20020018,MSA20020018,1,retain_current_development,not_approved,FALSE
SAQ_0672,DEV_MSA20020019,HERITAGE PARK APTS PHASE II,2002,48,SAC_01359,MSA20020019,DEV_MSA20020019,MSA20020019,1,retain_current_development,not_approved,FALSE
SAQ_0673,DEV_MSA19980056,PLANTERSVILLE TOWNHOUSES,1998,30,SAC_01360,MSA19980056,DEV_MSA19980056,MSA19980056,1,retain_current_development,not_approved,FALSE
SAQ_0673,DEV_MSA20140150,WISTERIA APTS (PLANTERSVILLE),2014,30,SAC_01361,MSA20140150,DEV_MSA20140150,MSA20140150,1,retain_current_development,not_approved,FALSE
SAQ_0674,DEV_MSA19880021,EAST MAGNOLIA VILLIAGE APTS,1988,24,SAC_01362,MSA19880021,DEV_MSA19880021,MSA19880021,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0674,DEV_MSA19880101,EAST MAGNOLIA VILLAGE APTS,1988,24,SAC_01362,MSA19880101,DEV_MSA19880021,MSA19880021,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0675,DEV_MSA19940130,RICHLAND APTS,1994,48,SAC_01363,MSA19940130,DEV_MSA19940130,MSA19940130,1,retain_current_development,not_approved,FALSE
SAQ_0675,DEV_MSA20240008,RICHLAND GARDENS,2024,54,SAC_01364,MSA20240008,DEV_MSA20240008,MSA20240008,1,retain_current_development,not_approved,FALSE
SAQ_0676,DEV_MSA20030030,FOX RIDGE ESTATES II,2003,32,SAC_01365,MSA20030030,DEV_MSA20030030,MSA20030030,1,retain_current_development,not_approved,FALSE
SAQ_0676,DEV_MSA20030045,KIRBY ROAD ESTATES 00-01,2003,58,SAC_01366,MSA20030045,DEV_MSA20030045,MSA20030045,1,retain_current_development,not_approved,FALSE
SAQ_0676,DEV_MSA20030050,KIRBY ROAD ESTATES 01-02,2003,62,SAC_01367,MSA20030050,DEV_MSA20030050,MSA20030050,1,retain_current_development,not_approved,FALSE
SAQ_0676,DEV_MSA20030070,SHADY LANE II,2003,96,SAC_01368,MSA20030070,DEV_MSA20030070,MSA20030070,1,retain_current_development,not_approved,FALSE
SAQ_0677,DEV_MSA20020035,SANDHILL ARMS,2002,50,SAC_01369,MSA20020035,DEV_MSA20020035,MSA20020035,1,retain_current_development,not_approved,FALSE
SAQ_0677,DEV_MSA20020040,SOUTHGATE ARMS,2002,74,SAC_01370,MSA20020040,DEV_MSA20020040,MSA20020040,1,retain_current_development,not_approved,FALSE
SAQ_0678,DEV_MSA20040005,CHANDLER PARK APTS I,2004,98,SAC_01371,MSA20040005,DEV_MSA20040005,MSA20040005,1,retain_current_development,not_approved,FALSE
SAQ_0678,DEV_MSA20040010,CHANDLER PARK APTS II,2004,70,SAC_01372,MSA20040010,DEV_MSA20040010,MSA20040010,1,retain_current_development,not_approved,FALSE
SAQ_0679,DEV_MSA19910208,SUNFLOWER RIVER APTS,1991,24,SAC_01373,MSA19910208,DEV_MSA19910208,MSA19910208,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0679,DEV_MSA20210029,SUNFLOWER RIVER APARTMENTS,2021,24,SAC_01373,MSA20210029,DEV_MSA19910208,MSA19910208,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0680,DEV_MSA19990005,ACADEMY HEIGHTS,1999,40,SAC_01374,MSA19990005,DEV_MSA19990005,MSA19990005,1,retain_current_development,not_approved,FALSE
SAQ_0680,DEV_MSA20020005,ACADEMY HEIGHTS II,2002,24,SAC_01375,MSA20020005,DEV_MSA20020005,MSA20020005,1,retain_current_development,not_approved,FALSE
SAQ_0681,DEV_MSA20160001,BARLEY COURT PHASE I,2016,52,SAC_01376,MSA20160001,DEV_MSA20160001,MSA20160001,1,retain_current_development,not_approved,FALSE
SAQ_0681,DEV_MSA20160002,BARLEY COURT PHASE II,2016,48,SAC_01377,MSA20160002,DEV_MSA20160002,MSA20160002,1,retain_current_development,not_approved,FALSE
SAQ_0682,DEV_MSA20140020,CARR CENTRAL APTS I,2014,36,SAC_01378,MSA20140020,DEV_MSA20140020,MSA20140020,1,retain_current_development,not_approved,FALSE
SAQ_0682,DEV_MSA20140030,CARR CENTRAL APTS II,2014,36,SAC_01379,MSA20140030,DEV_MSA20140030,MSA20140030,1,retain_current_development,not_approved,FALSE
SAQ_0683,DEV_MTA19980010,BIG SKY APARTMENTS - PHASE I,1998,24,SAC_01380,MTA19980010,DEV_MTA19980010,MTA19980010,1,retain_current_development,not_approved,FALSE
SAQ_0683,DEV_MTA19989002,BIG SKY APARTMENTS II,1998,12,SAC_01381,MTA19989002,DEV_MTA19989002,MTA19989002,1,retain_current_development,not_approved,FALSE
SAQ_0684,DEV_MTA20120015,CASCADE RIDGE SENIOR LIVING,2012,40,SAC_01382,MTA20120015,DEV_MTA20120015,MTA20120015,1,retain_current_development,not_approved,FALSE
SAQ_0684,DEV_MTA20160001,CASCADE RIDGE RESIDENCES II,2016,16,SAC_01383,MTA20160001,DEV_MTA20160001,MTA20160001,1,retain_current_development,not_approved,FALSE
SAQ_0685,DEV_NCA19940005,1000 PARKTHROUGH ST,1994,1,SAC_01384,NCA19940005,DEV_NCA19940005,NCA19940005,1,retain_current_development,not_approved,FALSE
SAQ_0685,DEV_NCA19949080,PWE 1000 PARKTHROUGH ST,1994,1,SAC_01385,NCA19949080,DEV_NCA19949080,NCA19949080,1,retain_current_development,not_approved,FALSE
SAQ_0686,DEV_NCA19940010,1002 PARKTHROUGH ST,1994,1,SAC_01386,NCA19940010,DEV_NCA19940010,NCA19940010,1,retain_current_development,not_approved,FALSE
SAQ_0686,DEV_NCA19949081,PWE 1002 PARKTHROUGH ST,1994,1,SAC_01387,NCA19949081,DEV_NCA19949081,NCA19949081,1,retain_current_development,not_approved,FALSE
SAQ_0687,DEV_NCA19940040,1008 PARKTHROUGH ST,1994,1,SAC_01388,NCA19940040,DEV_NCA19940040,NCA19940040,1,retain_current_development,not_approved,FALSE
SAQ_0687,DEV_NCA19949082,PWE 1008 PARKTHROUGH ST,1994,1,SAC_01389,NCA19949082,DEV_NCA19949082,NCA19949082,1,retain_current_development,not_approved,FALSE
SAQ_0688,DEV_NCA19940075,1014 PARKTHROUGH ST,1994,1,SAC_01390,NCA19940075,DEV_NCA19940075,NCA19940075,1,retain_current_development,not_approved,FALSE
SAQ_0688,DEV_NCA19949083,PWE 1014 PARKTHROUGH ST,1994,1,SAC_01391,NCA19949083,DEV_NCA19949083,NCA19949083,1,retain_current_development,not_approved,FALSE
SAQ_0689,DEV_NCA19940095,1018 PARKTHROUGH ST,1994,1,SAC_01392,NCA19940095,DEV_NCA19940095,NCA19940095,1,retain_current_development,not_approved,FALSE
SAQ_0689,DEV_NCA19949084,PWE 1018 PARKTHROUGH ST,1994,1,SAC_01393,NCA19949084,DEV_NCA19949084,NCA19949084,1,retain_current_development,not_approved,FALSE
SAQ_0690,DEV_NCA00000063,BOULEVARD PHASE II,,74,SAC_01394,NCA00000063,DEV_NCA00000063,NCA00000063,1,retain_current_development,not_approved,FALSE
SAQ_0690,DEV_NCA00000064,BOULEVARD SENIORS,,110,SAC_01395,NCA00000064,DEV_NCA00000064,NCA00000064,1,retain_current_development,not_approved,FALSE
SAQ_0691,DEV_NCA19880590,TV PROPERTIES,1988,2,SAC_01396,NCA19880590,DEV_NCA19880590,NCA19880590,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0691,DEV_NCA19890670,WINGATE AVENUE,1989,2,SAC_01396,NCA19890670,DEV_NCA19880590,NCA19880590,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0692,DEV_NCA19880595,TV PROPERTIES,1988,2,SAC_01397,NCA19880595,DEV_NCA19880595,NCA19880595,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0692,DEV_NCA19890665,WINGATE AVENUE,1989,2,SAC_01397,NCA19890665,DEV_NCA19880595,NCA19880595,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0693,DEV_NCA19880600,TV PROPERTIES,1988,2,SAC_01398,NCA19880600,DEV_NCA19880600,NCA19880600,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0693,DEV_NCA19890675,WINGATE AVENUE,1989,2,SAC_01398,NCA19890675,DEV_NCA19880600,NCA19880600,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0694,DEV_NCA19920025,318 CROMER ST,1992,1,SAC_01399,NCA19920025,DEV_NCA19920025,NCA19920025,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0694,DEV_NCA19929005,318 CROMER STREET,1992,1,SAC_01399,NCA19929005,DEV_NCA19920025,NCA19920025,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0695,DEV_NCA19950200,5623 WOODARD ST,1995,1,SAC_01400,NCA19950200,DEV_NCA19950200,NCA19950200,1,retain_current_development,not_approved,FALSE
SAQ_0695,DEV_NCA19959089,PWE 5623 WOODARD STREET,1995,1,SAC_01401,NCA19959089,DEV_NCA19959089,NCA19959089,1,retain_current_development,not_approved,FALSE
SAQ_0696,DEV_NCA19940440,MARTIN DUPLEX #2,1994,2,SAC_01402,NCA19940440,DEV_NCA19940440,NCA19940440,1,retain_current_development,not_approved,FALSE
SAQ_0696,DEV_NCA19949076,MARTIN #2 DUPLEX,1994,2,SAC_01403,NCA19949076,DEV_NCA19949076,NCA19949076,1,retain_current_development,not_approved,FALSE
SAQ_0697,DEV_NCA19920115,BROWN BLVD APTS,1992,1,SAC_01404,NCA19920115,DEV_NCA19920115,NCA19920115,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0697,DEV_NCA19929077,PWE BROWN BLVD APTS,1992,1,SAC_01404,NCA19929077,DEV_NCA19920115,NCA19920115,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0698,DEV_NCA19930010,1621 EASTWOOD AVE,1993,1,SAC_01405,NCA19930010,DEV_NCA19930010,NCA19930010,1,retain_current_development,not_approved,FALSE
SAQ_0698,DEV_NCA19939054,PWN 1621 EASTWOOD AVE,1993,1,SAC_01406,NCA19939054,DEV_NCA19939054,NCA19939054,1,retain_current_development,not_approved,FALSE
SAQ_0699,DEV_NCA19930015,1630 ALICE AVE,1993,1,SAC_01407,NCA19930015,DEV_NCA19930015,NCA19930015,1,retain_current_development,not_approved,FALSE
SAQ_0699,DEV_NCA19939037,PWE 1630 ALICE AVE,1993,1,SAC_01408,NCA19939037,DEV_NCA19939037,NCA19939037,1,retain_current_development,not_approved,FALSE
SAQ_0700,DEV_NCA19920060,ALLEN STREET,1992,1,SAC_01409,NCA19920060,DEV_NCA19920060,NCA19920060,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0700,DEV_NCA19929076,PWE ALLEN STREET,1992,1,SAC_01409,NCA19929076,DEV_NCA19920060,NCA19920060,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0701,DEV_NCA19950010,1702 ALICE AVE,1995,1,SAC_01410,NCA19950010,DEV_NCA19950010,NCA19950010,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0701,DEV_NCA19959002,1702 ALICE AVENUE,1995,1,SAC_01410,NCA19959002,DEV_NCA19950010,NCA19950010,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0702,DEV_NCA19920020,2915 LIBERTY RD,1992,1,SAC_01411,NCA19920020,DEV_NCA19920020,NCA19920020,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0702,DEV_NCA19929004,2915 LIBERTY ROAD,1992,1,SAC_01411,NCA19929004,DEV_NCA19920020,NCA19920020,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0703,DEV_NCA19940165,3410 CALUMET PL,1994,3,SAC_01412,NCA19940165,DEV_NCA19940165,NCA19940165,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0703,DEV_NCA19949027,3410 CALUMET PLACE,1994,3,SAC_01412,NCA19949027,DEV_NCA19940165,NCA19940165,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0704,DEV_NCA19900255,IMAN PROPERTY,1990,1,SAC_01413,NCA19900255,DEV_NCA19900255,NCA19900255,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0704,DEV_NCA19909020,PWE IMAN PROPERTY,1990,1,SAC_01413,NCA19909020,DEV_NCA19900255,NCA19900255,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0705,DEV_NCA19950185,3837 W AVE,1995,1,SAC_01414,NCA19950185,DEV_NCA19950185,NCA19950185,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0705,DEV_NCA19959036,3837 WEST AVENUE,1995,1,SAC_01414,NCA19959036,DEV_NCA19950185,NCA19950185,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0706,DEV_NCA19910295,MARQUIS STREET,1991,3,SAC_01415,NCA19910295,DEV_NCA19910295,NCA19910295,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0706,DEV_NCA19919059,PWN MARQUIS STREET,1991,3,SAC_01415,NCA19919059,DEV_NCA19910295,NCA19910295,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0707,DEV_NCA19920030,4410 ANDERSON ST,1992,1,SAC_01416,NCA19920030,DEV_NCA19920030,NCA19920030,1,retain_current_development,not_approved,FALSE
SAQ_0707,DEV_NCA19929082,PWN 4410 ANDERSON ST,1992,1,SAC_01417,NCA19929082,DEV_NCA19929082,NCA19929082,1,retain_current_development,not_approved,FALSE
SAQ_0708,DEV_NCA19940205,728 ROBERSON ST,1994,1,SAC_01418,NCA19940205,DEV_NCA19940205,NCA19940205,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0708,DEV_NCA19949034,728 ROBERSON STREET,1994,1,SAC_01418,NCA19949034,DEV_NCA19940205,NCA19940205,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0709,DEV_NCA19900275,KENWORTH SENIOR CITIZENS CENTER,1990,37,SAC_01419,NCA19900275,DEV_NCA19900275,NCA19900275,1,retain_current_development,not_approved,FALSE
SAQ_0709,DEV_NCA19910240,KENWORTH SENIOR CENTER PHASE II,1991,18,SAC_01420,NCA19910240,DEV_NCA19910240,NCA19910240,1,retain_current_development,not_approved,FALSE
SAQ_0710,DEV_NCA19920325,LEONARD RENTAL UNIT,1992,1,SAC_01421,NCA19920325,DEV_NCA19920325,NCA19920325,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0710,DEV_NCA19929083,PWN LEONARD RENTAL UNIT,1992,1,SAC_01421,NCA19929083,DEV_NCA19920325,NCA19920325,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0711,DEV_NCA19900295,LHS APTS,1990,44,SAC_01422,NCA19900295,DEV_NCA19900295,NCA19900295,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0711,DEV_NCA19909091,LHS APARTMENTS,1990,44,SAC_01422,NCA19909091,DEV_NCA19900295,NCA19900295,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0712,DEV_NCA19930025,1924 TISCHER RD,1993,1,SAC_01423,NCA19930025,DEV_NCA19930025,NCA19930025,1,retain_current_development,not_approved,FALSE
SAQ_0712,DEV_NCA19939038,PWE 1924 TISCHER RD,1993,1,SAC_01424,NCA19939038,DEV_NCA19939038,NCA19939038,1,retain_current_development,not_approved,FALSE
SAQ_0713,DEV_NCA19930040,1929 TISCHER RD,1993,1,SAC_01425,NCA19930040,DEV_NCA19930040,NCA19930040,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0713,DEV_NCA19939005,1929 TISCHER ROAD,1993,1,SAC_01425,NCA19939005,DEV_NCA19930040,NCA19930040,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0714,DEV_NCA0000X202,SUMNER POINTE,,96,SAC_01426,NCA0000X202,DEV_NCA0000X202,NCA0000X202,1,retain_current_development,not_approved,FALSE
SAQ_0714,DEV_NCA0000X205,THE POINTE AT TOWN CENTER,,144,SAC_01427,NCA0000X205,DEV_NCA0000X205,NCA0000X205,1,retain_current_development,not_approved,FALSE
SAQ_0714,DEV_NCA0000X249,SUMNER POINTE II,,96,SAC_01428,NCA0000X249,DEV_NCA0000X249,NCA0000X249,1,retain_current_development,not_approved,FALSE
SAQ_0714,DEV_NCA0000X252,THE POINTE AT TOWN CENTER II,,120,SAC_01429,NCA0000X252,DEV_NCA0000X252,NCA0000X252,1,retain_current_development,not_approved,FALSE
SAQ_0715,DEV_NCA19970110,5418 TALSERWOOD DR,1997,1,SAC_01430,NCA19970110,DEV_NCA19970110,NCA19970110,1,retain_current_development,not_approved,FALSE
SAQ_0715,DEV_NCA19979050,PWE 5418 TALSERWOOD DRIVE,1997,1,SAC_01431,NCA19979050,DEV_NCA19979050,NCA19979050,1,retain_current_development,not_approved,FALSE
SAQ_0716,DEV_NCA19970115,5421 TALSERWOOD DR,1997,1,SAC_01432,NCA19970115,DEV_NCA19970115,NCA19970115,1,retain_current_development,not_approved,FALSE
SAQ_0716,DEV_NCA19979051,PWN 5421 TALSERWOOD DRIVE,1997,1,SAC_01433,NCA19979051,DEV_NCA19979051,NCA19979051,1,retain_current_development,not_approved,FALSE
SAQ_0717,DEV_NCA19900610,SKEETER CREEK APTS,1990,6,SAC_01434,NCA19900610,DEV_NCA19900610,NCA19900610,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0717,DEV_NCA19909021,PWE SKEETER CREEK APTS,1990,6,SAC_01434,NCA19909021,DEV_NCA19900610,NCA19900610,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0718,DEV_NCA19940180,617 CAROLINA AVE,1994,1,SAC_01435,NCA19940180,DEV_NCA19940180,NCA19940180,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0718,DEV_NCA19949029,617 CAROLINA AVENUE,1994,1,SAC_01435,NCA19949029,DEV_NCA19940180,NCA19940180,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0719,DEV_NCA19940185,619 CAROLINA AVE,1994,1,SAC_01436,NCA19940185,DEV_NCA19940185,NCA19940185,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0719,DEV_NCA19949030,619 CAROLINA AVENUE,1994,1,SAC_01436,NCA19949030,DEV_NCA19940185,NCA19940185,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0720,DEV_NCA19940190,621 CAROLINA AVE,1994,1,SAC_01437,NCA19940190,DEV_NCA19940190,NCA19940190,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0720,DEV_NCA19949031,621 CAROLINA AVENUE,1994,1,SAC_01437,NCA19949031,DEV_NCA19940190,NCA19940190,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0721,DEV_NCA19950205,623 CAROLINA AVE,1995,1,SAC_01438,NCA19950205,DEV_NCA19950205,NCA19950205,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0721,DEV_NCA19959039,623 CAROLINA AVENUE,1995,1,SAC_01438,NCA19959039,DEV_NCA19950205,NCA19950205,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0722,DEV_NCA19950225,8107 FARMLEA CIR,1995,1,SAC_01439,NCA19950225,DEV_NCA19950225,NCA19950225,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0722,DEV_NCA19959043,8107 FARMLEA CIRCLE,1995,1,SAC_01439,NCA19959043,DEV_NCA19950225,NCA19950225,2,merge_to_review_cluster,not_approved,FALSE
SAQ_0723,DEV_NCA19950230,8109 FARMLEA CIR,1995,1,SAC_01440,NCA19950230,DEV_NCA19950230,NCA19950230,2,merge_to_review_cluster,not_approved,FALSE
