source_file,source_url,retrieved_on,bytes,sha256,purpose
ihcda_lihtc_landing_page.html,https://www.in.gov/ihcda/developers/rental-housing-tax-credits-rhtc/,2026-08-12,60748,545dc70de4fa1c9852752c8b6f3d986ac2f604528d1dfb3f2a2e31cb6e7d5b60,Official IHCDA page linking the existing LIHTC properties workbook
