reviewed_component_id,compound_address_question_id,development_site_id,development_id,reviewed_component_rank,reviewed_component_street,reviewed_component_city,reviewed_component_state,reviewed_component_zip,parser_class,proposed_component_key,collision_with_another_proposal,collision_with_existing_site,existing_site_id,component_decision,component_reason,reviewed_on,submission_approval
CAQ_02089_REVIEWED_01,CAQ_02089,DEV_NEA20200011_SITE_0020,DEV_NEA20200011,1,710 E. 20TH STREET,YORK,NE,,complete_number_list_shared_street_tail,710 E. 20TH STREET|YORK|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02089_REVIEWED_02,CAQ_02089,DEV_NEA20200011_SITE_0020,DEV_NEA20200011,2,714 E. 20TH STREET,YORK,NE,,complete_number_list_shared_street_tail,714 E. 20TH STREET|YORK|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02090_REVIEWED_01,CAQ_02090,DEV_NEA20200011_SITE_0021,DEV_NEA20200011,1,718 E. 20TH STREET,YORK,NE,,complete_number_list_shared_street_tail,718 E. 20TH STREET|YORK|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02090_REVIEWED_02,CAQ_02090,DEV_NEA20200011_SITE_0021,DEV_NEA20200011,2,722 E. 20TH STREET,YORK,NE,,complete_number_list_shared_street_tail,722 E. 20TH STREET|YORK|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02091_REVIEWED_01,CAQ_02091,DEV_NEA20200011_SITE_0022,DEV_NEA20200011,1,719 E. 20TH STREET,YORK,NE,,complete_number_list_shared_street_tail,719 E. 20TH STREET|YORK|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02091_REVIEWED_02,CAQ_02091,DEV_NEA20200011_SITE_0022,DEV_NEA20200011,2,723 E. 20TH STREET,YORK,NE,,complete_number_list_shared_street_tail,723 E. 20TH STREET|YORK|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02092_REVIEWED_01,CAQ_02092,DEV_NEA20200011_SITE_0023,DEV_NEA20200011,1,727 E. 20TH STREET,YORK,NE,,complete_number_list_shared_street_tail,727 E. 20TH STREET|YORK|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02092_REVIEWED_02,CAQ_02092,DEV_NEA20200011_SITE_0023,DEV_NEA20200011,2,731 E. 20TH STREET,YORK,NE,,complete_number_list_shared_street_tail,731 E. 20TH STREET|YORK|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02093_REVIEWED_01,CAQ_02093,DEV_NEA20200011_SITE_0024,DEV_NEA20200011,1,735 E. 20TH STREET,YORK,NE,,complete_number_list_shared_street_tail,735 E. 20TH STREET|YORK|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02093_REVIEWED_02,CAQ_02093,DEV_NEA20200011_SITE_0024,DEV_NEA20200011,2,739 E. 20TH STREET,YORK,NE,,complete_number_list_shared_street_tail,739 E. 20TH STREET|YORK|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02110_REVIEWED_01,CAQ_02110,DEV_NEA20231013_SITE_0001,DEV_NEA20231013,1,1001 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1001 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02110_REVIEWED_02,CAQ_02110,DEV_NEA20231013_SITE_0001,DEV_NEA20231013,2,1003 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1003 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02111_REVIEWED_01,CAQ_02111,DEV_NEA20231013_SITE_0002,DEV_NEA20231013,1,1001 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1001 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02111_REVIEWED_02,CAQ_02111,DEV_NEA20231013_SITE_0002,DEV_NEA20231013,2,1003 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1003 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02112_REVIEWED_01,CAQ_02112,DEV_NEA20231013_SITE_0003,DEV_NEA20231013,1,1005 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1005 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02112_REVIEWED_02,CAQ_02112,DEV_NEA20231013_SITE_0003,DEV_NEA20231013,2,1007 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1007 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02113_REVIEWED_01,CAQ_02113,DEV_NEA20231013_SITE_0004,DEV_NEA20231013,1,1009 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1009 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02113_REVIEWED_02,CAQ_02113,DEV_NEA20231013_SITE_0004,DEV_NEA20231013,2,1011 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1011 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02114_REVIEWED_01,CAQ_02114,DEV_NEA20231013_SITE_0005,DEV_NEA20231013,1,1009 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1009 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02114_REVIEWED_02,CAQ_02114,DEV_NEA20231013_SITE_0005,DEV_NEA20231013,2,1011 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1011 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02115_REVIEWED_01,CAQ_02115,DEV_NEA20231013_SITE_0006,DEV_NEA20231013,1,1010 E. 17TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1010 E. 17TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02115_REVIEWED_02,CAQ_02115,DEV_NEA20231013_SITE_0006,DEV_NEA20231013,2,1012 E. 17TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1012 E. 17TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02116_REVIEWED_01,CAQ_02116,DEV_NEA20231013_SITE_0007,DEV_NEA20231013,1,1013 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1013 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02116_REVIEWED_02,CAQ_02116,DEV_NEA20231013_SITE_0007,DEV_NEA20231013,2,1015 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1015 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02117_REVIEWED_01,CAQ_02117,DEV_NEA20231013_SITE_0008,DEV_NEA20231013,1,1013 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1013 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02117_REVIEWED_02,CAQ_02117,DEV_NEA20231013_SITE_0008,DEV_NEA20231013,2,1015 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1015 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02118_REVIEWED_01,CAQ_02118,DEV_NEA20231013_SITE_0009,DEV_NEA20231013,1,1014 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1014 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02118_REVIEWED_02,CAQ_02118,DEV_NEA20231013_SITE_0009,DEV_NEA20231013,2,1016 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1016 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02119_REVIEWED_01,CAQ_02119,DEV_NEA20231013_SITE_0010,DEV_NEA20231013,1,1101 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1101 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02119_REVIEWED_02,CAQ_02119,DEV_NEA20231013_SITE_0010,DEV_NEA20231013,2,1103 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1103 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02120_REVIEWED_01,CAQ_02120,DEV_NEA20231013_SITE_0011,DEV_NEA20231013,1,1101 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1101 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02120_REVIEWED_02,CAQ_02120,DEV_NEA20231013_SITE_0011,DEV_NEA20231013,2,1103 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1103 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02121_REVIEWED_01,CAQ_02121,DEV_NEA20231013_SITE_0012,DEV_NEA20231013,1,1102 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1102 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02121_REVIEWED_02,CAQ_02121,DEV_NEA20231013_SITE_0012,DEV_NEA20231013,2,1104 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1104 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02123_REVIEWED_01,CAQ_02123,DEV_NEA20231013_SITE_0014,DEV_NEA20231013,1,1105 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1105 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02123_REVIEWED_02,CAQ_02123,DEV_NEA20231013_SITE_0014,DEV_NEA20231013,2,1107 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1107 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02125_REVIEWED_01,CAQ_02125,DEV_NEA20231013_SITE_0016,DEV_NEA20231013,1,1106 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1106 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02125_REVIEWED_02,CAQ_02125,DEV_NEA20231013_SITE_0016,DEV_NEA20231013,2,1108 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1108 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02126_REVIEWED_01,CAQ_02126,DEV_NEA20231013_SITE_0017,DEV_NEA20231013,1,1106 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1106 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02126_REVIEWED_02,CAQ_02126,DEV_NEA20231013_SITE_0017,DEV_NEA20231013,2,1108 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1108 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02127_REVIEWED_01,CAQ_02127,DEV_NEA20231013_SITE_0018,DEV_NEA20231013,1,1109 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1109 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02127_REVIEWED_02,CAQ_02127,DEV_NEA20231013_SITE_0018,DEV_NEA20231013,2,1111 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1111 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02128_REVIEWED_01,CAQ_02128,DEV_NEA20231013_SITE_0019,DEV_NEA20231013,1,1109 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1109 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02128_REVIEWED_02,CAQ_02128,DEV_NEA20231013_SITE_0019,DEV_NEA20231013,2,1111 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1111 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02129_REVIEWED_01,CAQ_02129,DEV_NEA20231013_SITE_0020,DEV_NEA20231013,1,1110 E. 17TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1110 E. 17TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02129_REVIEWED_02,CAQ_02129,DEV_NEA20231013_SITE_0020,DEV_NEA20231013,2,1112 E. 17TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1112 E. 17TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02130_REVIEWED_01,CAQ_02130,DEV_NEA20231013_SITE_0021,DEV_NEA20231013,1,1110 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1110 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02130_REVIEWED_02,CAQ_02130,DEV_NEA20231013_SITE_0021,DEV_NEA20231013,2,1112 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1112 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02131_REVIEWED_01,CAQ_02131,DEV_NEA20231013_SITE_0022,DEV_NEA20231013,1,1113 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1113 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02131_REVIEWED_02,CAQ_02131,DEV_NEA20231013_SITE_0022,DEV_NEA20231013,2,1115 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1115 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02132_REVIEWED_01,CAQ_02132,DEV_NEA20231013_SITE_0023,DEV_NEA20231013,1,1113 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1113 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02132_REVIEWED_02,CAQ_02132,DEV_NEA20231013_SITE_0023,DEV_NEA20231013,2,1115 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1115 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02133_REVIEWED_01,CAQ_02133,DEV_NEA20231013_SITE_0024,DEV_NEA20231013,1,1114 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1114 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02133_REVIEWED_02,CAQ_02133,DEV_NEA20231013_SITE_0024,DEV_NEA20231013,2,1116 E. 6TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1116 E. 6TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02134_REVIEWED_01,CAQ_02134,DEV_NEA20231013_SITE_0025,DEV_NEA20231013,1,1114 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1114 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02134_REVIEWED_02,CAQ_02134,DEV_NEA20231013_SITE_0025,DEV_NEA20231013,2,1116 E. 7TH STREET,LEXINGTON,NE,,complete_number_list_shared_street_tail,1116 E. 7TH STREET|LEXINGTON|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02135_REVIEWED_01,CAQ_02135,DEV_NEA20231015_SITE_0001,DEV_NEA20231015,1,7301 PONDEROSA DRIVE,PAPILLION,NE,68046-0000,complete_number_list_shared_street_tail,7301 PONDEROSA DRIVE|PAPILLION|NE|68046-0000,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02135_REVIEWED_02,CAQ_02135,DEV_NEA20231015_SITE_0001,DEV_NEA20231015,2,7307 PONDEROSA DRIVE,PAPILLION,NE,68046-0000,complete_number_list_shared_street_tail,7307 PONDEROSA DRIVE|PAPILLION|NE|68046-0000,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02136_REVIEWED_01,CAQ_02136,DEV_NEA20240002_SITE_0002,DEV_NEA20240002,1,2876 ANGELS SHARE DRIVE,BLAIR,NE,68008-0000,complete_number_list_shared_street_tail,2876 ANGELS SHARE DRIVE|BLAIR|NE|68008-0000,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02136_REVIEWED_02,CAQ_02136,DEV_NEA20240002_SITE_0002,DEV_NEA20240002,2,2854 ANGELS SHARE DRIVE,BLAIR,NE,68008-0000,complete_number_list_shared_street_tail,2854 ANGELS SHARE DRIVE|BLAIR|NE|68008-0000,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02137_REVIEWED_01,CAQ_02137,DEV_NEA20240008_SITE_0001,DEV_NEA20240008,1,816 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,816 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02137_REVIEWED_02,CAQ_02137,DEV_NEA20240008_SITE_0001,DEV_NEA20240008,2,818 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,818 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02138_REVIEWED_01,CAQ_02138,DEV_NEA20240008_SITE_0003,DEV_NEA20240008,1,820 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,820 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02138_REVIEWED_02,CAQ_02138,DEV_NEA20240008_SITE_0003,DEV_NEA20240008,2,822 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,822 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02139_REVIEWED_01,CAQ_02139,DEV_NEA20240008_SITE_0004,DEV_NEA20240008,1,903 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,903 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02139_REVIEWED_02,CAQ_02139,DEV_NEA20240008_SITE_0004,DEV_NEA20240008,2,905 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,905 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02140_REVIEWED_01,CAQ_02140,DEV_NEA20240008_SITE_0005,DEV_NEA20240008,1,904 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,904 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02140_REVIEWED_02,CAQ_02140,DEV_NEA20240008_SITE_0005,DEV_NEA20240008,2,906 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,906 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02141_REVIEWED_01,CAQ_02141,DEV_NEA20240008_SITE_0006,DEV_NEA20240008,1,908 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,908 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02141_REVIEWED_02,CAQ_02141,DEV_NEA20240008_SITE_0006,DEV_NEA20240008,2,910 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,910 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02142_REVIEWED_01,CAQ_02142,DEV_NEA20240008_SITE_0007,DEV_NEA20240008,1,909 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,909 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02142_REVIEWED_02,CAQ_02142,DEV_NEA20240008_SITE_0007,DEV_NEA20240008,2,911 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,911 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02143_REVIEWED_01,CAQ_02143,DEV_NEA20240008_SITE_0008,DEV_NEA20240008,1,912 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,912 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02143_REVIEWED_02,CAQ_02143,DEV_NEA20240008_SITE_0008,DEV_NEA20240008,2,914 MATSON STREET,AURORA,NE,,complete_number_list_shared_street_tail,914 MATSON STREET|AURORA|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02144_REVIEWED_01,CAQ_02144,DEV_NEA20240010_SITE_0001,DEV_NEA20240010,1,1910 TRINITY ST,GRAND ISLAND,NE,,complete_number_list_shared_street_tail,1910 TRINITY ST|GRAND ISLAND|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02144_REVIEWED_02,CAQ_02144,DEV_NEA20240010_SITE_0001,DEV_NEA20240010,2,1914 TRINITY ST,GRAND ISLAND,NE,,complete_number_list_shared_street_tail,1914 TRINITY ST|GRAND ISLAND|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02145_REVIEWED_01,CAQ_02145,DEV_NEA20240010_SITE_0002,DEV_NEA20240010,1,1922 TRINITY ST,GRAND ISLAND,NE,,complete_number_list_shared_street_tail,1922 TRINITY ST|GRAND ISLAND|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02145_REVIEWED_02,CAQ_02145,DEV_NEA20240010_SITE_0002,DEV_NEA20240010,2,1926 TRINITY ST,GRAND ISLAND,NE,,complete_number_list_shared_street_tail,1926 TRINITY ST|GRAND ISLAND|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_02146_REVIEWED_01,CAQ_02146,DEV_NEA20240010_SITE_0003,DEV_NEA20240010,1,1932 TRINITY ST,GRAND ISLAND,NE,,complete_number_list_shared_street_tail,1932 TRINITY ST|GRAND ISLAND|NE|,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
