mixed_site_question_id,development_id,development_name,development_anchor_hud_id,first_pis_year,last_pis_year,episode_unit_count_max,n_units_development,complete_site_key_examples,review_cluster_id,adjudicated_development_id,adjudicated_development_anchor_hud_id,n_review_cluster_members,cluster_status,member_action,episode_to_property_bridge_status,shared_geocoding_query_decision,source_rows_changed
MSIR_0070,DEV_NJA20120806,WYNDHURST AT PLAINSBORO,NJA20120806,2012,2012,126,126,NJ|900 WYNDHURST DR|PLAINSBORO | NJ|900 WYNDHURST DR|PLAINSBORO TWP,MSIC_00082,DEV_NJA20120806,NJA20120806,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0070,DEV_NJA20123160,WYNDHURST AT PLAINSBORO -#259,NJA20123160,2012,2012,126,126,NJ|900 WYNDHURST DR|PLAINSBORO,MSIC_00082,DEV_NJA20120806,NJA20120806,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0071,DEV_NVA20110010,CORONADO DR APTS,NVA20110010,2011,2011,60,60,NV|500 N MAJOR AVE|HENDERSON,MSIC_00083,DEV_NVA20110010,NVA20110010,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0071,DEV_NVA20114001,CORONADO DRIVE APARTMENTS,NVA20114001,2011,2011,60,60,NV|500 N MAJOR AVE|HENDERSON | NV|CORNER OF CORONADO AND|HENDERSON,MSIC_00083,DEV_NVA20110010,NVA20110010,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0072,DEV_NVA20020015,FOURTH STREET I,NVA20020015,2002,2002,20,20,NV|801 E FOURTH ST|RENO,MSIC_00084,DEV_NVA20020015,NVA20020015,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0072,DEV_NVA20020020,FOURTH STREET II,NVA20020020,2002,2002,30,30,NV|801 E FOURTH ST|RENO,MSIC_00085,DEV_NVA20020020,NVA20020020,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0072,DEV_NVA20029004,FOURTH STREET PROJECT II,NVA20029004,2002,2002,30,30,NV|450 N WELLS AVE|RENO | NV|801 E FOURTH ST|RENO,MSIC_00086,DEV_NVA20029004,NVA20029004,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0072,DEV_NVA20190011,PLAZA AT 4TH STREET,NVA20190011,2019,2019,73,73,NV|450 N WELLS AVE|RENO,MSIC_00087,DEV_NVA20190011,NVA20190011,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0073,DEV_NVA19980075,WILLOWBROOK APTS III,NVA19980075,1998,1998,20,20,NV|1648 MIDAS DR|WINNEMUCCA,MSIC_00088,DEV_NVA19980075,NVA19980075,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0073,DEV_NVA19989009,WILLOWBROOK III APARTMENTS,NVA19989009,1998,1998,20,20,NV|1648 MIDAS DR BLDG 4|WINNEMUCCA | NV|1648 MIDAS DR BLDG A|WINNEMUCCA | NV|1648 MIDAS DR BLDG C|WINNEMUCCA | NV|1648 MIDAS DR BLDG F|WINNEMUCCA | NV|1648 MIDAS DR|WINNEMUCCA | NV|1648 MIDAS|WINNEMUCCA,MSIC_00088,DEV_NVA19980075,NVA19980075,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0074,DEV_NYC20090008,1405 FIFTH AVE APTS,NYC20090008,2009,2009,81,81,NY|1405 FIFTH AVE|NEW YORK,MSIC_00089,DEV_NYC20090008,NYC20090008,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0074,DEV_NYC20097002,1405 FIFTH AVENUE,NYC20097002,2009,2009,81,81,NY|1405 5TH AVE|NEW YORK | NY|1405 FIFTH AVE|NEW YORK | NY|3 E 115TH ST|NEW YORK | NY|6 E 116TH ST|NEW YORK,MSIC_00089,DEV_NYC20090008,NYC20090008,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0075,DEV_NYC20090317,BEACON,NYC20090317,2009,2009,168,168,NY|54 BRISTOL ST|BROOKLYN,MSIC_00090,DEV_NYC20090317,NYC20090317,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0075,DEV_NYC20090815,BRISTOL HOPKINSON LLC,NYC20090815,2009,2009,168,168,NY|445 HOPKINSON AVE|BROOKLYN | NY|54 BRISTOL ST|BROOKLYN,MSIC_00090,DEV_NYC20090317,NYC20090317,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0076,DEV_NYC20090320,CIENA,NYC20090320,2009,2009,81,81,NY|314 E 100TH ST|NEW YORK,MSIC_00091,DEV_NYC20090320,NYC20090320,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0076,DEV_NYC20110823,HOBBS CIENA APTS,NYC20110823,2011,2011,81,81,NY|305 E 102ND ST|NEW YORK | NY|314 E 100TH ST|NEW YORK | NY|315 E 102ND ST|NEW YORK,MSIC_00091,DEV_NYC20090320,NYC20090320,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0076,DEV_NYC20110822,HOBBS COURT,NYC20110822,2011,2011,884,884,NY|315 E 102ND ST|NEW YORK,MSIC_00092,DEV_NYC20110822,NYC20110822,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0076,DEV_NYC20110841,HOBBS CIENA APARTMENTS,NYC20110841,2011,2011,340,340,NY|314 E 100TH ST|NEW YORK | NY|315 E 102ND ST|NEW YORK,MSIC_00093,NOT_APPLICABLE_NONPHYSICAL_UMBRELLA,NOT_APPLICABLE,1,nonphysical_financing_umbrella_requires_bridge,retain_for_episode_to_property_bridge,required_unresolved,not_approved,FALSE
MSIR_0077,DEV_NYC20100065,CONCORD COURT & SEASIDE PLAZA APTS,NYC20100065,2010,2010,430,430,NY|18 FATHER CAPODANNO BLVD|STATEN ISLAND,MSIC_00094,DEV_NYC20100065,NYC20100065,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0077,DEV_NYC20110843,SEASIDE CONCORD APARTMENTS,NYC20110843,2011,2011,430,430,NY|18 FATHER CAPODANNO BLVD|STATEN ISLAND | NY|20 FATHER CAPODANNO BLVD|STATEN ISLAND | NY|55 BOWEN ST|STATEN ISLAND,MSIC_00094,DEV_NYC20100065,NYC20100065,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0078,DEV_NYC20060009,"COURTLANDT AVENUE ASSOCIATES, LP",NYC20060009,2006,2006,167,167,NY|303 E 158TH ST|BRONX | NY|320 E 159TH ST|BRONX,MSIC_00095,DEV_NYC20060009,NYC20060009,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0078,DEV_NYC20060806,COURTLANDT AVENUE APTS,NYC20060806,2006,2006,167,167,NY|320 E 159TH ST|BRONX,MSIC_00095,DEV_NYC20060009,NYC20060009,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0079,DEV_NYC20070170,OGDEN AVENUE APTS II,NYC20070170,2007,2007,59,59,NY|1457 OGDEN AVE|BRONX,MSIC_00096,DEV_NYC20070170,NYC20070170,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0079,DEV_NYC20070813,CROSS BRONX LP,NYC20070813,2007,2007,59,59,NY|1457 1471 OGDEN AVE|BRONX | NY|1457 OGDEN AVE|BRONX,MSIC_00096,DEV_NYC20070170,NYC20070170,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0080,DEV_NYC20120050,GATEWAY ELTON STREET PHASE I,NYC20120050,2012,2012,197,197,NY|1149 ELTON ST|BROOKLYN,MSIC_00097,DEV_NYC20120050,NYC20120050,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0080,DEV_NYC20120854,GATEWAY ELTON,NYC20120854,2012,2012,197,197,NY|1149 ELTON ST|BROOKLYN | NY|1152 ELTON ST|BROOKLYN | NY|1165 ELTON ST|BROOKLYN | NY|1166 ELTON ST|BROOKLYN,MSIC_00097,DEV_NYC20120050,NYC20120050,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0081,DEV_NYC20070245,PLAZA RESIDENCES I,NYC20070245,2007,2007,66,66,NY|37 NEW LOTS AVE|BROOKLYN,MSIC_00098,DEV_NYC20070245,NYC20070245,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0081,DEV_NYC20080812,PLAZA RESIDENCES,NYC20080812,2008,2008,385,385,NY|23 25 NEW LOTS AVE|BROOKLYN | NY|230 232 LOTT AVE|BROOKLYN | NY|240 242 LOTT AVE|BROOKLYN | NY|250 252 LOTT AVE|BROOKLYN | NY|37 NEW LOTS AVE|BROOKLYN,MSIC_00098,DEV_NYC20070245,NYC20070245,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0082,DEV_NYC20120130,PRC WESTCHESTER AVENUE,NYC20120130,2012,2012,409,409,NY|985 SIMPSON ST|BRONX,MSIC_00099,DEV_NYC20120130,NYC20120130,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0082,DEV_NYC20120849,PRC WESTCHESTER,NYC20120849,2012,2012,409,409,NY|1000 SIMPSON ST|BRONX | NY|1075 LONGFELLOW AVE|BRONX | NY|1076 FAILE ST|BRONX | NY|1083 LONGFELLOW AVE|BRONX | NY|1240 WESTCHESTER AVE|BRONX | NY|975 SIMPSON ST|BRONX | NY|985 SIMPSON ST|BRONX | NY|995 SIMPSON ST|BRONX,MSIC_00099,DEV_NYC20120130,NYC20120130,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0083,DEV_NYC20080235,RIVERROCK APTS,NYC20080235,2008,2008,54,54,NY|774 ROCKAWAY AVE|BROOKLYN | NY|782 ROCKAWAY AVE|BROOKLYN,MSIC_00100,DEV_NYC20080235,NYC20080235,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0083,DEV_NYC20100833,RIVER ROCK LLC,NYC20100833,2010,2010,54,54,NY|774 ROCKAWAY AVE|BROOKLYN,MSIC_00100,DEV_NYC20080235,NYC20080235,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0084,DEV_NYC20100347,WEST 135TH STREET APTS,NYC20100347,2010,2010,198,198,NY|107 W 135TH ST|NEW YORK,MSIC_00101,DEV_NYC20100347,NYC20100347,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0084,DEV_NYC20100482,"WEST 135 STREET APARTMENTS, LLC",NYC20100482,2010,2010,198,198,NY|107 9 W 135TH ST|NEW YORK | NY|107 W 135TH ST|NEW YORK | NY|111 W 135TH ST|NEW YORK | NY|115 W 135TH ST|NEW YORK | NY|119 W 135TH ST|NEW YORK | NY|123 W 135TH ST|NEW YORK | NY|127 W 135TH ST|NEW YORK | NY|131 W 135TH ST|NEW YORK | NY|135 W 135TH ST|NEW YORK | NY|139 W 135TH ST|NEW YORK | NY|145 W 135TH ST|NEW YORK,MSIC_00101,DEV_NYC20100347,NYC20100347,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0085,DEV_OKA20160022,WILLOW GARDENS,OKA20160022,2016,2016,47,47,OK|400 ALEDO DR|BARTLESVILLE | OK|401 ALEDO DR|BARTLESVILLE | OK|402 ALEDO DR|BARTLESVILLE | OK|403 ALEDO DR|BARTLESVILLE | OK|404 ALEDO DR|BARTLESVILLE | OK|405 ALEDO DR|BARTLESVILLE | OK|406 ALEDO DR|BARTLESVILLE | OK|407 ALEDO DR|BARTLESVILLE | OK|409 ALEDO DR|BARTLESVILLE | OK|411 ALEDO DR|BARTLESVILLE | OK|413 ALEDO DR|BARTLESVILLE | OK|415 ALEDO DR|BARTLESVILLE | OK|417 ALEDO DR|BARTLESVILLE | OK|419 ALEDO DR|BARTLESVILLE | OK|421 ALEDO DR|BARTLESVILLE | OK|423 ALEDO DR|BARTLESVILLE | OK|425 ALEDO DR|BARTLESVILLE | OK|427 ALEDO DR|BARTLESVILLE | OK|500 LARCHMONT DR|BARTLESVILLE | OK|501 CUMBERLAND DR|BARTLESVILLE | OK|501 LARCHMONT DR|BARTLESVILLE | OK|502 LARCHMONT DR|BARTLESVILLE | OK|503 CUMBERLAND DR|BARTLESVILLE | OK|503 LARCHMONT DR|BARTLESVILLE | OK|504 LARCHMONT DR|BARTLESVILLE | OK|505 CUMBERLAND DR|BARTLESVILLE | OK|505 LARCHMONT DR|BARTLESVILLE | OK|506 LARCHMONT DR|BARTLESVILLE | OK|507 CUMBERLAND DR|BARTLESVILLE | OK|507 LARCHMONT DR|BARTLESVILLE | OK|508 LARCHMONT DR|BARTLESVILLE | OK|509 CUMBERLAND DR|BARTLESVILLE | OK|509 LARCHMONT DR|BARTLESVILLE | OK|510 LARCHMONT DR|BARTLESVILLE | OK|511 CUMBERLAND DR|BARTLESVILLE | OK|511 LARCHMONT DR|BARTLESVILLE | OK|512 LARCHMONT DR|BARTLESVILLE | OK|513 CUMBERLAND DR|BARTLESVILLE | OK|513 LARCHMONT DR|BARTLESVILLE | OK|514 LARCHMONT DR|BARTLESVILLE | OK|515 CUMBERLAND DR|BARTLESVILLE | OK|515 LARCHMONT DR|BARTLESVILLE | OK|517 CUMBERLAND DR|BARTLESVILLE | OK|517 LARCHMONT DR|BARTLESVILLE | OK|519 LARCHMONT DR|BARTLESVILLE | OK|521 LARCHMONT DR|BARTLESVILLE | OK|523 LARCHMONT DR|BARTLESVILLE | OK|606 HIGHLAND DR|BARTLESVILLE,MSIC_00102,DEV_OKA20160022,OKA20160022,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0085,DEV_OKA20167566,WILLOW GARDEN APTS,OKA20167566,2016,2016,47,47,OK|401 ALEDO DR|BARTLESVILLE,MSIC_00102,DEV_OKA20160022,OKA20160022,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0086,DEV_SCA20170009,SUMTER SENIOR APARTMENTS M15-SG450997,SCA20170009,2017,2017,30,30,SC|411 W LIBERTY ST|SUMTER,MSIC_00103,DEV_SCA20170009,SCA20170009,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0086,DEV_SCA20173019,SUMTER SENIOR APARTMENTS,SCA20173019,2017,2017,30,30,SC|405 W LIBERTY ST|SUMTER | SC|411 W LIBERTY ST|SUMTER,MSIC_00103,DEV_SCA20170009,SCA20170009,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0087,DEV_WAA20120818,"WW - JEFFERSON, THE",WAA20120818,2012,2012,40,40,WA|1206 E JEFFERSON ST|SEATTLE | WA|219 223 PONTIUS AVE N|SEATTLE | WA|685 NE TERRE VIEW DR|PULLMAN,MSIC_00104,DEV_WAA20120818,WAA20120818,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0087,DEV_WAA20130036,WILLIAMS APTS,WAA20130036,2013,2013,84,84,WA|219 223 PONTIUS AVE N|SEATTLE | WA|223 PONTIUS AVE N|SEATTLE,MSIC_00105,DEV_WAA20130036,WAA20130036,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0087,DEV_WAA20134034,WILLIAMS APARTMENTS,WAA20134034,2013,2013,84,84,WA|219 223 PONTIUS AVE N|SEATTLE,MSIC_00105,DEV_WAA20130036,WAA20130036,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
