mixed_site_question_id,development_id,development_name,development_anchor_hud_id,first_pis_year,last_pis_year,episode_unit_count_max,n_units_development,complete_site_key_examples,review_cluster_id,adjudicated_development_id,adjudicated_development_anchor_hud_id,n_review_cluster_members,cluster_status,member_action,episode_to_property_bridge_status,shared_geocoding_query_decision,source_rows_changed
MSIR_0035,DEV_NDA20060037,STANDING ROCK REHAB #13,NDA20060037,2006,2006,30,30,ND|1333 92ND ST|FORT YATES,MSIC_00043,DEV_NDA20060037,NDA20060037,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0035,DEV_NDA20070045,STANDING ROCK REHAB #15,NDA20070045,2007,2007,20,,ND|1333 92ND ST|FORT YATES | ND|UNIT 5102|FORT YATES | ND|UNIT 5106|FORT YATES | ND|UNIT 5110|FORT YATES | ND|UNIT 5131|FORT YATES | ND|UNIT 5132|FORT YATES | ND|UNIT 5133|FORT YATES | ND|UNIT 5134|FORT YATES | ND|UNIT 5135|FORT YATES | ND|UNIT 5191|FORT YATES | ND|UNIT 5277|FORT YATES | ND|UNIT 5285|FORT YATES | ND|UNIT 5432|FORT YATES | ND|UNIT 5566|FORT YATES | ND|UNIT 5575|FORT YATES | ND|UNIT 5633|FORT YATES | ND|UNIT 5637|FORT YATES | ND|UNIT 5640|FORT YATES | ND|UNIT 5700|FORT YATES | ND|UNIT 5701|FORT YATES,MSIC_00044,DEV_NDA20070045,NDA20070045,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0036,DEV_NDA20080025,STANDING ROCK REHAB #16,NDA20080025,2008,2008,20,20,ND|WARRIOR ST SIOUX VILG SUB|FORT YATES,MSIC_00045,DEV_NDA20080025,NDA20080025,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0036,DEV_NDA20089006,STANDING ROCK REHABILITATION PROJECT #16,NDA20089006,2008,2008,20,20,ND|2ND AVE CANNONBALL SUBDIVSION|CANNONBALL | ND|GALL AVE SIOUX VLG SUB|FORT YATES | ND|GOLDEN EAGLE AVE SIOUX VLG|FORT YATES | ND|GRASS ST SIOUX VLG SUB|FORT YATES | ND|HAWK AVE SIOUX VILG SUB|FORT YATES | ND|HAWK AVE SIOUX VLG SUB|FORT YATES | ND|HORSESHOE RD CANNONBALL SUB|CANNONBALL | ND|WARRIOR ST SIOUX VILG SUB|FORT YATES | ND|WARRIOR ST SIOUX VLG SUB|FORT YATES | ND|WOLF AVE SIOUX VILLAGE SUB|FORT YATES,MSIC_00045,DEV_NDA20080025,NDA20080025,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0037,DEV_NJA20059035,ADAMS STREET,NJA20059035,2005,2005,90,90,NJ|1118 ADAMS ST|HOBOKEN | NJ|1118 ADAMS ST|HOBOKEN CITY,MSIC_00046,DEV_NJA20059035,NJA20059035,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0037,DEV_NJA20059115,1118 ADAMS STREET #704,NJA20059115,2005,2005,90,90,NJ|1118 ADAMS ST|HOBOKEN,MSIC_00046,DEV_NJA20059035,NJA20059035,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0038,DEV_NJA19910015,COOPER ST APTS,NJA19910015,1991,1991,30,30,NJ|220 COOPER ST|CAMDEN,MSIC_00047,DEV_NJA19910015,NJA19910015,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0038,DEV_NJA19919001,220 COOPER STREET  #214,NJA19919001,1991,1991,30,30,NJ|220 COOPER ST|CAMDEN,MSIC_00047,DEV_NJA19910015,NJA19910015,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0038,DEV_NJA19919003,220 COOPER STREET,NJA19919003,1991,1991,30,30,NJ|220 COOPER ST|CAMDEN | NJ|220 COOPER ST|CAMDEN CITY,MSIC_00047,DEV_NJA19910015,NJA19910015,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0039,DEV_NJA20150001,999 BROAD PHASE II,NJA20150001,2015,2015,75,75,NJ|46 60 NEVADA ST|NEWARK | NJ|60 NEVADA ST|NEWARK,MSIC_00048,DEV_NJA20150001,NJA20150001,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0039,DEV_NJA20159001,60 NEVADA,NJA20159001,2015,2015,75,75,NJ|60 NEVADA ST|NEWARK,MSIC_00048,DEV_NJA20150001,NJA20150001,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0040,DEV_NJA20059002,ALLAIRE CROSSING #750,NJA20059002,2005,2005,66,66,NJ|2011 NEW BEDFORD RD|WALL,MSIC_00049,DEV_NJA20059002,NJA20059002,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0040,DEV_NJA20059146,"WALL SENIOR CITIZENS HOUSING, LP",NJA20059146,2005,2005,66,66,NJ|2011 NEW BEDFORD RD|WALL | NJ|2011 NEW BEDFORD RD|WALL TOWNSHIP,MSIC_00049,DEV_NJA20059002,NJA20059002,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0041,DEV_NJA20060125,ANTIOCH MANOR,NJA20060125,2006,2006,64,64,NJ|1820 VAN BUREN ST|CAMDEN,MSIC_00050,DEV_NJA20060125,NJA20060125,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0041,DEV_NJA20069001,ANTIOCH MANOR #723,NJA20069001,2006,2006,64,64,NJ|1820 VAN BUREN ST|CAMDEN,MSIC_00050,DEV_NJA20060125,NJA20060125,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0041,DEV_NJA20069034,ANTIOCH MANOR - PHASE I,NJA20069034,2006,2006,64,,NJ|1820 VAN BUREN ST|CAMDEN | NJ|1820 VAN BUREN ST|CAMDEN CITY | NJ|699 FERRY AVE|CAMDEN | NJ|700 FERRY ST|CAMDEN CITY,MSIC_00050,DEV_NJA20060125,NJA20060125,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0042,DEV_NJA19990085,ARTISANS MILL RENTAL HOUSING,NJA19990085,1999,1999,31,,NJ|600 ARTISAN ST|TRENTON | NJ|600 ARTISAN ST|TRENTON CITY,MSIC_00051,DEV_NJA19990085,NJA19990085,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0042,DEV_NJA19999001,ARTISAN'S MILL #538,NJA19999001,1999,1999,31,31,NJ|600 ARTISAN ST|TRENTON,MSIC_00051,DEV_NJA19990085,NJA19990085,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0043,DEV_NJA20080040,BIRCH STREET SUPPORTIVE HOUSING,NJA20080040,2008,2008,15,15,NJ|65 BIRCH ST 17 23 PATERSON AVE|PATERSON | NJ|65 BIRCH ST|PATERSON,MSIC_00052,DEV_NJA20080040,NJA20080040,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0043,DEV_NJA20087012,LITC# 06901 - BIRCH STREET SUPPORTIVE HSG,NJA20087012,2008,2008,15,15,NJ|65 BIRCH ST|PATERSON,MSIC_00052,DEV_NJA20080040,NJA20080040,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0044,DEV_NJA20120936,BRAMHALL AVENUE APARTMENTS,NJA20120936,2012,2012,85,85,NJ|462 BRAMHALL AVE|JERSEY CITY,MSIC_00053,DEV_NJA20120936,NJA20120936,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0044,DEV_NJA20123022,BRAMHALL AVENUE APARTMENTS #520,NJA20123022,2012,2012,85,85,NJ|462 BRAMHALL AVE 478|JERSEY CITY | NJ|462 BRAMHALL AVE|JERSEY CITY | NJ|466 BRAMHALL AVE|JERSEY CITY | NJ|470 BRAMHALL AVE|JERSEY CITY | NJ|474 BRAMHALL AVE|JERSEY CITY | NJ|478 BRAMHALL AVE|JERSEY CITY,MSIC_00053,DEV_NJA20120936,NJA20120936,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0045,DEV_NJA20080175,BRIDGETON HOPE VI PHASE V,NJA20080175,2008,2008,23,23,NJ|278 COHANSEY ST|BRIDGETON,MSIC_00054,DEV_NJA20080175,NJA20080175,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0045,DEV_NJA20087021,"LITC#06915 BRIDGETON HOPE VI, PHASE V",NJA20087021,2008,2008,23,23,NJ|1 3 EGRET ST|BRIDGETON | NJ|2 EGRET ST|BRIDGETON | NJ|276 COHANSEY ST|BRIDGETON | NJ|278 COHANSEY ST|BRIDGETON | NJ|280 282 COHANSEY ST|BRIDGETON | NJ|284 286 COHANSEY ST|BRIDGETON | NJ|288 290 COHANSEY ST|BRIDGETON | NJ|292 294 COHANSEY ST|BRIDGETON | NJ|296 298 COHANSEY ST|BRIDGETON | NJ|300 302 COHANSEY ST|BRIDGETON | NJ|304 306 COHANSEY ST|BRIDGETON | NJ|4 6 EGRET ST|BRIDGETON | NJ|5 7 EGRET ST|BRIDGETON | NJ|76 LAKEVIEW AVE|BRIDGETON,MSIC_00054,DEV_NJA20080175,NJA20080175,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0046,DEV_NJA20195007,CEDAR MEADOW APARTMENTS,NJA20195007,2019,2019,100,100,NJ|1450 RAHWAY AVE|AVENEL,MSIC_00055,DEV_NJA20195007,NJA20195007,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0046,DEV_NJA20195008,CEDAR MEADOWS APARTMENTS #1761,NJA20195008,2019,2019,100,100,NJ|1450 RAHWAY AVE|AVENEL,MSIC_00055,DEV_NJA20195007,NJA20195007,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0046,DEV_NJA20200010,CEDAR MEADOWS,NJA20200010,2020,2020,100,,NJ|1450 RAHWAY AVE|AVENEL | NJ|1462 RAHWAY AVE|WOODBRIDGE,MSIC_00055,DEV_NJA20195007,NJA20195007,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0047,DEV_NJA20170008,DALINA MANOR,NJA20170008,2017,2017,57,57,NJ|113 JAMES ST|WOODBRIDGE TWP,MSIC_00056,DEV_NJA20170008,NJA20170008,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0047,DEV_NJA20177019,DALINA MANOR #1516,NJA20177019,2017,2017,57,57,NJ|113 JAMES ST|HOPELAWN | NJ|113 JAMES ST|WOODBRIDGE TWP,MSIC_00056,DEV_NJA20170008,NJA20170008,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0048,DEV_NJA20153045,DUFFY SCHOOL,NJA20153045,2015,2015,53,53,NJ|203 225 W 2ND ST|FLORENCE | NJ|225 W 2ND ST|FLORENCE,MSIC_00057,DEV_NJA20153045,NJA20153045,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0048,DEV_NJA20159014,DUFFY MANOR AKA DUFFY SCHOOL #1332,NJA20159014,2015,2015,53,53,NJ|225 W 2ND ST|FLORENCE,MSIC_00057,DEV_NJA20153045,NJA20153045,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0049,DEV_NJA20120912,ESCHER STREET SRO,NJA20120912,2012,2012,100,100,NJ|50 ESCHER ST|TRENTON | NJ|50 ESCHER ST|TRENTON CITY,MSIC_00058,DEV_NJA20120912,NJA20120912,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0049,DEV_NJA20123045,ESCHER STREET SRO #304,NJA20123045,2012,2012,100,100,NJ|50 ESCHER ST|TRENTON,MSIC_00058,DEV_NJA20120912,NJA20120912,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0050,DEV_NJA20090030,EWING INDEPENDENT LIVING,NJA20090030,2009,2009,72,72,NJ|1015 WHITEHEAD RD EXT|EWING | NJ|1015 WHITEHEAD RD EXT|EWING TWP | NJ|1015 WHITEHEAD RD EXTENSION|EWING TWP,MSIC_00059,DEV_NJA20090030,NJA20090030,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0050,DEV_NJA20096009,EWING INDEPENDENT LIVING LITC#0752,NJA20096009,2009,2009,72,72,NJ|1015 WHITEHEAD RD EXT|EWING,MSIC_00059,DEV_NJA20090030,NJA20090030,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0051,DEV_NJA20125004,FERRY SENIOR,NJA20125004,2012,2012,50,,NJ|1801 DAVIS ST|CAMDEN | NJ|2015 FERRY AVE|CAMDEN | NJ|2015 FERRY AVE|CAMDEN CITY,MSIC_00060,DEV_NJA20125004,NJA20125004,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0051,DEV_NJA20129027,WHITMAN PARK SENIOR (FERRY SENIOR),NJA20129027,2012,2012,50,50,NJ|2015 FERRY AVE|CAMDEN,MSIC_00060,DEV_NJA20125004,NJA20125004,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0052,DEV_NJA20080155,FORREST SENIOR APARTMENTS,NJA20080155,2008,2008,43,43,NJ|376 382 BERGEN AVE|JERSEY CITY,MSIC_00061,DEV_NJA20080155,NJA20080155,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0052,DEV_NJA20087017,LITC#06903 FORREST SENIOR APARTMENTS,NJA20087017,2008,2008,43,43,NJ|376 382 BERGEN AVE|JERSEY CITY | NJ|382 BERGEN AVE|JERSEY CITY,MSIC_00061,DEV_NJA20080155,NJA20080155,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0053,DEV_NJA20110563,FRANKLIN BOULEVARD COMMONS,NJA20110563,2011,2011,66,66,NJ|727 FRANKLIN BLVD|FRANKLIN TWP | NJ|727 FRANKLIN BLVD|SOMERSET,MSIC_00062,DEV_NJA20110563,NJA20110563,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0053,DEV_NJA20119029,FRANKLIN BLVD. COMMONS URBAN RENEWAL ASSOC.,NJA20119029,2011,2011,66,66,NJ|727 FRANKLIN BLVD|SOMERSET,MSIC_00062,DEV_NJA20110563,NJA20110563,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0053,DEV_NJA20110082,PARKSIDE FAMILY HOUSING,NJA20110082,2011,2011,70,70,NJ|10 PARKSIDE ST|SOMERSET | NJ|101 CHESTER ST|SOMERSET | NJ|105 CHESTER ST|SOMERSET | NJ|109 CHESTER ST|SOMERSET | NJ|131 MARK ST|SOMERSET | NJ|132 VICTOR ST|SOMERSET | NJ|133 MARK ST|SOMERSET | NJ|134 VICTOR ST|SOMERSET | NJ|135 MARK ST|SOMERSET | NJ|136 VICTOR ST|SOMERSET | NJ|137 MARK ST|SOMERSET | NJ|138 VICTOR ST|SOMERSET | NJ|139 MARK ST|SOMERSET | NJ|14 PARKSIDE ST|SOMERSET | NJ|140 VICTOR ST|SOMERSET | NJ|141 MARK ST|SOMERSET | NJ|142 VICTOR ST|SOMERSET | NJ|143 MARK ST|SOMERSET | NJ|144 VICTOR ST|SOMERSET | NJ|145 MARK ST|SOMERSET | NJ|146 VICTOR ST|SOMERSET | NJ|147 MARK ST|SOMERSET | NJ|148 VICTOR ST|SOMERSET | NJ|161 MINETTA RD|SOMERSET | NJ|164 MINETTA RD|SOMERSET | NJ|18 PARKSIDE ST|SOMERSET | NJ|2 PARKSIDE ST|SOMERSET | NJ|22 PARKSIDE ST|SOMERSET | NJ|26 PARKSIDE ST|SOMERSET | NJ|30 PARKSIDE ST|SOMERSET | NJ|31 FULLER ST|SOMERSET | NJ|33 FULLER ST|SOMERSET | NJ|34 PARKSIDE ST|SOMERSET | NJ|38 PARKSIDE ST|SOMERSET | NJ|6 PARKSIDE ST|SOMERSET | NJ|727 FRANKLIN BLVD|SOMERSET,MSIC_00063,DEV_NJA20110082,NJA20110082,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0054,DEV_NJA20090040,FRANKLIN SENIOR,NJA20090040,2009,2009,94,94,NJ|1 MILL ST|FRANKLIN,MSIC_00064,DEV_NJA20090040,NJA20090040,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0054,DEV_NJA20096015,LITC#0755 FRANKLIN SENIOR HOUSING,NJA20096015,2009,2009,94,,NJ|1 MILL ST STE 107|FRANKLIN | NJ|1 MILL ST|FRANKLIN,MSIC_00064,DEV_NJA20090040,NJA20090040,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0055,DEV_NJA20120906,GARFIELD SENIOR HOUSING PROGRAM,NJA20120906,2012,2012,36,36,NJ|15 COMMERCE ST|GARFIELD | NJ|15 COMMERCE ST|GARFIELD CITY,MSIC_00065,DEV_NJA20120906,NJA20120906,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0055,DEV_NJA20123050,GARFIELD SENIOR HOUSING #471,NJA20123050,2012,2012,36,36,NJ|15 COMMERCE ST|GARFIELD,MSIC_00065,DEV_NJA20120906,NJA20120906,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0056,DEV_NJA20180003,HILLTOP APARTMENTS,NJA20180003,2018,2018,113,113,NJ|280 PARK AVE|IRVINGTON | NJ|280 PARK PL|IRVINGTON | NJ|832 CHANCELLOR AVE|IRVINGTON,MSIC_00066,DEV_NJA20180003,NJA20180003,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0056,DEV_NJA20186015,HILLTOP APARTMENTS - LITC# 1514,NJA20186015,2018,2018,113,113,NJ|280 PARK PL|IRVINGTON,MSIC_00066,DEV_NJA20180003,NJA20180003,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0056,DEV_NJA20221013,HILLTOP SENIOR LITC #2016,NJA20221013,2022,2022,95,95,NJ|280 PARK PL BLDG 2|IRVINGTON | NJ|280 PARK PL|IRVINGTON,MSIC_00067,DEV_NJA20221013,NJA20221013,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0057,DEV_NJA20123062,HOBOKEN YMCA #07912,NJA20123062,2012,2012,96,96,NJ|1301 WASHINGTON ST|HOBOKEN,MSIC_00068,DEV_NJA20123062,NJA20123062,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0057,DEV_NJA20125007,HOBOKEN YMCA,NJA20125007,2012,2012,96,96,NJ|1301 WASHINGTON ST|HOBOKEN | NJ|1301 WASHINGTON ST|HOBOKEN CITY,MSIC_00068,DEV_NJA20123062,NJA20123062,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0057,DEV_NJA20129018,HOBOKEN NORTH HUDSON YMCA,NJA20129018,2012,2012,96,96,NJ|1301 WASHINGTON ST|HOBOKEN,MSIC_00068,DEV_NJA20123062,NJA20123062,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0058,DEV_NJA20120879,LINCOLN HILL VILLAGE,NJA20120879,2012,2012,50,50,NJ|15 LINCOLN AVE|WEST MILFORD TWP,MSIC_00069,DEV_NJA20120879,NJA20120879,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0058,DEV_NJA20123080,LINCOLN HILL VILLAGE #647,NJA20123080,2012,2012,50,50,NJ|15 LINCOLN AVE|WEST MILFORD | NJ|15 LINCOLN AVE|WEST MILFORD TWP,MSIC_00069,DEV_NJA20120879,NJA20120879,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0059,DEV_NJA20050185,MOUNT HOLLY SENIOR,NJA20050185,2005,2005,29,29,NJ|256 CLIFTON AVE|MT HOLLY,MSIC_00070,DEV_NJA20050185,NJA20050185,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0059,DEV_NJA20069819,LITC#05909 MOUNT HOLLY SENIOR,NJA20069819,2006,2006,29,29,NJ|256 CLIFTON AVE|MOUNT HOLLY | NJ|256 CLIFTON AVE|MT HOLLY,MSIC_00070,DEV_NJA20050185,NJA20050185,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0060,DEV_NJA20070185,PATRIOT VILLAGE,NJA20070185,2007,2007,36,36,NJ|350 362 PENNINGTON AVE|TRENTON | NJ|350 362 PENNINGTON AVE|TRENTON CITY | NJ|350 PENNINGTON AVE|TRENTON CITY,MSIC_00071,DEV_NJA20070185,NJA20070185,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0060,DEV_NJA20078015,LITC#05915 PATRIOT VILLAGE,NJA20078015,2007,2007,36,36,NJ|350 362 PENNINGTON AVE|TRENTON,MSIC_00071,DEV_NJA20070185,NJA20070185,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0061,DEV_NJA20231016,NEWCOMB SENIOR APARTMENTS URBAN RENEWAL LLC,NJA20231016,2023,2023,65,65,NJ|1035 E ALMOND ST|VINELAND | NJ|66 S STATE ST|VINELAND,MSIC_00072,DEV_NJA20231016,NJA20231016,1,final_physical_development,retain_current_development,not_required,not_approved,FALSE
MSIR_0061,DEV_NJA20240017,NEWCOMB SENIOR APARTMENTS PHASE 2 #2015,NJA20240017,2024,2024,70,70,NJ|1035 E ALMOND ST|VINELAND,MSIC_00073,DEV_NJA20240017,NJA20240017,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0061,DEV_NJA20240018,NEWCOMB SENIOR APTS. PHASE 2 #2015,NJA20240018,2024,2024,70,70,NJ|1035 E ALMOND ST|VINELAND | NJ|925 ELANDIS AVE SUITE E|VINELAND,MSIC_00073,DEV_NJA20240017,NJA20240017,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0062,DEV_NJA20120857,PADUA COURT,NJA20120857,2012,2012,38,38,NJ|350 6TH ST|JERSEY CITY | NJ|350 SIXTH ST|JERSEY CITY,MSIC_00074,DEV_NJA20120857,NJA20120857,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0062,DEV_NJA20123102,PADUA COURT #409,NJA20123102,2012,2012,38,38,NJ|350 SIXTH ST|JERSEY CITY,MSIC_00074,DEV_NJA20120857,NJA20120857,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0063,DEV_NJA19980150,PAVILLION AT LUFTMAN TOWERS,NJA19980150,1998,1998,60,60,NJ|43 HURLEYS LN|LINCROFT,MSIC_00075,DEV_NJA19980150,NJA19980150,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0063,DEV_NJA19989006,PAVILLION AT LUFTMAN,NJA19989006,1998,1998,60,60,NJ|43 HURLEY S LN|LINCROFT | NJ|43 HURLEYS LN|LINCROFT,MSIC_00075,DEV_NJA19980150,NJA19980150,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0064,DEV_NJA20100090,PROVIDENCE SQUARE II,NJA20100090,2010,2010,53,53,NJ|55 HARVEY ST|NEW BRUNSWICK | NJ|55 HARVEY ST|NEW BRUNSWICK CITY,MSIC_00076,DEV_NJA20100090,NJA20100090,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0064,DEV_NJA20105021,PROVIDENCE SQUARE II  #0907,NJA20105021,2010,2010,53,53,NJ|55 HARVEY ST|NEW BRUNSWICK,MSIC_00076,DEV_NJA20100090,NJA20100090,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0064,DEV_NJA20105022,PROVIDENCE SQUARE II LITC #0907,NJA20105022,2010,2010,53,53,NJ|55 HARVEY ST|NEW BRUNSWICK,MSIC_00076,DEV_NJA20100090,NJA20100090,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0065,DEV_NJA20039073,RIVER ROAD RESIDENCE #610,NJA20039073,2003,2003,100,100,NJ|45 RIVER DR|PASSAIC,MSIC_00077,DEV_NJA20039073,NJA20039073,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0065,DEV_NJA20120846,RIVER DRIVE RESIDENCE,NJA20120846,2012,2012,100,100,NJ|45 RIVER DR|PASSAIC | NJ|45 RIVER DR|PASSAIC CITY,MSIC_00077,DEV_NJA20039073,NJA20039073,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0065,DEV_NJA20123114,RIVER DRIVE RESIDENCE #610,NJA20123114,2012,2012,100,100,NJ|45 RIVER DR|PASSAIC,MSIC_00077,DEV_NJA20039073,NJA20039073,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0066,DEV_NJA20120804,SIERRA GARDENS,NJA20120804,2012,2012,33,33,NJ|138 MADISON AVE|ELIZABETH CITY | NJ|144 MADISON AVE|ELIZABETH | NJ|144 MADISON AVE|ELIZABETH CITY,MSIC_00078,DEV_NJA20120804,NJA20120804,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0066,DEV_NJA20123162,YMCA SIERRA GARDENS #656,NJA20123162,2012,2012,33,33,NJ|144 MADISON AVE|ELIZABETH,MSIC_00078,DEV_NJA20120804,NJA20120804,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0067,DEV_NJA19980165,STEPPING STONES COMMONS,NJA19980165,1998,1998,64,64,NJ|27 N CLINTON AVE|TRENTON | NJ|27 N CLINTON AVE|TRENTON CITY,MSIC_00079,DEV_NJA19980165,NJA19980165,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0067,DEV_NJA19989011,STEPPING STONES COMMONS #504,NJA19989011,1998,1998,64,64,NJ|27 N CLINTON AVE|TRENTON,MSIC_00079,DEV_NJA19980165,NJA19980165,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0068,DEV_NJA19969012,STEVENS AVENUE PROJECT,NJA19969012,1996,1996,16,16,NJ|78 STEVENS AVE|JERSEY CITY,MSIC_00080,DEV_NJA19969012,NJA19969012,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0068,DEV_NJA20120830,STEVENS AVE PROJECT,NJA20120830,2012,2012,16,16,NJ|78 STEVENS AVE|JERSEY CITY,MSIC_00080,DEV_NJA19969012,NJA19969012,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0068,DEV_NJA20123130,STEVENS AVE. PROJECT #392,NJA20123130,2012,2012,16,16,NJ|78 STEVENS AVE 80|JERSEY CITY | NJ|78 STEVENS AVE|JERSEY CITY,MSIC_00080,DEV_NJA19969012,NJA19969012,3,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0069,DEV_NJA19970110,WEEHAWKEN SENIOR HOUSING,NJA19970110,1997,1997,28,,NJ|2 4 POTTER PL|WEEHAWKEN | NJ|2 POTTER PL|WEEHAWKEN | NJ|2 POTTER PL|WEEHAWKEN TWP | NJ|43500 POTTER PL|WEEHAWKEN | NJ|43500 POTTER PL|WEEHAWKEN TWP,MSIC_00081,DEV_NJA19970110,NJA19970110,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
MSIR_0069,DEV_NJA19979066,WEEHAWKEN SENIOR HOUSING #499,NJA19979066,1997,1997,28,28,NJ|2 4 POTTER PL|WEEHAWKEN,MSIC_00081,DEV_NJA19970110,NJA19970110,2,final_physical_development,merge_to_review_cluster,not_required,not_approved,FALSE
