Rows: 2040
Key: state, year complete and unique
Saved-file MD5: f40169c68a052aa8a7d10d1791457f76
column	type	nonmissing	distinct	min	max
state	character	2040	51	NA	NA
year	character	2040	40	NA	NA
hud_records	integer	2040	153	0	639
type_unknown	integer	2040	60	0	348
new_records	integer	2040	109	0	225
new_units	integer	2040	1122	0	31001
new_units_known	integer	2040	110	0	222
hud_coordinate_records	integer	2040	106	0	220
drop_no_hud	integer	2040	15	0	24
first_address_records	integer	2040	98	0	216
first_address_units	integer	2040	1099	0	29969
first_address_units_known	integer	2040	99	0	216
first_omitted_uncertain_order	integer	2040	10	0	15
first_omitted_later	integer	2040	9	0	22
first_omitted_same_year	integer	2040	16	0	33
selected_records	integer	2040	106	0	220
selected_units	integer	2040	1096	0	30502
year_known	integer	2040	103	0	215
units_known	integer	2040	103	0	217
low_income_units_known	integer	2040	104	0	217
bedrooms_known	integer	2040	86	0	211
family_known	integer	2040	87	0	220
elderly_known	integer	2040	62	0	220
disabled_known	integer	2040	61	0	220
year_units_known	integer	2040	100	0	215
year_units_bedrooms_known	integer	2040	83	0	164
all_controls_known	integer	2040	48	0	70
unresolved_addresses	integer	2040	23	0	49
scattered_records	integer	2040	18	0	28
resyndicated_records	integer	2040	9	0	8
repeated_address_records	integer	2040	25	0	67
