Rows: 28456
Key: hud_id complete and unique
Saved-file MD5: 19a65bdfedf0e1920e43a1f84de1aa5b
column	type	nonmissing	distinct	min	max
latest_vacant_units	integer	28439	917	0	6437
latest_vacancy_share	numeric	28433	15080	0	0.834737827715356
latest_income_factor_to_2024	integer	28439	2	1	1
latest_housing_factor_to_2024	integer	28439	2	1	1
latest_median_household_income_2024	numeric	28240	13675	6803	249722
latest_median_household_income_2024_moe	integer	28240	12337	738	140904
latest_median_gross_rent_2024	integer	27913	2362	257	3500
latest_median_gross_rent_2024_moe	integer	27913	1020	10	3090
latest_median_home_value_2024	numeric	27131	6462	12300	1939100
latest_median_home_value_2024_moe	integer	27131	14314	1814	1509599
latest_real_dollar_year	integer	28439	2	2024	2024
latest_price_index_geography	character	28439	2	NA	NA
latest_price_index_series	character	28439	2	NA	NA
latest_tract_match_status	character	28456	3	NA	NA
baseline_period_end	integer	27513	18	1980	2023
baseline_tract_geoid	integer64	27077	16319	1001020300	56043990300
baseline_boundary_year	integer	27513	7	1980	2024
baseline_assignment_method	character	27513	3	NA	NA
baseline_hud_tract_disagrees	logical	24293	3	NA	NA
baseline_gisjoin	character	18158	12064	NA	NA
baseline_state_fips	integer	27075	52	1	56
baseline_tract_name	character	8917	6914	NA	NA
baseline_source	character	27075	3	NA	NA
baseline_period_start	integer	27075	18	1980	2019
baseline_geography_vintage	integer	27075	18	1980	2023
baseline_income_dollar_year	integer	27075	18	1979	2023
baseline_housing_dollar_year	integer	27075	18	1980	2023
baseline_population	integer	27075	7861	0	34289
baseline_housing_units	integer	27075	4136	0	18749
baseline_nh_white	integer	27075	7144	0	33264
baseline_nh_black	integer	27075	3686	0	15756
baseline_nh_asian	integer	17655	1478	0	10988
baseline_nh_asian_pacific_islander	integer	7799	626	0	6962
baseline_hispanic	integer	27075	3734	0	28683
baseline_owner_occupied	integer	27003	2986	0	13766
baseline_renter_occupied	integer	27003	2504	0	7547
baseline_poverty_universe	integer	26998	7788	0	34208
baseline_poverty_count	integer	26998	2691	0	6262
baseline_population_25_plus	integer	26998	5766	0	28101
baseline_college_graduates	integer	26998	2842	0	10107
baseline_median_household_income_raw	numeric	27074	16875	-666666666	250001
baseline_median_gross_rent_raw	integer	27075	2019	-666666666	3501
baseline_median_home_value_raw	numeric	25450	4614	-666666666	2000001
baseline_education_definition	character	27075	3	NA	NA
baseline_race_definition	character	27075	4	NA	NA
baseline_income_suppressed	logical	18158	3	NA	NA
baseline_rent_suppressed	logical	18158	3	NA	NA
baseline_occupied_units	integer	27003	3818	0	16361
baseline_rent_universe	character	27075	3	NA	NA
baseline_home_value_universe	character	27075	3	NA	NA
baseline_median_household_income	numeric	26952	16870	3717	232530
baseline_median_household_income_annotation	character	122	7	NA	NA
baseline_median_gross_rent	integer	25781	2013	80	3493
baseline_median_gross_rent_annotation	character	1294	8	NA	NA
baseline_median_home_value	numeric	24752	4607	12500	1957100
baseline_median_home_value_annotation	character	698	8	NA	NA
baseline_census_sentinel_cells	integer	8917	7	0	6
baseline_population_moe	integer	8913	1136	6	4616
baseline_nh_white_moe	integer	8917	898	2	1796
baseline_nh_black_moe	integer	8917	854	2	2032
baseline_nh_asian_moe	integer	8917	607	2	1626
baseline_hispanic_moe	integer	8916	995	2	2447
baseline_median_household_income_moe	integer	8885	6597	414	97418
baseline_occupied_units_moe	integer	8917	448	6	790
baseline_owner_occupied_moe	integer	8917	409	2	771
baseline_renter_occupied_moe	integer	8917	422	7	776
baseline_housing_units_moe	integer	8917	434	10	758
baseline_poverty_universe_moe	integer	8917	1146	6	2353
baseline_poverty_count_moe	integer	8917	885	5	1568
baseline_median_gross_rent_moe	integer	8794	662	10	2936
baseline_median_home_value_moe	integer	8613	7472	2127	2000850
baseline_population_25_plus_moe	integer	8917	784	6	4186
baseline_male_bachelors	integer	1699	549	0	1786
baseline_male_bachelors_moe	integer	1699	215	2	352
baseline_male_masters	integer	1699	309	0	918
baseline_male_masters_moe	integer	1699	158	2	261
baseline_male_professional	integer	1699	164	0	447
baseline_male_professional_moe	integer	1699	117	2	162
baseline_male_doctorate	integer	1699	126	0	602
baseline_male_doctorate_moe	integer	1699	109	2	188
baseline_female_bachelors	integer	1699	575	0	2250
baseline_female_bachelors_moe	integer	1699	217	8	494
baseline_female_masters	integer	1699	337	0	981
baseline_female_masters_moe	integer	1699	161	2	264
baseline_female_professional	integer	1699	140	0	344
baseline_female_professional_moe	integer	1699	110	3	172
baseline_female_doctorate	integer	1699	105	0	274
baseline_female_doctorate_moe	integer	1699	99	2	136
baseline_college_graduates_moe	numeric	8917	7955	15.8429795177549	1354.4622549189
baseline_bachelors	integer	7218	1675	0	5575
baseline_bachelors_moe	integer	7218	509	2	1062
baseline_masters	integer	7218	1014	0	3947
baseline_masters_moe	integer	7218	396	3	835
baseline_professional	integer	7218	427	0	1193
baseline_professional_moe	integer	7218	251	2	448
baseline_doctorate	integer	7218	365	0	1013
baseline_doctorate_moe	integer	7218	218	2	550
baseline_share_conflict_count	integer	27075	2	0	0
baseline_nh_white_share	numeric	27066	20586	0	1
baseline_nh_black_share	numeric	27066	18726	0	1
baseline_nh_asian_share	numeric	17646	11497	0	0.883555555555556
baseline_nh_asian_pacific_islander_share	numeric	7799	3924	0	1
baseline_hispanic_share	numeric	27066	19547	0	1
baseline_homeowner_share	numeric	26988	20223	0	1
baseline_poverty_share	numeric	26985	20593	0	1
baseline_college_share	numeric	26988	20411	0	1
baseline_vacant_units	integer	27003	1136	0	11372
baseline_vacancy_share	numeric	26991	19438	0	1
baseline_income_factor_to_2024	numeric	27075	18	1.02588235294118	3.77489177489178
baseline_housing_factor_to_2024	numeric	27075	18	1.02588235294118	3.39961013645224
baseline_median_household_income_2024	numeric	26952	19605	4784.09446494466	335684.624746451
baseline_median_household_income_2024_moe	numeric	8885	8143	475.32323897301	116848
baseline_median_gross_rent_2024	numeric	25781	8104	193.207843137255	4345.83161004433
baseline_median_gross_rent_2024_moe	numeric	8794	3480	11.9944979367263	3129.81907090464
baseline_median_home_value_2024	numeric	24752	10967	14391.1980440098	2300688.92171345
baseline_median_home_value_2024_moe	numeric	8613	8002	2551.22971114168	2778250.31847133
baseline_real_dollar_year	integer	27075	2	2024	2024
baseline_price_index_geography	character	27075	2	NA	NA
baseline_price_index_series	character	27075	2	NA	NA
baseline_tract_match_status	character	28456	4	NA	NA
place_vintage	integer	28456	1	2024	2024
place_candidates	integer	28456	2	0	1
place_geoid	integer	25383	6189	100988	5684925
place_name	character	25383	4802	NA	NA
place_status	character	28456	2	NA	NA
baseline_age_years	integer	27513	11	1	10
