Rows: 28456
Key: hud_id complete and unique
Saved-file MD5: 19a65bdfedf0e1920e43a1f84de1aa5b
column	type	nonmissing	distinct	min	max
hud_id	character	28456	28456	NA	NA
project_name	character	28456	26759	NA	NA
state_project_id	character	28320	26892	NA	NA
street	character	28449	26759	NA	NA
city	character	28456	5234	NA	NA
state	character	28456	51	NA	NA
zip	integer	28011	9122	1002	99999
pis_year	integer	27513	39	1987	2024
allocation_year	integer	27778	39	1987	2024
total_units	integer	28342	424	1	1238
low_income_units	integer	27938	379	0	884
bedrooms_0	integer	21572	177	0	476
bedrooms_1	integer	22354	232	0	482
bedrooms_2	integer	22432	222	0	653
bedrooms_3	integer	22027	158	0	228
bedrooms_4	integer	21306	93	0	161
credit_type	integer	24818	5	1	4
target_family	integer	17365	3	0	1
target_elderly	integer	13236	3	0	1
target_disabled	integer	11535	3	0	1
longitude	numeric	28456	26229	-163.871442	-67.029107
latitude	numeric	28456	26200	19.6497	64.845532
scattered_site	integer	24368	3	1	2
resyndicated	integer	7356	3	1	2
units_conflict	logical	28456	2	NA	NA
bedrooms_conflict	logical	28456	2	NA	NA
bedrooms_consistent	logical	28456	2	NA	NA
address_key	character	28456	27246	NA	NA
address_resolved	logical	28456	2	NA	NA
records_at_address	integer	28456	7	1	16
repeated_address	logical	28456	2	NA	NA
income_ceiling_raw	integer	21397	5	1	9
income_ceiling_type	character	19525	4	NA	NA
lower_income_ceiling_raw	integer	16861	3	1	2
lower_income_ceiling	integer	16861	3	0	1
lower_ceiling_units_raw	integer	11857	199	0	348
lower_ceiling_units	integer	11842	195	0	323
lower_ceiling_units_conflict	logical	28456	2	NA	NA
lower_ceiling_indicator_conflict	logical	28456	2	NA	NA
low_income_share	numeric	27838	1758	0	1
hud_tract_1990	character	28456	11676	NA	NA
hud_tract_2000	character	28456	12902	NA	NA
hud_tract_2010	character	28456	15599	NA	NA
hud_tract_2020	character	28456	14820	NA	NA
hud_place_1990	integer	15524	1552	3	9034
hud_place_2000	integer	19902	4990	100	89150
hud_place_2010	integer	28420	5556	100	99999
hud_place_2020	integer	24009	5088	100	99999
latest_period_end	integer	28456	1	2024	2024
latest_tract_geoid	integer64	28444	16331	1001020300	56043000200
latest_boundary_year	integer	28456	1	2024	2024
latest_assignment_method	character	28456	2	NA	NA
latest_hud_tract_disagrees	logical	23903	3	NA	NA
latest_gisjoin	logical	0	1	NA	NA
latest_state_fips	integer	28439	52	1	56
latest_tract_name	character	28439	16328	NA	NA
latest_source	character	28439	2	NA	NA
latest_period_start	integer	28439	2	2020	2020
latest_geography_vintage	integer	28439	2	2024	2024
latest_income_dollar_year	integer	28439	2	2024	2024
latest_housing_dollar_year	integer	28439	2	2024	2024
latest_population	integer	28439	6135	0	32434
latest_housing_units	integer	28439	3184	0	11342
latest_nh_white	integer	28439	5356	0	17371
latest_nh_black	integer	28439	2993	0	7471
latest_nh_asian	integer	28439	1582	0	9673
latest_nh_asian_pacific_islander	logical	0	1	NA	NA
latest_hispanic	integer	28439	3509	0	17108
latest_owner_occupied	integer	28439	2481	0	8220
latest_renter_occupied	integer	28439	2272	0	5950
latest_poverty_universe	integer	28439	6124	0	32149
latest_poverty_count	integer	28439	2106	0	4815
latest_population_25_plus	integer	28439	4710	0	21236
latest_college_graduates	integer	28439	2935	0	10520
latest_median_household_income_raw	numeric	28439	13677	-666666666	250001
latest_median_gross_rent_raw	integer	28439	2365	-666666666	3501
latest_median_home_value_raw	numeric	28439	6465	-666666666	2000001
latest_education_definition	character	28439	2	NA	NA
latest_race_definition	character	28439	2	NA	NA
latest_income_suppressed	logical	0	1	NA	NA
latest_rent_suppressed	logical	0	1	NA	NA
latest_occupied_units	integer	28439	3014	0	10849
latest_rent_universe	character	28439	2	NA	NA
latest_home_value_universe	character	28439	2	NA	NA
latest_median_household_income	numeric	28240	13675	6803	249722
latest_median_household_income_annotation	character	199	3	NA	NA
latest_median_gross_rent	integer	27913	2362	257	3500
latest_median_gross_rent_annotation	character	526	4	NA	NA
latest_median_home_value	numeric	27131	6462	12300	1939100
latest_median_home_value_annotation	character	1308	4	NA	NA
latest_census_sentinel_cells	integer	28439	7	0	6
latest_population_moe	integer	28398	1506	11	3417
latest_nh_white_moe	integer	28439	1188	2	2166
latest_nh_black_moe	integer	28439	1186	1	3275
latest_nh_asian_moe	integer	28439	767	1	1635
latest_hispanic_moe	integer	28414	1306	2	2973
latest_median_household_income_moe	integer	28240	12337	738	140904
latest_occupied_units_moe	integer	28439	566	11	3901
latest_owner_occupied_moe	integer	28439	518	2	2854
latest_renter_occupied_moe	integer	28439	564	4	1067
latest_housing_units_moe	integer	28439	573	11	3865
latest_poverty_universe_moe	integer	28439	1525	2	6434
latest_poverty_count_moe	integer	28439	1103	1	2064
latest_median_gross_rent_moe	integer	27913	1020	10	3090
latest_median_home_value_moe	integer	27131	14314	1814	1509599
latest_population_25_plus_moe	integer	28439	1008	11	2197
latest_male_bachelors	logical	0	1	NA	NA
latest_male_bachelors_moe	logical	0	1	NA	NA
latest_male_masters	logical	0	1	NA	NA
latest_male_masters_moe	logical	0	1	NA	NA
latest_male_professional	logical	0	1	NA	NA
latest_male_professional_moe	logical	0	1	NA	NA
latest_male_doctorate	logical	0	1	NA	NA
latest_male_doctorate_moe	logical	0	1	NA	NA
latest_female_bachelors	logical	0	1	NA	NA
latest_female_bachelors_moe	logical	0	1	NA	NA
latest_female_masters	logical	0	1	NA	NA
latest_female_masters_moe	logical	0	1	NA	NA
latest_female_professional	logical	0	1	NA	NA
latest_female_professional_moe	logical	0	1	NA	NA
latest_female_doctorate	logical	0	1	NA	NA
latest_female_doctorate_moe	logical	0	1	NA	NA
latest_college_graduates_moe	numeric	28439	15171	20.2977831301844	1627.22125109034
latest_bachelors	integer	28439	1972	0	6589
latest_bachelors_moe	integer	28439	646	3	1366
latest_masters	integer	28439	1227	0	3763
latest_masters_moe	integer	28439	518	3	951
latest_professional	integer	28439	511	0	1446
latest_professional_moe	integer	28439	328	2	826
latest_doctorate	integer	28439	443	0	1021
latest_doctorate_moe	integer	28439	292	1	764
latest_share_conflict_count	integer	28439	2	0	0
latest_nh_white_share	numeric	28434	16193	0	0.997289972899729
latest_nh_black_share	numeric	28434	15022	0	1
latest_nh_asian_share	numeric	28434	12345	0	0.862361769352291
latest_nh_asian_pacific_islander_share	logical	0	1	NA	NA
latest_hispanic_share	numeric	28434	15790	0	1
latest_homeowner_share	numeric	28433	15954	0	1
latest_poverty_share	numeric	28434	16179	0	0.8416
latest_college_share	numeric	28434	16150	0	0.953867028493894
