identity_question_id,development_id,development_name,first_pis_year,n_units_development,review_cluster_id,development_anchor_hud_id,adjudicated_development_id,adjudicated_development_anchor_hud_id,n_review_cluster_members,review_cluster_question_count,member_action,shared_geocoding_query_decision,source_rows_changed
XDA2_0129,DEV_MNB20049005,HERITAGE PARK II,2004,113,XDA2C_0218,MNB20049005,DEV_MNB20049005,MNB20049005,1,1,retain_current_development,not_approved,FALSE
XDA2_0129,DEV_MNB20059005,HERITAGE PARK III,2005,95,XDA2C_0219,MNB20059005,DEV_MNB20059005,MNB20059005,1,1,retain_current_development,not_approved,FALSE
XDA2_0130,DEV_MOA20160022,OAK VIEW VILLAGE-PHASE 2,2016,49,XDA2C_0220,MOA20160022,DEV_MOA20160022,MOA20160022,1,1,retain_current_development,not_approved,FALSE
XDA2_0130,DEV_MOA20210006,OAK VIEW VILLAGE-PHASE 3,2021,42,XDA2C_0221,MOA20210006,DEV_MOA20210006,MOA20210006,1,1,retain_current_development,not_approved,FALSE
XDA2_0131,DEV_MSA20150006,GREEN HILL APARTMENTS,2015,24,XDA2C_0222,MSA20150006,DEV_MSA20150006,MSA20150006,1,1,retain_current_development,not_approved,FALSE
XDA2_0131,DEV_MSA20150007,GREEN HILL APARTMENTS II,2015,24,XDA2C_0223,MSA20150007,DEV_MSA20150007,MSA20150007,1,1,retain_current_development,not_approved,FALSE
XDA2_0132,DEV_MSA20210033,TRIANGLE HOMES PHASE II,2021,54,XDA2C_0224,MSA20210033,DEV_MSA20210033,MSA20210033,1,1,retain_current_development,not_approved,FALSE
XDA2_0132,DEV_MSA20210034,"TRIANGLE HOMES, PHASE III",2021,18,XDA2C_0225,MSA20210034,DEV_MSA20210034,MSA20210034,1,1,retain_current_development,not_approved,FALSE
XDA2_0133,DEV_MTA19990020,COMSTOCK II APARTMENTS,1999,34,XDA2C_0226,MTA19990020,DEV_MTA19990020,MTA19990020,1,1,retain_current_development,not_approved,FALSE
XDA2_0133,DEV_MTA20010010,COMSTOCK III APARTMENTS,2001,28,XDA2C_0227,MTA20010010,DEV_MTA20010010,MTA20010010,1,1,retain_current_development,not_approved,FALSE
XDA2_0134,DEV_MTA20020060,ISAIAH HOUSING,2002,10,XDA2C_0228,MTA20020060,DEV_MTA20020060,MTA20020060,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0134,DEV_MTA20029007,KOINONIA APARTMENTS - ISAIAH,2002,10,XDA2C_0228,MTA20029007,DEV_MTA20020060,MTA20020060,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0135,DEV_MTA20010040,MOUNTAIN APTS PHASE I,2001,15,XDA2C_0229,MTA20010040,DEV_MTA20010040,MTA20010040,1,1,retain_current_development,not_approved,FALSE
XDA2_0135,DEV_MTA20020030,MOUNTAIN APARTMENTS II,2002,15,XDA2C_0230,MTA20020030,DEV_MTA20020030,MTA20020030,1,1,retain_current_development,not_approved,FALSE
XDA2_0136,DEV_MTA20069006,MOUNTAIN VIEW II - HAMILTON,2006,28,XDA2C_0231,MTA20069006,DEV_MTA20069006,MTA20069006,1,1,retain_current_development,not_approved,FALSE
XDA2_0136,DEV_MTA20098005,MOUNTAIN VIEW III - HAMILTON,2009,46,XDA2C_0232,MTA20098005,DEV_MTA20098005,MTA20098005,1,1,retain_current_development,not_approved,FALSE
XDA2_0137,DEV_MTA20090040,SPRING CREEK APARTMENTS,2009,33,XDA2C_0233,MTA20090040,DEV_MTA20090040,MTA20090040,1,1,retain_current_development,not_approved,FALSE
XDA2_0137,DEV_MTA20116007,SPRING CREEK APARTMENTS II,2011,33,XDA2C_0234,MTA20116007,DEV_MTA20116007,MTA20116007,1,1,retain_current_development,not_approved,FALSE
XDA2_0138,DEV_NCA19920005,6 QUAD OAK DR,1992,1,XDA2C_0235,NCA19920005,DEV_NCA19920005,NCA19920005,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0138,DEV_NCA19929001,#6 QUAD OAK,1992,1,XDA2C_0235,NCA19929001,DEV_NCA19920005,NCA19920005,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0139,DEV_NCA0000X592,500 EAST MAIN,,195,XDA2C_0236,NCA0000X592,DEV_NCA0000X592,NCA0000X592,1,1,retain_current_development,not_approved,FALSE
XDA2_0139,DEV_NCA20230043,300 EAST MAIN,2023,110,XDA2C_0237,NCA20230043,DEV_NCA20230043,NCA20230043,1,1,retain_current_development,not_approved,FALSE
XDA2_0140,DEV_NCA19910035,AUNT MARY AVE,1991,,XDA2C_0238,NCA19910035,DEV_NCA19910035,NCA19910035,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0140,DEV_NCA19919047,PWE AUNT MARY AVE,1991,1,XDA2C_0238,NCA19919047,DEV_NCA19910035,NCA19910035,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0141,DEV_NCA19900085,AUTUMN ACRES: LOT 5,1990,,XDA2C_0239,NCA19900085,DEV_NCA19900085,NCA19900085,4,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0141,DEV_NCA19900090,AUTUMN ACRES: LOT 6,1990,,XDA2C_0239,NCA19900090,DEV_NCA19900085,NCA19900085,4,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0141,DEV_NCA19900095,AUTUMN ACRES: LOT 7,1990,,XDA2C_0239,NCA19900095,DEV_NCA19900085,NCA19900085,4,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0141,DEV_NCA19900100,AUTUMN ACRES: LOT 8,1990,,XDA2C_0239,NCA19900100,DEV_NCA19900085,NCA19900085,4,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960235,BAREFOOT PARK APTS,1996,,XDA2C_0240,NCA19960235,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960240,BAREFOOT PARK APTS LOT 11,1996,3,XDA2C_0240,NCA19960240,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960245,BAREFOOT PARK APTS LOT 12,1996,3,XDA2C_0240,NCA19960245,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960250,BAREFOOT PARK APTS LOT 13,1996,3,XDA2C_0240,NCA19960250,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960255,BAREFOOT PARK APTS LOT 14,1996,3,XDA2C_0240,NCA19960255,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960260,BAREFOOT PARK APTS LOT 15,1996,3,XDA2C_0240,NCA19960260,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960265,BAREFOOT PARK APTS LOT 16,1996,2,XDA2C_0240,NCA19960265,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960285,BAREFOOT PARK APTS LOT 2,1996,3,XDA2C_0240,NCA19960285,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960335,BAREFOOT PARK APTS LOT 3,1996,3,XDA2C_0240,NCA19960335,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960365,BAREFOOT PARK APTS LOT 4,1996,3,XDA2C_0240,NCA19960365,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960370,BAREFOOT PARK APTS LOT 5,1996,3,XDA2C_0240,NCA19960370,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960375,BAREFOOT PARK APTS LOT 6,1996,3,XDA2C_0240,NCA19960375,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960380,BAREFOOT PARK APTS LOT 7,1996,3,XDA2C_0240,NCA19960380,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960385,BAREFOOT PARK APTS LOT 8,1996,3,XDA2C_0240,NCA19960385,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0142,DEV_NCA19960390,BAREFOOT PARK APTS LOT 9,1996,3,XDA2C_0240,NCA19960390,DEV_NCA19960235,NCA19960235,15,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0143,DEV_NCA19969079,BARRETT PLACE APTS,1996,48,XDA2C_0241,NCA19969079,DEV_NCA19969079,NCA19969079,1,1,retain_current_development,not_approved,FALSE
XDA2_0143,DEV_NCA19980010,BARRETT PLACE II,1998,48,XDA2C_0242,NCA19980010,DEV_NCA19980010,NCA19980010,1,1,retain_current_development,not_approved,FALSE
XDA2_0144,DEV_NCA19920080,BERKSHIRE DOWNS I,1992,1,XDA2C_0243,NCA19920080,DEV_NCA19920080,NCA19920080,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0144,DEV_NCA19920085,BERKSHIRE DOWNS,1992,,XDA2C_0243,NCA19920085,DEV_NCA19920080,NCA19920080,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0144,DEV_NCA19939042,PWE BERKSHIRE DOWNS,1993,1,XDA2C_0243,NCA19939042,DEV_NCA19920080,NCA19920080,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0145,DEV_NCA19940270,BERKSHIRE DOWNS II,1994,1,XDA2C_0244,NCA19940270,DEV_NCA19940270,NCA19940270,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0145,DEV_NCA19949047,BERKSHIRE DOWNS APTS,1994,1,XDA2C_0244,NCA19949047,DEV_NCA19940270,NCA19940270,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0146,DEV_NCA19960430,BURKE VILLAGE,1996,121,XDA2C_0245,NCA19960430,DEV_NCA19960430,NCA19960430,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0146,DEV_NCA19969107,PWE BURKE VILLAGE (FORMERLY KNOWN AS LANDMARK VILLAGE),1996,121,XDA2C_0245,NCA19969107,DEV_NCA19960430,NCA19960430,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0147,DEV_NCA20030015,CARDINAL POINTE,2003,60,XDA2C_0246,NCA20030015,DEV_NCA20030015,NCA20030015,1,1,retain_current_development,not_approved,FALSE
XDA2_0147,DEV_NCA20040040,CARDINAL POINTE PHASE II,2004,60,XDA2C_0247,NCA20040040,DEV_NCA20040040,NCA20040040,1,1,retain_current_development,not_approved,FALSE
XDA2_0148,DEV_NCA19999008,CROSSWINDS GREEN,1999,48,XDA2C_0248,NCA19999008,DEV_NCA19999008,NCA19999008,1,1,retain_current_development,not_approved,FALSE
XDA2_0148,DEV_NCA20010040,CROSSWINDS GREEN II,2001,48,XDA2C_0249,NCA20010040,DEV_NCA20010040,NCA20010040,1,1,retain_current_development,not_approved,FALSE
XDA2_0149,DEV_NCA0000X479,DILLARD STREET A,,48,XDA2C_0250,NCA0000X479,DEV_NCA0000X479,NCA0000X479,1,1,retain_current_development,not_approved,FALSE
XDA2_0149,DEV_NCA0000X627,DILLARD STREET B,,52,XDA2C_0251,NCA0000X627,DEV_NCA0000X627,NCA0000X627,1,1,retain_current_development,not_approved,FALSE
XDA2_0150,DEV_NCA19930225,EASTLAND AVE: LOT 1,1993,1,XDA2C_0252,NCA19930225,DEV_NCA19930225,NCA19930225,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0150,DEV_NCA19939049,PWE LOT 1 EASTLAND AVE,1993,1,XDA2C_0252,NCA19939049,DEV_NCA19930225,NCA19930225,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0151,DEV_NCA19910290,EASTLAND AVE: LOT 6,1991,1,XDA2C_0253,NCA19910290,DEV_NCA19910290,NCA19910290,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0151,DEV_NCA19919045,LOT 6 EASTLAND AVE,1991,1,XDA2C_0253,NCA19919045,DEV_NCA19910290,NCA19910290,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0152,DEV_NCA20080065,EASTSIDE GREEN II APARTMENTS,2008,48,XDA2C_0254,NCA20080065,DEV_NCA20080065,NCA20080065,1,1,retain_current_development,not_approved,FALSE
XDA2_0152,DEV_NCA20120060,EASTSIDE GREEN III APARTMENTS,2012,40,XDA2C_0255,NCA20120060,DEV_NCA20120060,NCA20120060,1,1,retain_current_development,not_approved,FALSE
XDA2_0153,DEV_NCA19910185,FOX HOLLOW SUBDIVISION,1991,,XDA2C_0256,NCA19910185,DEV_NCA19910185,NCA19910185,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0153,DEV_NCA19919050,PWE FOX HOLLOW SUBDIVISION,1991,,XDA2C_0256,NCA19919050,DEV_NCA19910185,NCA19910185,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0154,DEV_NCA19910320,MENLO PARK,1991,2,XDA2C_0257,NCA19910320,DEV_NCA19910320,NCA19910320,7,2,merge_to_review_cluster,not_approved,FALSE
XDA2_0154,DEV_NCA19910330,MENLO PARK,1991,2,XDA2C_0257,NCA19910330,DEV_NCA19910320,NCA19910320,7,2,merge_to_review_cluster,not_approved,FALSE
XDA2_0154,DEV_NCA19910335,MENLO PARK,1991,2,XDA2C_0257,NCA19910335,DEV_NCA19910320,NCA19910320,7,2,merge_to_review_cluster,not_approved,FALSE
XDA2_0154,DEV_NCA19910345,MENLO PARK,1991,2,XDA2C_0257,NCA19910345,DEV_NCA19910320,NCA19910320,7,2,merge_to_review_cluster,not_approved,FALSE
XDA2_0154,DEV_NCA19919051,PWE MENLO PARK,1991,,XDA2C_0257,NCA19919051,DEV_NCA19910320,NCA19910320,7,2,merge_to_review_cluster,not_approved,FALSE
XDA2_0155,DEV_NCA19920380,MENLO PARK APTS,1992,2,XDA2C_0257,NCA19920380,DEV_NCA19910320,NCA19910320,7,2,merge_to_review_cluster,not_approved,FALSE
XDA2_0155,DEV_NCA19929079,PWE MENLO PARK APTS,1992,2,XDA2C_0257,NCA19929079,DEV_NCA19910320,NCA19910320,7,2,merge_to_review_cluster,not_approved,FALSE
XDA2_0156,DEV_NCA19950445,MILL CREEK APTS,1995,180,XDA2C_0258,NCA19950445,DEV_NCA19950445,NCA19950445,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0156,DEV_NCA19959097,PWN MILL CREEK APTS,1995,180,XDA2C_0258,NCA19959097,DEV_NCA19950445,NCA19950445,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0157,DEV_NCA19930265,PARK GLEN,1993,,XDA2C_0259,NCA19930265,DEV_NCA19930265,NCA19930265,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0157,DEV_NCA19939051,PWE PARK GLEN,1993,1,XDA2C_0259,NCA19939051,DEV_NCA19930265,NCA19930265,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0158,DEV_NCA19970260,"PARK PLACE APTS, PHASE I",1997,50,XDA2C_0260,NCA19970260,DEV_NCA19970260,NCA19970260,1,1,retain_current_development,not_approved,FALSE
XDA2_0158,DEV_NCA19990085,PARK PLACE APTS PHASE II,1999,50,XDA2C_0261,NCA19990085,DEV_NCA19990085,NCA19990085,1,1,retain_current_development,not_approved,FALSE
XDA2_0159,DEV_NCA20080135,PINE RIDGE I,2008,40,XDA2C_0262,NCA20080135,DEV_NCA20080135,NCA20080135,1,1,retain_current_development,not_approved,FALSE
XDA2_0159,DEV_NCA20080140,PINE RIDGE II,2008,32,XDA2C_0263,NCA20080140,DEV_NCA20080140,NCA20080140,1,1,retain_current_development,not_approved,FALSE
XDA2_0160,DEV_NCA0000X546,SOUTHSIDE REVITALIZATION PHASE IV,,44,XDA2C_0264,NCA0000X546,DEV_NCA0000X546,NCA0000X546,1,1,retain_current_development,not_approved,FALSE
XDA2_0160,DEV_NCA20140125,SOUTHSIDE REVITALIZATION PHASE I,2014,119,XDA2C_0265,NCA20140125,DEV_NCA20140125,NCA20140125,1,1,retain_current_development,not_approved,FALSE
XDA2_0160,DEV_NCA20171028,SOUTHSIDE REVITALIZATION PHASE II,2017,85,XDA2C_0266,NCA20171028,DEV_NCA20171028,NCA20171028,1,1,retain_current_development,not_approved,FALSE
XDA2_0161,DEV_NCA0000X550,STARWAY VILLAGE I,,176,XDA2C_0267,NCA0000X550,DEV_NCA0000X550,NCA0000X550,1,1,retain_current_development,not_approved,FALSE
XDA2_0161,DEV_NCA0000X551,STARWAY VILLAGE II,,102,XDA2C_0268,NCA0000X551,DEV_NCA0000X551,NCA0000X551,1,1,retain_current_development,not_approved,FALSE
XDA2_0162,DEV_NCA20010175,VESPERS I,2001,28,XDA2C_0269,NCA20010175,DEV_NCA20010175,NCA20010175,1,1,retain_current_development,not_approved,FALSE
XDA2_0162,DEV_NCA20010205,VESPERS II,2001,28,XDA2C_0270,NCA20010205,DEV_NCA20010205,NCA20010205,1,1,retain_current_development,not_approved,FALSE
XDA2_0163,DEV_NCA20039049,WOODGREEN APTS,2003,44,XDA2C_0271,NCA20039049,DEV_NCA20039049,NCA20039049,1,1,retain_current_development,not_approved,FALSE
XDA2_0163,DEV_NCA20050215,WOODGREEN II APARTMENTS,2005,44,XDA2C_0272,NCA20050215,DEV_NCA20050215,NCA20050215,1,1,retain_current_development,not_approved,FALSE
XDA2_0164,DEV_NDA19940045,WEST VIEW APTS,1994,48,XDA2C_0273,NDA19940045,DEV_NDA19940045,NDA19940045,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0164,DEV_NDA19940050,WESTVIEW APTS,1994,24,XDA2C_0273,NDA19940050,DEV_NDA19940045,NDA19940045,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0164,DEV_NDA19949001,BRICKVIEW APARTMENTS,1994,24,XDA2C_0273,NDA19949001,DEV_NDA19940045,NDA19940045,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0165,DEV_NDA19950035,LAKE APTS I,1995,24,XDA2C_0274,NDA19950035,DEV_NDA19950035,NDA19950035,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0165,DEV_NDA19959006,CHESTNUT RIDGE I APARTMENTS,1995,24,XDA2C_0274,NDA19959006,DEV_NDA19950035,NDA19950035,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0166,DEV_NDA19950040,LAKE APTS II,1995,24,XDA2C_0275,NDA19950040,DEV_NDA19950040,NDA19950040,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0166,DEV_NDA19959007,CHESTNUT RIDGE II APARTMENTS,1995,24,XDA2C_0275,NDA19959007,DEV_NDA19950040,NDA19950040,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0167,DEV_NDA19950045,LAKE APTS III,1995,24,XDA2C_0276,NDA19950045,DEV_NDA19950045,NDA19950045,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0167,DEV_NDA19959008,CHESTNUT RIDGE III APARTMENTS,1995,24,XDA2C_0276,NDA19959008,DEV_NDA19950045,NDA19950045,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0168,DEV_NDA19950050,LAKE APTS IV,1995,24,XDA2C_0277,NDA19950050,DEV_NDA19950050,NDA19950050,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0168,DEV_NDA19959009,CHESTNUT RIDGE IV APARTMENTS,1995,24,XDA2C_0277,NDA19959009,DEV_NDA19950050,NDA19950050,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0169,DEV_NDA19950055,LAKE APTS V,1995,24,XDA2C_0278,NDA19950055,DEV_NDA19950055,NDA19950055,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0169,DEV_NDA19959010,CHESTNUT RIDGE V APARTMENTS,1995,24,XDA2C_0278,NDA19959010,DEV_NDA19950055,NDA19950055,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0170,DEV_NDA20148001,HERITAGE HILLS I,2014,42,XDA2C_0279,NDA20148001,DEV_NDA20148001,NDA20148001,1,1,retain_current_development,not_approved,FALSE
XDA2_0170,DEV_NDA20150001,HERITAGE HILLS II,2015,39,XDA2C_0280,NDA20150001,DEV_NDA20150001,NDA20150001,1,1,retain_current_development,not_approved,FALSE
XDA2_0171,DEV_NDA20170002,HOMEFIELD I SENIOR APARTMENTS,2017,39,XDA2C_0281,NDA20170002,DEV_NDA20170002,NDA20170002,1,1,retain_current_development,not_approved,FALSE
XDA2_0171,DEV_NDA20190004,HOMEFIELD 2,2019,39,XDA2C_0282,NDA20190004,DEV_NDA20190004,NDA20190004,1,1,retain_current_development,not_approved,FALSE
XDA2_0172,DEV_NDA20060036,STANDING ROCK NEW CONSTRUCTION #8,2006,30,XDA2C_0283,NDA20060036,DEV_NDA20060036,NDA20060036,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0172,DEV_NDA20069008,STANDING ROCK NEW CONSTRUCTION PROJECT #8,2006,30,XDA2C_0283,NDA20069008,DEV_NDA20060036,NDA20060036,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0173,DEV_NDA20070045,STANDING ROCK REHAB #15,2007,20,XDA2C_0284,NDA20070045,DEV_NDA20070045,NDA20070045,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0173,DEV_NDA20079011,STANDING ROCK REHABILITATION PROJECT #15,2007,20,XDA2C_0284,NDA20079011,DEV_NDA20070045,NDA20070045,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0174,DEV_NHA20231002,MONAHAN MANOR 4%,2023,166,XDA2C_0285,NHA20231002,DEV_NHA20231002,NHA20231002,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0174,DEV_NHA20231003,MONAHAN MANOR 9%,2023,50,XDA2C_0285,NHA20231003,DEV_NHA20231002,NHA20231002,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0175,DEV_NJA20079049,THE MEADOWS AT OLDWICK (TEWKSBURY),2007,,XDA2C_0286,NJA20079049,DEV_NJA20079049,NJA20079049,1,1,retain_current_development,not_approved,FALSE
XDA2_0175,DEV_NJA20096001,#05908 - UCP AT TEWKSBURY,2009,18,XDA2C_0287,NJA20096001,DEV_NJA20096001,NJA20096001,1,1,retain_current_development,not_approved,FALSE
XDA2_0176,DEV_NJA20120956,105 W DECATUR AVE,2012,2,XDA2C_0288,NJA20120956,DEV_NJA20120956,NJA20120956,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0176,DEV_NJA20123001,"105 W. DECATUR AVENUE, A & B #365",2012,2,XDA2C_0288,NJA20123001,DEV_NJA20120956,NJA20120956,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0177,DEV_NJA20120952,1503 1/2 SEWALL AVENUE,2012,2,XDA2C_0289,NJA20120952,DEV_NJA20120952,NJA20120952,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0177,DEV_NJA20120953,SEWALL AVENUE,2012,2,XDA2C_0289,NJA20120953,DEV_NJA20120952,NJA20120952,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0177,DEV_NJA20123004,1503 1/2 SEWALL AVENUE #278,2012,2,XDA2C_0289,NJA20123004,DEV_NJA20120952,NJA20120952,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0178,DEV_NJA20120950,4526 PARK AVE,2012,18,XDA2C_0290,NJA20120950,DEV_NJA20120950,NJA20120950,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0178,DEV_NJA20123007,4526 PARK AVENUE #285,2012,18,XDA2C_0290,NJA20123007,DEV_NJA20120950,NJA20120950,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0179,DEV_NJA19919004,516 DOCK STREET,1991,3,XDA2C_0291,NJA19919004,DEV_NJA19919004,NJA19919004,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0179,DEV_NJA20120947,516 DOCK STEET,2012,3,XDA2C_0291,NJA20120947,DEV_NJA19919004,NJA19919004,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0180,DEV_NJA19979009,800 EAST JERSEY STREET,1997,12,XDA2C_0292,NJA19979009,DEV_NJA19979009,NJA19979009,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0180,DEV_NJA20120946,MAGILL ASSOC,2012,12,XDA2C_0292,NJA20120946,DEV_NJA19979009,NJA19979009,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0180,DEV_NJA20123010,800 EAST JERSEY STREET #469,2012,12,XDA2C_0292,NJA20123010,DEV_NJA19979009,NJA19979009,3,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0181,DEV_NJA20089001,"A. HARRY MOORE, PHASE I",2008,66,XDA2C_0293,NJA20089001,DEV_NJA20089001,NJA20089001,1,1,retain_current_development,not_approved,FALSE
XDA2_0181,DEV_NJA20096004,A. HARRY MOORE PHASE II,2009,78,XDA2C_0294,NJA20096004,DEV_NJA20096004,NJA20096004,1,1,retain_current_development,not_approved,FALSE
XDA2_0181,DEV_NJA20116002,A HARRY MOORE PHASE III,2011,60,XDA2C_0295,NJA20116002,DEV_NJA20116002,NJA20116002,1,1,retain_current_development,not_approved,FALSE
XDA2_0182,DEV_NJA19930035,A M YELENCSIS SENIOR CIT RES,1993,99,XDA2C_0296,NJA19930035,DEV_NJA19930035,NJA19930035,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0182,DEV_NJA20123013,A.M. YELENCSIS SENIOR CIT. RES. #334,2012,99,XDA2C_0296,NJA20123013,DEV_NJA19930035,NJA19930035,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0183,DEV_NJA19909022,ALOE VILLAGE - II,1990,40,XDA2C_0297,NJA19909022,DEV_NJA19909022,NJA19909022,1,1,retain_current_development,not_approved,FALSE
XDA2_0183,DEV_NJA20120942,ALOE VILLAGE III,2012,36,XDA2C_0298,NJA20120942,DEV_NJA20120942,NJA20120942,1,1,retain_current_development,not_approved,FALSE
XDA2_0184,DEV_NJA19990085,ARTISANS MILL RENTAL HOUSING,1999,31,XDA2C_0299,NJA19990085,DEV_NJA19990085,NJA19990085,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0184,DEV_NJA19999016,ARTISAN'S MILL RENTAL HOUSING,1999,31,XDA2C_0299,NJA19999016,DEV_NJA19990085,NJA19990085,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0185,DEV_NJA20090080,ASBURY TOWERS,2009,347,XDA2C_0300,NJA20090080,DEV_NJA20090080,NJA20090080,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0185,DEV_NJA20099002,ASBURY TOWER,2009,347,XDA2C_0300,NJA20099002,DEV_NJA20090080,NJA20090080,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0186,DEV_NJA20070010,BALDWINS RUN - PHASE 8,2007,73,XDA2C_0301,NJA20070010,DEV_NJA20070010,NJA20070010,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0186,DEV_NJA20078009,LITC# 745 - BALDWIN'S RUN PHASE 8,2007,73,XDA2C_0301,NJA20078009,DEV_NJA20070010,NJA20070010,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0187,DEV_NJA0000X006,BEACH AT SOUTH INLET,,250,XDA2C_0302,NJA0000X006,DEV_NJA20200036,NJA20200036,2,1,merge_to_review_cluster,not_approved,FALSE
XDA2_0187,DEV_NJA20200036,THE BEACH AT SOUTH INLET,2020,250,XDA2C_0302,NJA20200036,DEV_NJA20200036,NJA20200036,2,1,merge_to_review_cluster,not_approved,FALSE
