development_id,wheda_project_id,proposed_total_units,proposed_low_income_units,review_action,official_wheda_reviewer,official_wheda_reviewed_on,official_wheda_record_confirmation,internal_identity_reviewer,internal_identity_reviewed_on,internal_identity_address_confirmation,source_url,source_file,source_sha256,review_reason,reviewed_on
DEV_WIA20100051,52073,48,48,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100054,51401,150,149,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100060,51922,61,61,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100065,52028,80,80,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100070,51962,71,71,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100508,51984,84,84,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100510,50997,150,150,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100800,51875,72,59,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100924,51972,24,23,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100936,51885,121,120,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100941,51859,23,23,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100945,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20100946,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20100951,51926,62,55,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100960,51868,54,45,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100963,51964,105,105,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100973,50512,99,99,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20105007,51953,66,66,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20105027,51861,99,97,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110001,51863,50,50,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110003,51985,74,73,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110006,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20110007,51937,34,33,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110008,51978,80,80,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110012,51968,38,38,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110017,51983,69,69,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110020,51925,89,81,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110025,51935,41,40,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110032,51345,55,55,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110034,51993,60,52,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110035,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20110042,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20110043,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20110048,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20110060,52010,96,95,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110062,52030,46,10,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110063,51981,72,72,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110065,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20110068,51976,68,68,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110085,51947,47,47,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110087,52129,76,76,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110519,51934,51,51,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110527,51995,44,44,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110800,52066,201,201,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110801,52056,104,100,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110802,52047,84,84,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110803,52017,68,68,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20110804,51973,73,72,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20120001,51729,84,83,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20120002,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20120003,51496,24,23,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20120006,52115,139,134,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20120010,51994,55,55,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20120015,52022,140,119,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20120020,52021,90,76,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20120025,52822,39,10,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20120035,52005,80,79,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20120040,52004,47,47,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20120065,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20120075,52032,50,50,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
