development_id,wheda_project_id,proposed_total_units,proposed_low_income_units,review_action,official_wheda_reviewer,official_wheda_reviewed_on,official_wheda_record_confirmation,internal_identity_reviewer,internal_identity_reviewed_on,internal_identity_address_confirmation,source_url,source_file,source_sha256,review_reason,reviewed_on
DEV_WIA20070110,51433,109,109,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20070115,51756,84,66,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20070125,51819,144,140,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20070130,51801,24,19,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20070140,51791,159,159,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20070145,51813,80,80,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20070150,51853,235,235,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20070160,51786,70,69,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20070165,50956,121,117,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20070180,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20080005,51457,29,27,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20080010,51851,71,34,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20080015,51829,95,69,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20080020,51795,23,21,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20080030,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20080035,51854,84,84,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20080045,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20080055,51837,18,16,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20080070,51726,43,43,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20080095,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20080105,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20080120,51840,120,120,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20080125,51871,56,56,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20080500,51834,24,19,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20090012,51889,64,64,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20090025,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20090035,51865,46,43,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20090045,51458,122,79,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20090050,51445,72,72,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20090060,51845,24,23,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20090065,51372,119,116,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20090070,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20090501,51944,120,118,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20090875,51888,36,36,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20090886,51884,197,196,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100006,51920,65,65,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100010,51992,42,11,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100018,51949,83,82,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100020,51902,66,64,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100025,51954,35,35,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100030,51932,48,48,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100033,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20100037,51942,64,64,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100038,51364,106,106,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100040,51929,88,88,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100041,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
DEV_WIA20100045,51931,66,66,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_identity_previously_adjudicated_site_address_differs,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100046,51950,37,37,propose_direct_wheda_low_income_value,wheda_snapshot_read,2026-08-12,unique_name_year_total_match,internal_development_site_read,2026-08-12,matched_development_has_exact_site_address,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,direct_value_proposed_not_applied,2026-08-12
DEV_WIA20100050,,,,retain_hud_pending_scope_or_match_review,wheda_snapshot_read,2026-08-12,wheda_snapshot_searched_no_safe_scope_match,internal_development_site_read,2026-08-12,internal_development_and_site_evidence_inspected_no_safe_scope_match,https://www.wheda.com/developers-and-property-managers/tax-credits/multifamily-data-library/monitored-htc-projects,wheda_monitored_htc_projects.html,ba00414cf334e76c060d65ca8bcbda9ef6b2f50b260b3bdfca58af9bff2da25c,no_unique_name_year_total_positive_low_income_match,2026-08-12
